試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,2,,冨永こよみ,4,■,■,■,■,nan,3,2,0,66.7,66.7,0.50,0,0,0,-,0,-,19,1,1,4,9.2,0,0,0,-,3
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,4,,近藤志歩,4,■,■,■,■,nan,5,0,1,0.0,-20.0,-,1,0,0,0.0,0,-,7,0,0,2,7.1,16,7,2,50.0,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,7,L,山岸あかね,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,12,1,62.5,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,8,,松本亜弥華,4,■,■,■,■,nan,11,5,2,45.5,27.3,1.25,0,0,0,-,0,-,9,2,1,3,27.8,1,0,0,0.0,7
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,9,,三浦茉実,3,□,□,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,11,,青柳京古,4,■,■,■,□,nan,8,3,0,37.5,37.5,0.75,0,0,0,-,3,0.75,13,0,1,4,5.8,1,1,0,100.0,6
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,13,,井上美咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,14,,カルカセスケニア,4,■,■,■,■,nan,55,19,5,34.5,25.5,4.75,6,4,0,66.7,2,0.50,9,0,2,0,-5.6,0,0,0,-,21
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,17,L,小笹奈津子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,18,,辺野喜未来,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,19,,荒木夕貴,4,■,■,■,■,nan,14,4,2,28.6,14.3,1.00,2,0,0,0.0,1,0.25,8,0,1,2,3.1,26,6,4,30.8,5
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,20,,丸山裕子,3,nan,□,□,■,nan,8,3,1,37.5,25.0,1.00,0,0,0,-,2,0.67,6,1,1,0,12.5,0,0,0,-,6
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,23,,大室璃紗,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,26,,堀江美志,3,nan,□,□,□,nan,8,3,0,37.5,37.5,1.00,0,0,0,-,1,0.33,6,0,0,3,12.5,14,8,0,57.1,4
2017-11-05,埼玉上尾メディックス,東レアローズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,114,39,11,34.2,24.6,9.75,9,4,0,44.4,9,2.25,77,4,7,18,8.8,78,34,7,48.1,52
