名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アダムスモニーク,東レアローズ,6,77,594,215,42,36.2,29.1,5,0,1,29,299,16,35,86,513,360,0,0.0,2.8,0.4,9.6,70.2
クロフォードテリーズ,日立リヴァーレ,16,95,941,326,87,34.6,25.4,57,9,11,22,286,11,19,77,35,20,0,15.8,3.4,0.2,8.9,57.1
シルバラケル,JTマーヴェラス,4,70,558,193,56,34.6,24.6,39,10,6,13,225,10,22,48,210,129,0,25.6,2.8,0.2,7.3,61.4
トーマスイライシャ,久光製薬スプリングス,26,101,756,334,48,44.2,37.8,0,0,0,52,190,5,18,37,23,11,0,,3.3,0.5,5.1,47.8
ハニーフタイーバ,武富士バンブー,1,112,1723,696,133,40.4,32.7,555,210,51,47,383,10,43,110,43,24,0,37.8,6.2,0.4,7.0,55.8
フールマンフランシーヌ,パイオニアレッドウィングス,3,97,976,471,43,48.3,43.9,50,19,7,91,361,21,44,79,24,15,0,38.0,4.9,0.9,8.2,62.5
三浦聖子,デンソーエアリービーズ,10,13,0,0,0,,,0,0,0,0,16,0,1,3,18,11,0,,0.0,0.0,3.1,61.1
三澤由佳,武富士バンブー,14,90,397,154,40,38.8,28.7,2,0,0,40,255,8,16,72,17,10,0,0.0,1.7,0.4,8.6,58.8
上田かおり,デンソーエアリービーズ,7,110,511,209,22,40.9,36.6,0,0,0,47,356,8,16,97,9,6,0,,1.9,0.4,7.9,66.7
上田麻乃,シーガルズ,8,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
中川佑美,東レアローズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村真美,NECレッドロケッツ,8,45,0,0,0,,,0,0,0,0,75,0,4,21,9,9,0,,0.0,0.0,5.7,100.0
中道瞳,東レアローズ,15,72,7,3,0,42.9,42.9,0,0,0,0,88,0,3,16,0,0,0,,0.0,0.0,3.7,
久保庭怜奈,パイオニアレッドウィングス,14,18,0,0,0,,,0,0,0,0,8,0,0,0,0,0,0,,0.0,0.0,0.0,
久保雅,JTマーヴェラス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
五十川葉子,東レアローズ,3,24,41,6,2,14.6,9.8,0,0,0,2,19,0,0,0,72,52,0,,0.2,0.1,0.0,72.2
井上香織,デンソーエアリービーズ,8,101,451,177,24,39.2,33.9,1,0,0,51,171,2,17,41,4,3,0,0.0,1.8,0.5,4.7,75.0
井村仁美,武富士バンブー,9,93,15,7,0,46.7,46.7,0,0,0,0,297,4,32,62,6,1,0,,0.1,0.0,3.9,16.7
井西彩乃,茂原アルカス,14,62,242,69,16,28.5,21.9,3,2,0,4,108,3,13,30,113,74,0,66.7,1.1,0.1,6.7,65.5
仁木希,NECレッドロケッツ,4,105,1013,386,49,38.1,33.3,6,1,0,32,345,7,14,116,743,552,0,16.7,3.7,0.3,9.4,74.3
今村直美,武富士バンブー,10,12,0,0,0,,,0,0,0,0,0,0,0,0,12,8,0,,0.0,0.0,,66.7
伊地知麻貴,武富士バンブー,11,88,15,7,0,46.7,46.7,0,0,0,7,99,3,11,17,1,0,0,,0.1,0.1,4.5,0.0
伊豫谷瞳,武富士バンブー,12,8,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
佐田樹理,JTマーヴェラス,8,95,0,0,0,,,0,0,0,0,142,5,6,42,140,77,0,,0.0,0.0,9.9,55.0
先野久美子,久光製薬スプリングス,4,104,571,280,30,49.0,43.8,0,0,0,72,288,4,8,58,14,11,0,,2.7,0.7,5.7,78.6
