試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,1,,野田昌代,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,8,8,0,100.0,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,2,,成田郁久美,3,■,■,■,,,9,4,0,44.4,44.4,1.33,0,0,0,-,1,0.33,8,0,2,0,0.0,11,8,0,72.7,5
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,3,,落合真理,3,■,■,■,,,30,10,2,33.3,26.7,3.33,0,0,0,-,0,-,12,2,1,3,19.6,11,8,0,72.7,12
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,4,,先野久美子,3,■,■,■,,,15,12,1,80.0,73.3,4.00,0,0,0,-,1,0.33,10,0,0,2,5.0,0,0,0,-,13
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,5,,小山修加,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,6,,青木絢子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,8,,大村加奈子,3,■,■,■,,,25,8,7,32.0,4.0,2.67,2,0,1,0.0,2,0.67,14,1,1,0,5.7,1,1,0,100.0,11
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,10,,鶴田桂子,3,■,■,■,,,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,11,0,1,2,4.5,0,0,0,-,2
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,12,,渡辺真由美,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,14,L,吉田あい,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,36,30,0,83.3,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,18,,筒井視穂子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-03,2004-11,11,久光製薬スプリングス,JTマーヴェラス,26,,トーマスイライシャ,3,■,■,■,,,23,6,3,26.1,13.0,2.00,0,0,0,-,3,1.00,6,0,0,0,0.0,2,2,0,100.0,9
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,1,,江藤直美,3,■,■,■,,,14,5,0,35.7,35.7,1.67,0,0,0,-,3,1.00,10,0,0,0,0.0,0,0,0,-,8
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,2,,谷口雅美,3,■,■,■,,,25,11,1,44.0,40.0,3.67,3,1,0,33.3,1,0.33,18,2,2,4,15.6,11,9,0,81.8,14
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,3,,森山淳子,3,■,■,■,,,10,5,1,50.0,40.0,1.67,0,0,0,-,0,-,15,0,0,4,6.7,4,4,0,100.0,5
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,5,L,菅山かおる,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,23,0,92.0,0
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,6,,熊前知加子,3,■,■,■,,,33,16,3,48.5,39.4,5.33,2,1,0,50.0,3,1.00,9,0,2,0,0.0,14,9,0,64.3,19
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,7,,竹下佳江,3,■,■,■,,,2,2,0,100.0,100.0,0.67,0,0,0,-,0,-,10,0,1,2,5.0,0,0,0,-,2
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,8,,佐田樹理,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,5,0,1,0,0.0,3,2,0,66.7,0
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,9,,宝来麻紀子,3,■,■,■,,,23,9,1,39.1,34.8,3.00,2,1,0,50.0,2,0.67,9,0,0,1,2.8,2,1,0,50.0,11
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,10,,河村聖子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,11,,朝倉香苗,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,2,0,100.0,0
2004-11-03,2004-11,11,JTマーヴェラス,久光製薬スプリングス,13,,久保雅,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
