試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,1,,島村春世,5,■,■,■,■,■,26,11,2,42.3,34.6,2.20,0,0,0,-,4,0.80,12,0,0,3,6.2,0,0,0,-,15,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,2,,古賀紗理那,5,■,■,■,■,■,54,19,1,35.2,33.3,3.80,8,2,0,25.0,2,0.40,16,0,1,4,4.7,59,25,19,58.5,21,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,3,,塚田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,5,,曽我啓菜,5,■,■,■,■,■,35,9,2,25.7,20.0,1.80,2,1,0,50.0,0,-,20,0,2,6,5.0,16,3,6,37.5,9,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,6,,上野香織,4,□,nan,□,■,■,14,7,1,50.0,42.9,1.75,0,0,0,-,1,0.25,10,0,1,3,5.0,1,0,0,0.0,8,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,9,,廣瀬七海,4,nan,□,■,■,■,22,12,3,54.5,40.9,3.00,2,1,1,50.0,3,0.75,9,0,2,1,-2.8,0,0,0,-,15,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,10,,澤田由佳,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,17,0,1,6,7.4,0,0,0,-,1,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,11,,古谷ちなみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,12,,山内美咲,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,13,,山田二千華,4,■,■,■,nan,□,14,2,1,14.3,7.1,0.50,0,0,0,-,2,0.50,6,0,1,4,12.5,1,0,0,0.0,4,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,16,L,小島満菜美,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,6,4,57.1,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,17,,川上雛菜,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,10,0,0,2,5.0,0,0,0,-,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,23,,オズソイネリマン,2,■,■,nan,nan,nan,33,11,2,33.3,27.3,5.50,7,2,1,28.6,0,-,8,0,0,1,3.1,0,0,0,-,11,,,,,,,,
2021-02-20,NECレッドロケッツ,JTマーヴェラス,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,198,71,12,35.9,29.8,14.20,19,6,2,31.6,13,2.60,110,0,8,31,5.2,91,34,29,53.3,84,185,68,9,36.8,16,3.20,6.1,54.4
