試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-01-12,JAぎふリオレーナ,1,,田代麻樹,3,■,■,■,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,1,0.33,7,0,0,1,3.6,2,0,1,25.0
2020-01-12,JAぎふリオレーナ,2,,佐々原和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-12,JAぎふリオレーナ,4,,吉井奎乃,3,■,■,■,nan,nan,45,8,5,0.17777777777777778,0.06666666666666667,2.67,5,2,2,40.0,0,-,8,0,1,2,3.1,49,20,19,60.2
2020-01-12,JAぎふリオレーナ,5,,山本裕香,3,■,■,■,nan,nan,33,8,3,0.24242424242424243,0.15151515151515152,2.67,2,0,1,0.0,0,-,9,1,3,1,5.6,5,2,1,50.0
2020-01-12,JAぎふリオレーナ,6,,宮井遥,3,■,■,■,nan,nan,46,14,2,0.30434782608695654,0.2608695652173913,4.67,10,4,1,40.0,2,0.67,13,0,1,2,1.9,0,0,0,-
2020-01-12,JAぎふリオレーナ,8,,岩永明奈,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-01-12,JAぎふリオレーナ,9,,本間真樹子,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,0,1,2.5,0,0,0,-
2020-01-12,JAぎふリオレーナ,12,,井上実咲,2,nan,□,■,nan,nan,7,4,0,0.5714285714285714,0.5714285714285714,2.00,0,0,0,-,0,-,4,0,1,2,6.2,0,0,0,-
2020-01-12,JAぎふリオレーナ,13,L,岡田倫奈,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-12,JAぎふリオレーナ,15,,齊藤望,1,nan,nan,□,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-12,JAぎふリオレーナ,16,L,目加田莉央,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,7,1,75.0
2020-01-12,JAぎふリオレーナ,17,,唐川愛璃,2,■,■,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-
2020-01-12,JAぎふリオレーナ,18,,浜田栞,2,■,■,nan,nan,nan,6,1,1,0.16666666666666666,0.0,0.50,0,0,0,-,0,-,3,1,0,1,41.7,0,0,0,-
2020-01-12,JAぎふリオレーナ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,144,35,11,0.24305555555555555,0.16666666666666666,11.67,17,6,4,35.3,3,1.00,59,2,7,10,4.7,66,29,22,60.6
