試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-03-06,久光スプリングス,2,,井上美咲,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,2,0.50,13,1,1,5,15.4,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,5,,井上愛里沙,4,□,■,■,■,nan,40,16,1,40.0,37.5,4.00,4,1,0,25.0,0,-,21,0,1,8,8.3,14,4,4,42.9,,,,,,,,
2021-03-06,久光スプリングス,7,,加藤光,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,8,,野本梨佳,1,■,nan,nan,nan,nan,10,1,0,10.0,10.0,1.00,0,0,0,-,0,-,3,0,1,0,-8.3,2,1,0,50.0,,,,,,,,
2021-03-06,久光スプリングス,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,12,,今村優香,4,■,■,■,■,nan,45,18,4,40.0,31.1,4.50,4,1,1,25.0,3,0.75,18,0,2,5,4.2,9,1,1,16.7,,,,,,,,
2021-03-06,久光スプリングス,13,,白澤明香里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,14,,中川美柚,4,■,■,■,■,nan,23,8,0,34.8,34.8,2.00,1,0,0,0.0,2,0.50,18,0,1,7,8.3,21,7,12,61.9,,,,,,,,
2021-03-06,久光スプリングス,15,,池谷優佳,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,1,2,22.2,,,,,,,,
2021-03-06,久光スプリングス,16,,アキンラデウォフォルケ,4,■,■,■,■,nan,22,14,1,63.6,59.1,3.50,0,0,0,-,4,1.00,8,1,1,2,15.6,1,1,0,100.0,,,,,,,,
2021-03-06,久光スプリングス,17,,濱松明日香,1,■,nan,nan,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,6,5,44.7,,,,,,,,
2021-03-06,久光スプリングス,19,,平山詩嫣,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,1,1,16.7,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,20,,荒木彩花,3,nan,■,■,■,nan,7,2,1,28.6,14.3,0.67,0,0,0,-,2,0.67,9,0,1,3,5.6,0,0,0,-,,,,,,,,
2021-03-06,久光スプリングス,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,153,62,7,40.5,35.9,15.50,9,2,1,22.2,14,3.50,98,3,9,31,8.7,75,21,24,44.0,173,53,12,30.6,4,1.00,11.1,44.4
