大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,トヨタ車体クインシーズ,16,5,0,0,0,-,0,0,0,-,-,0,-,6,0,0,1,2,4.2,0,0,0,-,0,0,0,0
スターカンファレンス,トヨタ車体クインシーズ,12,5,0,0,0,-,0,0,0,-,-,0,-,6,0,0,1,2,4.2,0,0,0,-,0,0,0,0
交流戦,トヨタ車体クインシーズ,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル８・Ｂグループ,トヨタ車体クインシーズ,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,トヨタ車体クインシーズ,3,1,3,2,1,66.7,0,0,0,-,2.00,0,-,0,0,0,0,0,-,0,0,0,-,2,0,0,2
Western Conference,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
交流戦,トヨタ車体クインシーズ,1,1,3,2,1,66.7,0,0,0,-,2.00,0,-,0,0,0,0,0,-,0,0,0,-,2,0,0,2
Ｖ・プレミアリーグ女子 2017/18,トヨタ車体クインシーズ,28,27,140,50,13,35.7,13,5,2,38.5,1.85,4,0.15,66,0,2,14,11,1.9,83,15,20,30.1,50,4,2,56
レギュラーラウンド,トヨタ車体クインシーズ,21,27,140,50,13,35.7,13,5,2,38.5,1.85,4,0.15,66,0,2,14,11,1.9,83,15,20,30.1,50,4,2,56
ファイナル６,トヨタ車体クインシーズ,5,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル３,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,トヨタ車体クインシーズ,7,6,0,0,0,-,0,0,0,-,-,0,-,8,0,0,2,2,6.2,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ車体クインシーズ,5,6,0,0,0,-,0,0,0,-,-,0,-,8,0,0,2,2,6.2,0,0,0,-,0,0,0,0
ファイナル６,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,44,39,143,52,14,36.4,13,5,2,38.5,1.33,4,0.10,80,0,2,17,15,1.9,83,15,20,30.1,52,4,2,58
通算,,56,39,143,52,14,36.4,13,5,2,38.5,1.33,4,0.10,80,0,2,17,15,1.9,83,15,20,30.1,52,4,2,58
