大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,トヨタ車体クインシーズ,24,96,17,6,1,35.3,0,0,0,-,0.06,12,0.12,319,1,8,20,96,8.8,3,0,0,0.0,6,12,9,27
スターカンファレンス,トヨタ車体クインシーズ,15,58,11,5,1,45.5,0,0,0,-,0.09,5,0.09,199,1,6,14,63,9.7,2,0,0,0.0,5,5,7,17
交流戦,トヨタ車体クインシーズ,6,25,4,1,0,25.0,0,0,0,-,0.04,5,0.20,88,0,1,5,24,6.5,1,0,0,0.0,1,5,1,7
ファイナル８・Ｂグループ,トヨタ車体クインシーズ,3,13,2,0,0,0.0,0,0,0,-,-,2,0.15,32,0,1,1,9,9.4,0,0,0,-,0,2,1,3
V.LEAGUE DIVISION1 WOMEN 2018-19,トヨタ車体クインシーズ,24,63,13,3,0,23.1,0,0,0,-,0.05,6,0.10,201,4,7,8,55,11.3,1,0,0,0.0,3,6,11,20
Western Conference,トヨタ車体クインシーズ,6,12,3,1,0,33.3,0,0,0,-,0.08,0,-,36,3,0,0,10,15.3,0,0,0,-,1,0,3,4
交流戦,トヨタ車体クインシーズ,11,29,6,2,0,33.3,0,0,0,-,0.07,3,0.10,87,0,4,3,28,11.8,0,0,0,-,2,3,4,9
ファイナル８,トヨタ車体クインシーズ,7,22,4,0,0,0.0,0,0,0,-,-,3,0.14,78,1,3,5,17,9.0,1,0,0,0.0,0,3,4,7
Ｖ・プレミアリーグ女子 2017/18,トヨタ車体クインシーズ,28,15,4,0,1,0.0,0,0,0,-,-,0,-,19,1,1,2,6,15.8,0,0,0,-,0,0,2,2
レギュラーラウンド,トヨタ車体クインシーズ,21,11,4,0,1,0.0,0,0,0,-,-,0,-,17,1,1,2,5,16.2,0,0,0,-,0,0,2,2
ファイナル６,トヨタ車体クインシーズ,5,4,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,1,12.5,0,0,0,-,0,0,0,0
ファイナル３,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,2,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,2,1,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ車体クインシーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,61,135,28,9,2,32.1,0,0,0,-,0.07,13,0.10,427,5,12,24,130,10.2,3,0,0,0.0,9,13,17,39
通算,,80,175,34,9,2,26.5,0,0,0,-,0.05,18,0.10,539,6,16,30,157,10.0,4,0,0,0.0,9,18,22,49
