大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,トヨタ車体クインシーズ,24,78,431,156,35,36.2,20,4,6,20.0,2.0,14,0.18,222,2,5,19,72,9.1,550,215,143,52.1,156,14,7,177
スターカンファレンス,トヨタ車体クインシーズ,15,47,249,91,21,36.5,15,3,5,20.0,1.94,8,0.17,134,1,3,10,49,10.3,336,120,94,49.7,91,8,4,103
交流戦,トヨタ車体クインシーズ,6,18,82,21,8,25.6,0,0,0,-,1.17,2,0.11,40,0,0,5,8,1.9,91,24,36,46.2,21,2,0,23
ファイナル８・Ｂグループ,トヨタ車体クインシーズ,3,13,100,44,6,44.0,5,1,1,20.0,3.38,4,0.31,48,1,2,4,15,12.0,123,71,13,63.0,44,4,3,51
V.LEAGUE DIVISION1 WOMEN 2018-19,トヨタ車体クインシーズ,26,31,92,17,13,18.5,7,0,2,0.0,0.55,2,0.06,73,1,3,3,20,11.3,153,60,29,48.7,17,2,4,23
Western Conference,トヨタ車体クインシーズ,8,14,32,6,4,18.8,0,0,0,-,0.43,1,0.07,28,1,1,1,6,11.6,93,36,18,48.4,6,1,2,9
交流戦,トヨタ車体クインシーズ,11,11,49,10,7,20.4,7,0,2,0.0,0.91,1,0.09,34,0,2,2,12,13.2,34,14,5,48.5,10,1,2,13
ファイナル８,トヨタ車体クインシーズ,7,6,11,1,2,9.1,0,0,0,-,0.17,0,-,11,0,0,0,2,4.5,26,10,6,50.0,1,0,0,1
レギュラーシーズン通算,,40,90,412,128,40,31.1,22,3,7,13.6,1.42,12,0.13,236,2,6,18,75,9.4,554,194,153,48.8,128,12,8,148
通算,,50,109,523,173,48,33.1,27,4,8,14.8,1.59,16,0.15,295,3,8,22,92,9.7,703,275,172,51.4,173,16,11,200
