大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
V.LEAGUE DIVISION1 WOMEN 2018-19,トヨタ車体クインシーズ,8,2,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
Western Conference,トヨタ車体クインシーズ,5,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
交流戦,トヨタ車体クインシーズ,3,2,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2017/18,トヨタ車体クインシーズ,12,4,0,0,0,-,0,0,0,-,-,0,-,5,0,0,1,1,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ車体クインシーズ,12,4,0,0,0,-,0,0,0,-,-,0,-,5,0,0,1,1,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2016/17,トヨタ車体クインシーズ,26,30,59,23,7,39.0,1,0,0,0.0,0.77,5,0.17,86,3,4,19,26,14.8,6,2,0,33.3,23,5,7,35
レギュラーラウンド,トヨタ車体クインシーズ,21,28,59,23,7,39.0,1,0,0,0.0,0.82,5,0.18,82,3,4,19,23,14.6,6,2,0,33.3,23,5,7,35
ファイナル６,トヨタ車体クインシーズ,5,2,0,0,0,-,0,0,0,-,-,0,-,4,0,0,0,3,18.8,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2015/16,トヨタ車体クインシーズ,4,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,1,8.3,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ車体クインシーズ,4,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,1,8.3,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,45,37,59,23,7,39.0,1,0,0,0.0,0.62,5,0.14,91,3,4,21,25,8.8,6,2,0,33.3,23,5,7,35
通算,,50,39,59,23,7,39.0,1,0,0,0.0,0.59,5,0.13,95,3,4,21,28,9.2,6,2,0,33.3,23,5,7,35
