名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中村真美,01,NECレッドロケッツ,8,12,0,0,0,,,0,0,0,0,20,0,0,4,8,5,0,,0.0,0.0,5.0,62.5
中道瞳,01,東レアローズ,8,33,6,1,0,16.7,16.7,0,0,0,1,47,1,0,14,0,0,0,,0.0,0.0,9.6,
中道瞳,02,東レアローズ,8,28,3,1,0,33.3,33.3,0,0,0,0,58,0,1,16,0,0,0,,0.0,0.0,6.5,
中道瞳,03,東レアローズ,8,34,12,3,0,25.0,25.0,0,0,0,3,104,3,1,36,3,0,0,,0.1,0.1,11.3,0.0
久保雅,01,JTマーヴェラス,4,21,2,1,0,50.0,50.0,0,0,0,2,4,0,0,1,0,0,0,,0.0,0.1,6.2,
久保雅,02,JTマーヴェラス,4,22,29,11,1,37.9,34.5,0,0,0,9,36,0,1,3,7,7,0,,0.5,0.4,1.4,100.0
久保雅,03,JTマーヴェラス,4,25,6,3,0,50.0,50.0,0,0,0,5,10,0,2,1,0,0,0,,0.1,0.2,-2.5,
二川万里子,03,日立リヴァーレ,21,2,3,1,0,33.3,33.3,0,0,0,1,0,0,0,0,0,0,0,,0.5,0.5,,
五十川葉子,03,武富士バンブー,8,27,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,3,0,,0.0,0.0,,100.0
井上香織,01,デンソーエアリービーズ,8,36,208,74,6,35.6,32.7,0,0,0,34,101,3,5,31,1,0,0,,2.1,0.9,9.4,0.0
井上香織,02,デンソーエアリービーズ,8,38,227,85,17,37.4,30.0,0,0,0,34,114,2,5,43,2,2,0,,2.2,0.9,10.1,100.0
井上香織,03,デンソーエアリービーズ,8,34,159,58,5,36.5,33.3,0,0,0,30,108,0,7,33,4,3,0,,1.7,0.9,6.0,75.0
井村仁美,01,武富士バンブー,10,37,14,8,0,57.1,57.1,0,0,0,4,131,7,12,42,2,0,0,,0.2,0.1,11.1,0.0
井村仁美,02,武富士バンブー,10,40,12,7,0,58.3,58.3,0,0,0,0,153,7,12,47,1,0,0,,0.2,0.0,10.3,0.0
井村仁美,03,武富士バンブー,10,35,14,5,1,35.7,28.6,0,0,0,0,112,3,11,28,4,2,0,,0.1,0.0,6.5,50.0
井西彩乃,01,日立リヴァーレ,8,24,165,46,9,27.9,22.4,0,0,0,4,59,1,6,18,115,75,0,,1.9,0.2,6.8,65.2
井西彩乃,02,日立リヴァーレ,8,31,317,102,22,32.2,25.2,2,0,0,8,98,1,6,26,202,149,0,0.0,3.3,0.3,6.1,73.8
井西彩乃,03,日立リヴァーレ,8,32,273,88,22,32.2,24.2,2,1,0,9,115,6,6,29,254,175,0,50.0,2.8,0.3,10.2,68.9
井野亜季子,01,日立リヴァーレ,17,36,0,0,0,,,0,0,0,0,0,0,0,0,135,109,0,,0.0,0.0,,80.7
井野亜季子,02,日立リヴァーレ,17,35,0,0,0,,,0,0,0,0,1,0,0,0,107,92,0,,0.0,0.0,0.0,86.0
井野亜季子,03,日立リヴァーレ,17,32,0,0,0,,,0,0,0,0,0,0,0,0,124,110,0,,0.0,0.0,,88.7
仁木希,01,NECレッドロケッツ,4,35,302,109,21,36.1,29.1,0,0,0,9,147,6,7,49,155,116,0,,3.1,0.3,11.2,74.8
仁木希,02,NECレッドロケッツ,4,33,289,107,22,37.0,29.4,0,0,0,7,136,2,12,32,199,160,0,,3.2,0.2,5.1,80.4
仁木希,03,NECレッドロケッツ,4,39,362,118,27,32.6,25.1,0,0,0,12,138,2,9,56,279,203,0,,3.0,0.3,10.0,72.8
今村直美,01,武富士バンブー,6,4,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,2,0,0,,0.2,0.0,,0.0
今村直美,02,武富士バンブー,6,16,0,0,0,,,0,0,0,0,0,0,0,0,25,12,0,,0.0,0.0,,48.0
今野加奈子,01,パイオニアレッドウィングス,21,13,13,2,2,15.4,0.0,1,1,0,0,2,0,1,0,0,0,0,100.0,0.2,0.0,-12.5,
今野加奈子,02,パイオニアレッドウィングス,21,4,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.0,,
今野加奈子,03,パイオニアレッドウィングス,21,3,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
伊豫谷瞳,03,武富士バンブー,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
位田愛,01,JTマーヴェラス,15,15,28,7,1,25.0,21.4,0,0,0,0,26,0,1,3,49,37,0,,0.5,0.0,1.9,75.5
位田愛,02,JTマーヴェラス,15,19,59,18,3,30.5,25.4,0,0,0,2,53,2,4,6,79,61,0,,0.9,0.1,4.7,77.2
位田愛,03,JTマーヴェラス,15,19,85,28,3,32.9,29.4,0,0,0,3,45,1,3,12,96,75,0,,1.5,0.2,7.2,78.1
佐田樹理,01,日立リヴァーレ,6,5,0,0,0,,,0,0,0,0,7,0,0,2,5,3,0,,0.0,0.0,7.1,60.0
佐田樹理,02,日立リヴァーレ,6,34,16,1,1,6.2,0.0,0,0,0,1,33,1,1,4,107,74,0,,0.0,0.0,5.3,69.2
佐藤美耶,01,東レアローズ,12,32,265,90,24,34.0,24.9,12,1,1,8,124,11,16,27,131,76,0,8.3,2.8,0.2,11.1,58.0
佐藤美耶,02,東レアローズ,12,39,334,106,25,31.7,24.3,13,3,2,9,105,1,20,22,123,80,0,23.1,2.7,0.2,1.4,65.0
佐藤美耶,03,東レアローズ,12,28,259,75,20,29.0,21.2,7,2,0,5,99,9,16,17,119,70,0,28.6,2.7,0.2,9.3,58.8
佐野優子,01,久光製薬スプリングス,10,34,0,0,0,,,0,0,0,0,0,0,0,0,212,176,0,,0.0,0.0,,83.0
佐野優子,02,久光製薬スプリングス,10,35,0,0,0,,,0,0,0,0,0,0,0,0,203,167,0,,0.0,0.0,,82.3
佐野優子,03,久光製薬スプリングス,10,32,0,0,0,,,0,0,0,0,0,0,0,0,177,131,0,,0.0,0.0,,74.0
先野久美子,01,久光製薬スプリングス,4,34,239,124,7,51.9,49.0,0,0,0,11,90,0,9,22,18,15,0,,3.6,0.3,3.6,83.3
先野久美子,02,久光製薬スプリングス,4,34,197,84,7,42.6,39.1,0,0,0,21,103,2,4,10,42,37,0,,2.5,0.6,3.4,88.1
先野久美子,03,久光製薬スプリングス,4,21,138,66,7,47.8,42.8,0,0,0,11,75,1,4,14,6,4,0,,3.1,0.5,4.7,66.7
八田奈都己,01,トヨタ車体クインシーズ,11,33,0,0,0,,,0,0,0,0,0,0,0,0,173,113,0,,0.0,0.0,,65.3
八田奈都己,02,トヨタ車体クインシーズ,11,36,0,0,0,,,0,0,0,0,0,0,0,0,191,130,0,,0.0,0.0,,68.1
八田奈都己,03,トヨタ車体クインシーズ,11,34,0,0,0,,,0,0,0,0,0,0,0,0,136,88,0,,0.0,0.0,,64.7
内山みなみ,01,NECレッドロケッツ,18,20,3,0,0,0.0,0.0,0,0,0,0,26,1,5,4,6,5,0,,0.0,0.0,2.9,83.3
内山みなみ,02,NECレッドロケッツ,18,9,0,0,0,,,0,0,0,0,6,0,2,0,3,0,0,,0.0,0.0,-8.3,0.0
内山みなみ,03,NECレッドロケッツ,18,3,0,0,0,,,0,0,0,0,3,0,1,0,6,5,0,,0.0,0.0,-8.3,83.3
内田役子,01,パイオニアレッドウィングス,16,34,19,6,3,31.6,15.8,1,0,1,2,113,3,3,24,1,0,0,0.0,0.2,0.1,7.3,0.0
内田役子,02,パイオニアレッドウィングス,16,39,9,6,0,66.7,66.7,0,0,0,1,131,3,5,21,1,1,0,,0.2,0.0,5.3,100.0
内田役子,03,パイオニアレッドウィングス,16,33,12,7,0,58.3,58.3,0,0,0,5,114,4,9,29,1,0,0,,0.2,0.2,7.9,0.0
内藤香菜子,01,武富士バンブー,7,37,171,69,10,40.4,34.5,0,0,0,26,89,4,5,20,35,27,0,,1.9,0.7,8.7,77.1
内藤香菜子,02,武富士バンブー,7,40,169,70,8,41.4,36.7,0,0,0,17,99,3,4,25,20,17,0,,1.8,0.4,8.3,85.0
内藤香菜子,03,武富士バンブー,7,35,144,59,9,41.0,34.7,0,0,0,21,107,4,10,25,22,14,0,,1.7,0.6,7.2,63.6
冨田寧寧,01,東レアローズ,4,8,3,2,0,66.7,66.7,0,0,0,2,4,1,0,0,0,0,0,,0.2,0.2,25.0,
冨田寧寧,02,東レアローズ,4,22,27,9,5,33.3,14.8,0,0,0,2,24,1,0,5,0,0,0,,0.4,0.1,9.4,
冨田寧寧,03,東レアローズ,4,23,71,30,1,42.3,40.8,0,0,0,7,55,1,0,7,1,0,0,,1.3,0.3,5.0,0.0
加藤理絵,01,パイオニアレッドウィングス,10,25,0,0,0,,,0,0,0,0,3,1,0,0,183,119,0,,0.0,0.0,33.3,65.0
加藤理絵,02,パイオニアレッドウィングス,10,15,0,0,0,,,0,0,0,0,26,0,1,9,2,2,0,,0.0,0.0,7.7,100.0
加藤理絵,03,パイオニアレッドウィングス,10,19,0,0,0,,,0,0,0,0,23,0,1,10,2,2,0,,0.0,0.0,9.8,100.0
原田美樹,01,トヨタ車体クインシーズ,3,33,317,95,9,30.0,27.1,3,0,0,7,114,4,8,41,55,40,0,0.0,2.9,0.2,10.7,72.7
原田美樹,02,トヨタ車体クインシーズ,3,36,327,110,12,33.6,30.0,3,0,0,8,127,6,11,45,87,56,0,0.0,3.1,0.2,11.4,64.4
原田美樹,03,トヨタ車体クインシーズ,3,23,215,65,6,30.2,27.4,8,2,0,3,67,1,5,11,57,25,0,25.0,2.8,0.1,3.7,43.9
及川英香,01,トヨタ車体クインシーズ,17,23,45,19,1,42.2,40.0,0,0,0,4,44,2,4,12,2,1,0,,0.8,0.2,9.1,50.0
及川英香,02,トヨタ車体クインシーズ,17,32,128,48,6,37.5,32.8,0,0,0,9,114,9,11,30,4,0,0,,1.5,0.3,12.1,0.0
及川英香,03,トヨタ車体クインシーズ,17,34,120,47,6,39.2,34.2,0,0,0,9,139,10,13,36,2,1,0,,1.4,0.3,11.3,50.0
古舘歩,01,デンソーエアリービーズ,15,27,0,0,0,,,0,0,0,0,23,0,0,5,107,64,0,,0.0,0.0,5.4,59.8
古舘歩,02,デンソーエアリービーズ,15,4,0,0,0,,,0,0,0,0,1,0,0,1,18,6,0,,0.0,0.0,25.0,33.3
吉田みなみ,01,岡山シーガルズ,1,14,11,4,0,36.4,36.4,0,0,0,0,20,0,1,8,26,12,0,,0.3,0.0,8.8,46.2
吉田みなみ,02,岡山シーガルズ,1,31,0,0,0,,,0,0,0,0,2,0,0,0,157,105,0,,0.0,0.0,0.0,66.9
吉田みなみ,03,岡山シーガルズ,1,28,0,0,0,,,0,0,0,0,0,0,0,0,121,71,0,,0.0,0.0,,58.7
吉田真未,01,パイオニアレッドウィングス,20,32,0,0,0,,,0,0,0,0,31,0,2,4,54,35,0,,0.0,0.0,1.6,64.8
吉田真未,02,パイオニアレッドウィングス,20,39,0,0,0,,,0,0,0,0,0,0,0,0,164,129,0,,0.0,0.0,,78.7
吉田真未,03,パイオニアレッドウィングス,20,34,0,0,0,,,0,0,0,0,0,0,0,0,164,107,0,,0.0,0.0,,65.2
向井久子,01,東レアローズ,1,22,131,39,5,29.8,26.0,4,1,1,2,43,3,0,8,40,27,0,25.0,1.8,0.1,11.6,67.5
向井久子,02,東レアローズ,1,21,68,16,2,23.5,20.6,3,1,0,1,26,1,1,6,32,19,0,33.3,0.8,0.0,8.7,59.4
向井久子,03,東レアローズ,1,29,232,78,6,33.6,31.0,25,12,1,12,83,1,4,22,29,11,0,48.0,2.7,0.4,6.6,37.9
和久山志恵里,01,武富士バンブー,33,37,0,0,0,,,0,0,0,0,0,0,0,0,138,102,0,,0.0,0.0,,73.9
和久山志恵里,02,武富士バンブー,33,40,0,0,0,,,0,0,0,0,0,0,0,0,139,113,0,,0.0,0.0,,81.3
和久山志恵里,03,武富士バンブー,33,35,0,0,0,,,0,0,0,0,0,0,0,0,110,84,0,,0.0,0.0,,76.4
和田麻里江,01,東レアローズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田麻里江,02,東レアローズ,14,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
和田麻里江,03,東レアローズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
城美鈴,02,日立リヴァーレ,18,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
城美鈴,03,日立リヴァーレ,18,2,12,1,0,8.3,8.3,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
堀口夏実,01,岡山シーガルズ,6,16,1,0,0,0.0,0.0,0,0,0,0,11,0,1,3,1,0,0,,0.0,0.0,4.5,0.0
堀口夏実,02,岡山シーガルズ,6,6,0,0,0,,,0,0,0,0,1,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
堀崎智恵美,01,トヨタ車体クインシーズ,15,6,7,0,0,0.0,0.0,0,0,0,1,4,0,0,2,16,8,0,,0.0,0.2,12.5,50.0
堀崎智恵美,02,トヨタ車体クインシーズ,15,20,89,39,6,43.8,37.1,0,0,0,0,38,2,7,7,79,58,0,,2.0,0.0,5.3,73.4
堀崎智恵美,03,トヨタ車体クインシーズ,15,20,156,31,11,19.9,12.8,4,2,0,8,51,1,8,22,69,50,0,50.0,1.6,0.4,8.8,72.5
多治見麻子,01,パイオニアレッドウィングス,5,34,206,99,14,48.1,41.3,0,0,0,12,125,2,3,37,12,11,0,,2.9,0.4,8.4,91.7
多治見麻子,02,パイオニアレッドウィングス,5,39,205,103,15,50.2,42.9,0,0,0,19,117,3,3,20,20,15,0,,2.6,0.5,6.2,75.0
多治見麻子,03,パイオニアレッドウィングス,5,34,190,88,14,46.3,38.9,0,0,0,37,94,3,3,20,10,9,0,,2.6,1.1,7.7,90.0
大山加奈,03,東レアローズ,5,27,47,22,1,46.8,44.7,2,0,0,2,14,0,1,2,2,1,0,0.0,0.8,0.1,1.8,50.0
大山未希,01,東レアローズ,9,34,5,3,0,60.0,60.0,0,0,0,2,95,1,2,29,0,0,0,,0.1,0.1,8.2,
大山未希,02,東レアローズ,9,31,11,6,3,54.5,27.3,0,0,0,7,87,4,2,22,0,0,0,,0.2,0.2,10.3,
大山未希,03,東レアローズ,9,7,3,2,0,66.7,66.7,0,0,0,0,18,0,1,7,0,0,0,,0.3,0.0,8.3,
大村加奈子,01,久光製薬スプリングス,8,34,156,65,4,41.7,39.1,0,0,0,17,90,3,15,20,27,23,0,,1.9,0.5,4.7,85.2
大村加奈子,02,久光製薬スプリングス,8,35,168,74,5,44.0,41.1,0,0,0,21,73,3,13,16,19,15,0,,2.1,0.6,5.1,78.9
大村加奈子,03,久光製薬スプリングス,8,31,169,74,5,43.8,40.8,0,0,0,16,53,1,11,6,5,4,0,,2.4,0.5,-0.5,80.0
大槻真弥,02,デンソーエアリービーズ,14,17,0,0,0,,,0,0,0,0,28,1,0,3,40,18,0,,0.0,0.0,6.2,45.0
大槻真弥,03,デンソーエアリービーズ,14,24,0,0,0,,,0,0,0,0,29,0,1,5,56,41,0,,0.0,0.0,3.4,73.2
大貫美奈子,01,NECレッドロケッツ,3,35,22,8,0,36.4,36.4,0,0,0,10,111,7,17,32,7,3,0,,0.2,0.3,9.7,42.9
大貫美奈子,02,NECレッドロケッツ,3,33,23,8,3,34.8,21.7,0,0,0,12,107,9,20,22,0,0,0,,0.2,0.4,8.9,
大貫美奈子,03,NECレッドロケッツ,3,39,23,8,1,34.8,30.4,0,0,0,8,127,4,11,40,1,0,0,,0.2,0.2,8.9,0.0
宝来麻紀子,01,JTマーヴェラス,9,35,117,33,6,28.2,23.1,0,0,0,26,104,1,2,14,6,4,0,,0.9,0.7,3.8,66.7
宝来麻紀子,02,JTマーヴェラス,9,42,105,39,5,37.1,32.4,0,0,0,27,105,0,2,16,11,7,0,,0.9,0.6,3.3,63.6
宝来麻紀子,03,JTマーヴェラス,9,35,104,54,3,51.9,49.0,0,0,0,28,143,1,3,33,15,9,0,,1.5,0.8,5.9,60.0
宣美幸,02,武富士バンブー,15,9,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.0,,
小山修加,01,久光製薬スプリングス,5,18,1,1,0,100.0,100.0,1,1,0,0,24,2,4,5,0,0,0,100.0,0.1,0.0,9.4,
小山修加,02,久光製薬スプリングス,5,8,1,0,0,0.0,0.0,1,0,0,0,13,2,3,1,0,0,0,0.0,0.0,0.0,11.5,
小山修加,03,久光製薬スプリングス,5,13,2,0,0,0.0,0.0,0,0,0,0,17,1,4,7,0,0,0,,0.0,0.0,10.3,
小松留美,01,武富士バンブー,16,6,7,2,0,28.6,28.6,0,0,0,0,6,0,0,1,1,1,0,,0.3,0.0,4.2,100.0
小松留美,02,武富士バンブー,16,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
小林亜里沙,01,岡山シーガルズ,17,11,18,3,0,16.7,16.7,0,0,0,4,12,0,2,6,5,1,0,,0.3,0.4,8.3,20.0
小林亜里沙,02,岡山シーガルズ,17,7,3,2,0,66.7,66.7,1,0,0,1,5,0,0,2,1,0,0,0.0,0.3,0.1,10.0,0.0
小林亜里沙,03,岡山シーガルズ,17,6,13,5,0,38.5,38.5,0,0,0,0,15,0,0,6,5,3,0,,0.8,0.0,10.0,60.0
小濱ゆみ,01,パイオニアレッドウィングス,12,29,0,0,0,,,0,0,0,0,35,3,5,10,0,0,0,,0.0,0.0,12.1,
小濱ゆみ,02,パイオニアレッドウィングス,12,30,0,0,0,,,0,0,0,0,39,1,3,9,0,0,0,,0.0,0.0,6.4,
小濱ゆみ,03,パイオニアレッドウィングス,12,27,1,0,1,0.0,-100.0,1,0,1,0,41,0,4,16,0,0,0,0.0,0.0,0.0,7.3,
小菅真弓,01,岡山シーガルズ,41,15,1,1,0,100.0,100.0,0,0,0,1,18,0,2,2,1,0,0,,0.1,0.1,0.0,0.0
小菅真弓,02,岡山シーガルズ,41,35,4,3,0,75.0,75.0,1,1,0,7,65,0,3,7,2,0,0,100.0,0.1,0.2,1.5,0.0
小菅真弓,03,岡山シーガルズ,41,33,6,2,1,33.3,16.7,1,0,0,5,73,0,1,12,2,0,0,0.0,0.1,0.2,3.8,0.0
小酒翔子,01,JTマーヴェラス,17,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
小酒翔子,02,JTマーヴェラス,17,25,0,0,0,,,0,0,0,0,33,2,1,11,0,0,0,,0.0,0.0,13.6,
小酒翔子,03,JTマーヴェラス,17,22,0,0,0,,,0,0,0,0,29,1,1,6,0,0,0,,0.0,0.0,7.8,
小野優美子,01,岡山シーガルズ,5,27,0,0,0,,,0,0,0,0,0,0,0,0,132,75,0,,0.0,0.0,,56.8
小野優美子,03,岡山シーガルズ,5,7,0,0,0,,,0,0,0,0,9,0,1,3,3,1,0,,0.0,0.0,5.6,33.3
山口舞,01,岡山シーガルズ,2,33,162,58,10,35.8,29.6,0,0,0,16,124,2,4,39,125,74,0,,1.8,0.5,8.7,59.2
山口舞,02,岡山シーガルズ,2,39,229,83,12,36.2,31.0,1,0,0,19,150,2,1,28,176,107,0,0.0,2.1,0.5,5.8,60.8
山口舞,03,岡山シーガルズ,2,33,163,62,5,38.0,35.0,0,0,0,13,117,1,2,27,160,94,0,,1.9,0.4,6.2,58.8
山城未沙,03,日立リヴァーレ,10,22,151,45,13,29.8,21.2,2,0,1,1,44,1,2,13,40,24,0,0.0,2.0,0.0,8.5,60.0
岡野弘子,01,岡山シーガルズ,15,31,6,4,0,66.7,66.7,0,0,0,7,79,2,3,30,1,0,0,,0.1,0.2,11.1,0.0
岡野弘子,02,岡山シーガルズ,15,25,1,1,0,100.0,100.0,0,0,0,2,51,2,2,11,0,0,0,,0.0,0.1,8.3,
岡野弘子,03,岡山シーガルズ,15,25,4,1,1,25.0,0.0,0,0,0,1,24,2,1,11,4,0,0,,0.0,0.0,18.8,0.0
岡野知子,01,デンソーエアリービーズ,5,35,329,101,18,30.7,25.2,4,0,0,12,101,3,3,37,158,108,0,0.0,2.9,0.3,11.4,68.4
岡野知子,02,デンソーエアリービーズ,5,30,205,65,11,31.7,26.3,1,0,0,14,88,2,4,24,214,160,0,0.0,2.2,0.5,8.0,74.8
岡野知子,03,デンソーエアリービーズ,5,29,269,76,15,28.3,22.7,0,0,0,4,71,2,3,17,179,127,0,,2.6,0.1,7.7,70.9
嶋田美樹,01,日立リヴァーレ,14,36,150,59,5,39.3,36.0,0,0,0,20,102,5,4,30,9,6,0,,1.6,0.6,11.3,66.7
嶋田美樹,02,日立リヴァーレ,14,36,223,85,11,38.1,33.2,0,0,0,26,131,8,6,31,15,9,0,,2.4,0.7,10.9,60.0
嶋田美樹,03,日立リヴァーレ,14,32,205,73,15,35.6,28.3,0,0,0,18,93,3,10,29,4,3,0,,2.3,0.6,8.3,75.0
川井梅香,01,岡山シーガルズ,25,5,46,13,4,28.3,19.6,0,0,0,1,9,0,0,3,7,6,0,,2.6,0.2,8.3,85.7
川井梅香,02,岡山シーガルズ,25,17,125,40,4,32.0,28.8,0,0,0,6,41,3,4,6,29,18,0,,2.4,0.4,8.5,62.1
川井梅香,03,岡山シーガルズ,25,12,66,15,3,22.7,18.2,0,0,0,2,20,0,1,2,19,8,0,,1.2,0.2,1.2,42.1
平山恵,01,JTマーヴェラス,12,20,9,3,0,33.3,33.3,0,0,0,1,26,0,1,6,21,12,0,,0.2,0.0,4.8,57.1
平山恵,02,JTマーヴェラス,12,24,18,3,1,16.7,11.1,0,0,0,0,30,0,0,4,71,57,0,,0.1,0.0,3.3,80.3
平山恵,03,JTマーヴェラス,12,29,0,0,0,,,0,0,0,0,44,2,2,10,58,42,0,,0.0,0.0,9.1,72.4
庄司夕起,01,パイオニアレッドウィングス,4,34,146,60,7,41.1,36.3,0,0,0,20,111,1,9,27,6,5,0,,1.8,0.6,5.0,83.3
庄司夕起,02,パイオニアレッドウィングス,4,39,130,58,6,44.6,40.0,0,0,0,16,89,5,3,13,13,10,0,,1.5,0.4,8.4,76.9
庄司夕起,03,パイオニアレッドウィングス,4,33,135,53,14,39.3,28.9,0,0,0,19,114,1,9,29,4,1,0,,1.6,0.6,5.3,25.0
徳川恵理,01,久光製薬スプリングス,15,11,6,1,0,16.7,16.7,0,0,0,1,18,1,2,3,0,0,0,,0.1,0.1,6.9,
徳川恵理,02,久光製薬スプリングス,15,18,6,3,0,50.0,50.0,0,0,0,1,42,2,4,10,0,0,0,,0.2,0.1,8.3,
