試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-15,きんでんトリニティーブリッツ,1,,岡本侑,5,■,■,■,■,■,42,16,4,38.1,28.6,3.20,14,5,2,35.7,0,-,12,0,5,4,-2.1,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,2,,尾松航洋,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,1,1,2,17.9,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,3,L,長濱裕,3,●,nan,nan,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,5,77.3,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,4,,今田善仁,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,5,L,大賀惠介,3,〇,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,4,4,66.7,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,7,,田畑翔伍,5,■,■,■,■,■,18,6,3,33.3,16.7,1.20,1,0,0,0.0,0,-,8,0,2,2,0.0,30,6,13,41.7,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,8,,繁田康平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,9,,内園徹,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,11,1,0,3,15.9,4,1,2,50.0,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,11,,毛利光生,5,■,■,■,■,■,4,2,2,50.0,0.0,0.40,0,0,0,-,0,-,19,1,0,6,13.2,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,15,,古川一輝,5,■,■,■,■,□,24,9,1,37.5,33.3,1.80,0,0,0,-,0,-,15,0,1,4,5.0,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,16,,山本寛生,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,18,,三木裕人,5,■,■,■,■,■,26,9,3,34.6,23.1,1.80,2,0,0,0.0,0,-,21,1,2,5,8.3,27,7,12,48.1,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,19,,黒木隆生,2,nan,nan,nan,□,■,3,1,0,33.3,33.3,0.50,0,0,0,-,1,0.50,3,0,2,1,-8.3,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,23,,福井裕貴,5,■,■,■,■,■,20,13,2,65.0,55.0,2.60,0,0,0,-,1,0.20,12,0,1,0,-2.1,0,0,0,-,,,,,,,,
2020-11-15,きんでんトリニティーブリッツ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,137,56,15,40.9,29.9,11.20,17,5,2,29.4,2,0.40,108,4,14,27,6.7,81,24,36,51.9,138,53,21,38.4,11,2.20,6.7,46.2
