名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
井上人哉,警視庁フォートファイターズ,7,17,0,0,0,,,0,0,0,0,26,0,2,9,0,0,0,,0.0,0.0,6.7,
井上佑馬,東京トヨペットグリーンスパークル,13,24,10,5,0,50.0,50.0,0,0,0,2,42,3,3,8,0,0,0,,0.2,0.1,10.1,
井上優人,兵庫デルフィーノ,1,26,104,43,2,41.3,39.4,5,2,1,25,81,3,11,24,5,3,0,40.0,1.7,1.0,7.7,60.0
井上周二,兵庫デルフィーノ,6,40,346,130,29,37.6,29.2,42,11,6,11,122,3,19,24,252,181,0,26.2,3.2,0.3,3.5,71.8
今一騎,富士通カワサキレッドスピリッツ,5,14,77,33,8,42.9,32.5,12,3,5,5,43,1,5,13,3,2,0,25.0,2.4,0.4,7.0,66.7
今田善仁,きんでんトリニティーブリッツ,4,32,18,7,1,38.9,33.3,3,1,0,12,113,2,8,26,2,0,0,33.3,0.2,0.4,5.8,0.0
伊藤優介,東京トヨペットグリーンスパークル,1,34,116,51,14,44.0,31.9,2,1,1,14,130,3,15,37,53,33,0,50.0,1.5,0.4,6.5,62.3
伊藤勲男,近畿クラブスフィーダ,19,17,75,29,15,38.7,18.7,9,2,2,1,32,0,7,8,1,1,0,22.2,1.7,0.1,0.8,100.0
佐藤由法,つくばユナイテッドSunGAIA,15,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,,0.0,0.0,0.0,
倉田真,大同特殊鋼レッドスター,4,31,241,116,15,48.1,41.9,33,13,6,18,131,6,15,32,212,149,0,39.4,3.7,0.6,7.8,70.3
其原健太,ジェイテクトSTINGS,11,8,31,13,3,41.9,32.3,3,2,1,2,14,0,3,2,10,4,0,66.7,1.6,0.2,-1.8,40.0
加藤陽一,つくばユナイテッドSunGAIA,18,30,127,60,9,47.2,40.2,14,6,2,14,100,2,13,28,244,163,0,42.9,2.0,0.5,5.8,66.8
勝田祥平,富士通カワサキレッドスピリッツ,7,13,27,13,1,48.1,44.4,6,4,0,1,30,3,6,5,47,30,0,66.7,1.0,0.1,9.2,63.8
北山宏樹,兵庫デルフィーノ,23,29,49,19,2,38.8,34.7,0,0,0,5,45,0,3,3,2,1,0,,0.7,0.2,0.0,50.0
北沢浩,富士通カワサキレッドスピリッツ,15,32,15,8,0,53.3,53.3,0,0,0,4,132,6,4,36,1,0,0,,0.2,0.1,10.6,0.0
半田剛史,兵庫デルフィーノ,5,30,173,63,21,36.4,24.3,51,13,7,18,104,2,8,38,7,4,0,25.5,2.1,0.6,9.1,57.1
吉野淳,東京ヴェルディ,2,34,0,0,0,,,0,0,0,0,0,0,0,0,224,154,0,,0.0,0.0,,68.8
呉屋宏和,富士通カワサキレッドスピリッツ,16,13,23,2,4,8.7,-8.7,3,0,1,1,11,0,2,5,5,3,0,0.0,0.2,0.1,6.8,60.0
和井田剛史,つくばユナイテッドSunGAIA,21,26,175,87,15,49.7,41.1,48,21,7,6,104,3,20,25,64,40,0,43.8,3.3,0.2,4.1,62.5
土屋宝士,大同特殊鋼レッドスター,13,7,11,6,1,54.5,45.5,0,0,0,1,19,0,4,2,1,0,0,,0.9,0.1,-2.6,0.0
塩大地,きんでんトリニティーブリッツ,11,37,201,100,17,49.8,41.3,0,0,0,26,102,1,0,23,10,6,0,,2.7,0.7,6.6,60.0
塩崎健一,兵庫デルフィーノ,10,34,0,0,0,,,0,0,0,0,0,0,0,0,244,183,0,,0.0,0.0,,75.0
増元真二,富士通カワサキレッドスピリッツ,10,9,12,4,2,33.3,16.7,3,0,1,1,13,0,4,5,8,4,0,0.0,0.4,0.1,1.9,50.0
大下将,東京ヴェルディ,22,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大木貴之,つくばユナイテッドSunGAIA,6,14,57,24,4,42.1,35.1,13,6,1,2,36,0,5,11,34,30,0,46.2,1.7,0.1,4.2,88.2
大瀧貴史,きんでんトリニティーブリッツ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,トヨタ自動車サンホークス,2,12,12,4,3,33.3,8.3,4,1,3,1,21,2,7,3,0,0,0,25.0,0.3,0.1,4.8,
大隈慎也,トヨタ自動車サンホークス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
太田有紀,トヨタ自動車サンホークス,1,34,335,138,38,41.2,29.9,84,38,13,11,98,4,35,21,231,166,0,45.2,4.1,0.3,0.5,71.9
奥田晃,東京ヴェルディ,11,38,27,13,2,48.1,40.7,1,0,0,18,123,1,6,21,2,0,0,0.0,0.3,0.5,3.9,0.0
孫権,ジェイテクトSTINGS,1,5,24,13,2,54.2,45.8,7,3,1,0,7,1,3,0,0,0,0,42.9,2.6,0.0,3.6,
宮下領,東京ヴェルディ,17,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
宮村俊一,警視庁フォートファイターズ,1,11,65,18,7,27.7,16.9,1,0,0,4,26,1,2,5,40,24,0,0.0,1.6,0.4,6.7,60.0
小山喬大,近畿クラブスフィーダ,14,32,91,42,7,46.2,38.5,0,0,0,26,82,4,8,24,6,4,0,,1.3,0.8,9.8,66.7
小川将司,つくばユナイテッドSunGAIA,4,9,43,21,2,48.8,44.2,6,3,1,4,33,6,9,5,15,10,0,50.0,2.3,0.4,15.2,66.7
小川直紀,富士通カワサキレッドスピリッツ,18,2,2,2,0,100.0,100.0,0,0,0,0,2,0,1,1,3,2,0,,1.0,0.0,0.0,66.7
小松高則,ジェイテクトSTINGS,7,31,95,62,1,65.3,64.2,0,0,0,13,112,2,1,24,0,0,0,,2.0,0.4,6.9,
小林雅也,大同特殊鋼レッドスター,15,29,88,48,7,54.5,46.6,0,0,0,21,94,2,7,29,1,1,0,,1.7,0.7,8.0,100.0
小橋口祐嗣,つくばユナイテッドSunGAIA,8,6,17,6,0,35.3,35.3,0,0,0,0,15,1,2,8,0,0,0,,1.0,0.0,16.7,
小野孝宏,ジェイテクトSTINGS,3,6,20,10,2,50.0,40.0,3,2,1,4,10,0,3,2,1,1,0,66.7,1.7,0.7,-2.5,100.0
小野義隆,近畿クラブスフィーダ,11,6,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
山下栄和,きんでんトリニティーブリッツ,13,37,0,0,0,,,0,0,0,0,0,0,0,0,240,170,0,,0.0,0.0,,70.8
山下秀人,大同特殊鋼レッドスター,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
山中禎一郎,東京ヴェルディ,30,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山原健太,きんでんトリニティーブリッツ,6,13,16,6,2,37.5,25.0,0,0,0,1,16,0,6,4,7,0,0,,0.5,0.1,-3.1,0.0
山口純平,大同特殊鋼レッドスター,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本一総,トヨタ自動車サンホークス,8,24,112,35,8,31.2,24.1,0,0,0,1,82,0,8,16,129,74,0,,1.5,0.0,2.4,57.4
山本健登,近畿クラブスフィーダ,13,3,5,1,1,20.0,0.0,0,0,0,0,7,0,0,0,8,5,0,,0.3,0.0,0.0,62.5
山近哲,近畿クラブスフィーダ,2,32,189,84,19,44.4,34.4,41,16,8,5,68,0,7,11,4,3,0,39.0,2.6,0.2,1.5,75.0
岩下忠正,東京ヴェルディ,29,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩井浩二,富士通カワサキレッドスピリッツ,14,33,270,132,27,48.9,38.9,40,15,8,9,119,4,10,39,140,92,0,37.5,4.0,0.3,9.5,65.7
岩佐隆太,トヨタ自動車サンホークス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩田岳大,つくばユナイテッドSunGAIA,7,21,3,0,0,0.0,0.0,0,0,0,2,64,1,3,29,0,0,0,,0.0,0.1,11.7,
岩知道呂夫,警視庁フォートファイターズ,10,33,8,1,2,12.5,-12.5,0,0,0,8,102,10,23,38,2,0,0,,0.0,0.2,13.5,0.0
岩谷徹也,トヨタ自動車サンホークス,7,29,6,0,0,0.0,0.0,0,0,0,3,93,1,7,20,0,0,0,,0.0,0.1,4.6,
川北陽介,トヨタ自動車サンホークス,5,34,99,34,14,34.3,20.2,0,0,0,9,86,2,4,23,0,0,0,,1.0,0.3,7.8,
川波博次,大同特殊鋼レッドスター,2,28,150,64,7,42.7,38.0,2,1,1,3,76,2,11,11,157,111,0,50.0,2.3,0.1,2.6,70.7
川越裕康,近畿クラブスフィーダ,1,35,113,49,14,43.4,31.0,0,0,0,11,133,8,18,35,8,6,0,,1.4,0.3,9.2,75.0
平井銀次,大同特殊鋼レッドスター,11,31,0,0,0,,,0,0,0,0,0,0,0,0,139,102,0,,0.0,0.0,,73.4
平林康裕,警視庁フォートファイターズ,5,12,34,18,2,52.9,47.1,0,0,0,4,41,0,0,6,1,1,0,,1.5,0.3,3.7,100.0
平澤徹,富士通カワサキレッドスピリッツ,9,31,77,40,2,51.9,49.4,0,0,0,23,98,2,5,25,2,1,0,,1.3,0.7,7.1,50.0
平田英貴,近畿クラブスフィーダ,7,3,8,2,3,25.0,-12.5,1,0,1,0,3,0,0,0,0,0,0,0.0,0.7,0.0,0.0,
引田康介,きんでんトリニティーブリッツ,22,3,7,4,1,57.1,42.9,0,0,0,0,4,0,2,2,0,0,0,,1.3,0.0,0.0,
当間重泰,警視庁フォートファイターズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
徳武正哉,富士通カワサキレッドスピリッツ,2,8,16,5,1,31.2,25.0,0,0,0,4,9,0,0,2,1,1,0,,0.6,0.5,5.6,100.0
戸田昭宏,警視庁フォートファイターズ,13,13,4,2,0,50.0,50.0,0,0,0,1,26,0,3,5,0,0,0,,0.2,0.1,1.9,
折井拓也,近畿クラブスフィーダ,5,5,0,0,0,,,0,0,0,0,0,0,0,0,29,20,0,,0.0,0.0,,69.0
木原恵一,兵庫デルフィーノ,14,13,0,0,0,,,0,0,0,0,4,0,0,1,70,57,0,,0.0,0.0,6.2,81.4
木原賢児,兵庫デルフィーノ,11,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
木村友宣,トヨタ自動車サンホークス,15,35,0,0,0,,,0,0,0,0,0,0,0,0,269,191,0,,0.0,0.0,,71.0
木村朋浩,きんでんトリニティーブリッツ,3,12,1,1,0,100.0,100.0,0,0,0,0,13,0,0,6,3,3,0,,0.1,0.0,11.5,100.0
本多尚也,近畿クラブスフィーダ,16,27,168,80,15,47.6,38.7,3,0,0,5,93,5,18,20,251,178,0,0.0,3.0,0.2,5.9,70.9
松原広輔,ジェイテクトSTINGS,10,31,147,81,13,55.1,46.3,31,16,4,9,121,17,26,38,50,32,0,51.6,2.6,0.3,16.5,64.0
松本健作,富士通カワサキレッドスピリッツ,12,19,0,0,0,,,0,0,0,0,27,0,3,6,0,0,0,,0.0,0.0,2.8,
松本幸博,警視庁フォートファイターズ,6,36,272,100,37,36.8,23.2,8,3,3,16,131,3,13,29,252,180,0,37.5,2.8,0.4,5.3,71.4
松枝寿明,東京トヨペットグリーンスパークル,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松野昭博,富士通カワサキレッドスピリッツ,19,7,38,18,10,47.4,21.1,13,4,6,1,22,2,6,5,0,0,0,30.8,2.6,0.1,8.0,
柿島新太郎,東京ヴェルディ,25,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柿木秀人,兵庫デルフィーノ,13,3,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
栗山雅史,東京ヴェルディ,12,11,83,33,13,39.8,24.1,35,12,9,2,31,1,3,7,1,1,0,34.3,3.0,0.2,6.5,100.0
栗栖徹,兵庫デルフィーノ,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
根岸慎紘,東京ヴェルディ,5,22,5,2,1,40.0,20.0,0,0,0,1,37,1,2,8,60,43,0,,0.1,0.0,6.8,71.7
桑田健生,きんでんトリニティーブリッツ,14,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
梶野喜宏,近畿クラブスフィーダ,17,28,21,7,1,33.3,28.6,0,0,0,6,84,3,3,24,0,0,0,,0.2,0.2,9.8,
梶野昭宏,近畿クラブスフィーダ,18,16,71,24,10,33.8,19.7,1,0,1,1,36,0,1,13,112,77,0,0.0,1.5,0.1,8.3,68.8
槌尾健,東京ヴェルディ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋本和浩,東京トヨペットグリーンスパークル,12,32,164,63,15,38.4,29.3,0,0,0,11,62,2,8,9,3,2,0,,2.0,0.3,3.6,66.7
橋満裕也,大同特殊鋼レッドスター,8,31,56,25,0,44.6,44.6,0,0,0,21,107,0,3,26,7,4,0,,0.8,0.7,5.4,57.1
武本泰幸,近畿クラブスフィーダ,4,12,0,0,0,,,0,0,0,0,17,1,2,6,0,0,0,,0.0,0.0,11.8,
毛利光生,きんでんトリニティーブリッツ,20,12,6,2,0,33.3,33.3,0,0,0,4,34,0,7,9,1,0,0,,0.2,0.3,1.5,0.0
池田正一,東京トヨペットグリーンスパークル,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅見冬樹,東京トヨペットグリーンスパークル,5,29,12,6,0,50.0,50.0,0,0,0,2,53,2,1,13,1,0,0,,0.2,0.1,9.4,0.0
浦田哲平,兵庫デルフィーノ,19,17,2,1,1,50.0,0.0,0,0,0,2,24,0,3,6,0,0,0,,0.1,0.1,3.1,
淡田智行,大同特殊鋼レッドスター,9,31,9,2,1,22.2,11.1,0,0,0,3,123,1,8,32,0,0,0,,0.1,0.1,5.7,
清水大輔,警視庁フォートファイターズ,2,33,112,51,9,45.5,37.5,0,0,0,18,82,1,3,30,5,2,0,,1.5,0.5,9.5,40.0
渡辺聖太,富士通カワサキレッドスピリッツ,13,21,6,1,0,16.7,16.7,0,0,0,1,32,2,4,8,0,0,0,,0.0,0.0,9.4,
渡邉敬太,トヨタ自動車サンホークス,4,12,62,16,12,25.8,6.5,7,0,4,1,21,0,10,4,34,13,0,0.0,1.3,0.1,-7.1,38.2
渡邊友嗣,東京ヴェルディ,7,36,361,136,31,37.7,29.1,81,34,6,8,127,1,6,30,65,46,0,42.0,3.8,0.2,5.5,70.8
溝口信二,東京ヴェルディ,21,38,125,59,1,47.2,46.4,0,0,0,29,117,4,13,34,3,1,0,,1.6,0.8,7.9,33.3
濱口純一,東京ヴェルディ,1,35,137,53,9,38.7,32.1,0,0,0,11,125,3,7,27,364,274,0,,1.5,0.3,6.4,75.3
王金剛,つくばユナイテッドSunGAIA,14,23,31,15,2,48.4,41.9,1,0,0,8,68,2,11,25,0,0,0,0.0,0.7,0.3,8.1,
田中則雄,トヨタ自動車サンホークス,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中淳一,東京トヨペットグリーンスパークル,9,30,127,46,11,36.2,27.6,0,0,0,1,79,2,13,13,125,77,0,,1.5,0.0,2.5,61.6
田中紳太,大同特殊鋼レッドスター,3,7,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
田内卓,近畿クラブスフィーダ,12,16,8,4,0,50.0,50.0,1,0,0,4,44,1,4,8,0,0,0,0.0,0.2,0.2,4.5,
田端久貴,東京トヨペットグリーンスパークル,14,28,46,23,2,50.0,45.7,1,0,0,2,69,1,3,16,2,2,0,0.0,0.8,0.1,6.2,100.0
白岩克俊,東京ヴェルディ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
白川佑樹,兵庫デルフィーノ,2,26,98,28,12,28.6,16.3,41,12,7,4,51,2,12,14,1,0,0,29.3,1.1,0.2,4.9,0.0
矢作拓也,東京ヴェルディ,26,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
矢島優一,きんでんトリニティーブリッツ,23,1,0,0,0,,,0,0,0,0,0,0,0,0,4,0,0,,0.0,0.0,,0.0
石川俊輔,警視庁フォートファイターズ,8,36,0,0,0,,,0,0,0,0,0,0,0,0,211,167,0,,0.0,0.0,,79.1
石川健,つくばユナイテッドSunGAIA,5,33,108,65,7,60.2,53.7,2,0,1,21,133,3,10,43,7,6,0,0.0,2.0,0.6,8.5,85.7
石木裕也,兵庫デルフィーノ,18,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石田敬喜,ジェイテクトSTINGS,9,31,199,94,20,47.2,37.2,34,13,6,5,120,2,14,36,287,219,0,38.2,3.0,0.2,6.2,76.3
石田純一,近畿クラブスフィーダ,20,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
石田裕矢,トヨタ自動車サンホークス,3,35,112,55,8,49.1,42.0,0,0,0,14,119,1,7,32,0,0,0,,1.6,0.4,6.1,
神山哲郎,富士通カワサキレッドスピリッツ,1,28,177,73,21,41.2,29.4,13,3,5,11,115,1,2,26,216,145,0,23.1,2.6,0.4,6.1,67.1
福冨和志,きんでんトリニティーブリッツ,1,31,230,96,22,41.7,32.2,15,3,8,9,109,3,28,35,8,5,0,20.0,3.1,0.3,4.4,62.5
福田健太,警視庁フォートファイターズ,4,34,113,57,12,50.4,39.8,2,0,1,24,106,5,15,22,1,0,0,0.0,1.7,0.7,6.4,0.0
竹田昭徳,東京ヴェルディ,28,25,61,21,3,34.4,29.5,1,0,0,13,53,0,1,5,1,0,0,0.0,0.8,0.5,1.9,0.0
笠島彰悟,兵庫デルフィーノ,4,34,77,26,3,33.8,29.9,0,0,0,10,76,3,13,15,2,1,0,,0.8,0.3,4.6,50.0
筆脇ウィリアン,近畿クラブスフィーダ,15,17,162,51,18,31.5,20.4,17,5,4,1,63,4,8,14,42,13,0,29.4,3.0,0.1,8.7,31.0
篠田竜司,トヨタ自動車サンホークス,11,11,8,4,1,50.0,37.5,0,0,0,2,26,0,5,7,1,0,0,,0.4,0.2,1.9,0.0
織田康宏,兵庫デルフィーノ,8,32,185,61,15,33.0,24.9,49,11,6,5,77,2,10,15,6,2,0,22.4,1.9,0.2,4.2,33.3
興梠亮,ジェイテクトSTINGS,12,31,0,0,0,,,0,0,0,0,0,0,0,0,138,105,0,,0.0,0.0,,76.1
若山智昭,ジェイテクトSTINGS,15,29,199,111,22,55.8,44.7,76,46,9,22,91,5,18,16,1,1,0,60.5,3.8,0.8,4.9,100.0
荒川崇,東京トヨペットグリーンスパークル,15,21,17,7,2,41.2,29.4,0,0,0,1,43,0,2,9,7,5,0,,0.3,0.0,4.1,71.4
菊池孝一,つくばユナイテッドSunGAIA,1,29,72,34,4,47.2,41.7,0,0,0,21,86,3,17,16,0,0,0,,1.2,0.7,3.2,
藤島謙裕,きんでんトリニティーブリッツ,9,31,0,0,0,,,0,0,0,0,40,1,4,9,44,25,0,,0.0,0.0,5.6,56.8
藤森圭,富士通カワサキレッドスピリッツ,17,33,0,0,0,,,0,0,0,0,0,0,0,0,151,114,0,,0.0,0.0,,75.5
西久保亮太,大同特殊鋼レッドスター,7,3,8,4,2,50.0,25.0,0,0,0,0,5,0,4,0,20,16,0,,1.3,0.0,-20.0,80.0
西片圭佑,東京トヨペットグリーンスパークル,8,35,307,104,43,33.9,19.9,53,12,14,13,103,4,26,24,100,55,0,22.6,3.0,0.4,3.4,55.0
西畑達也,近畿クラブスフィーダ,3,27,166,69,16,41.6,31.9,6,1,2,10,81,2,9,21,40,28,0,16.7,2.6,0.4,6.2,70.0
西藤禎浩,きんでんトリニティーブリッツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
豊田昇平,ジェイテクトSTINGS,5,7,0,0,0,,,0,0,0,0,9,0,0,3,0,0,0,,0.0,0.0,8.3,
豊田直之,富士通カワサキレッドスピリッツ,11,5,9,4,1,44.4,33.3,0,0,0,4,12,0,0,0,0,0,0,,0.8,0.8,0.0,
赤木貴雅,つくばユナイテッドSunGAIA,13,33,0,0,0,,,0,0,0,0,0,0,0,0,202,156,0,,0.0,0.0,,77.2
辰巳佳靖,大同特殊鋼レッドスター,6,31,313,148,29,47.3,38.0,93,53,8,19,102,4,16,20,6,0,0,57.0,4.8,0.6,4.9,0.0
迫谷竜児,近畿クラブスフィーダ,21,36,0,0,0,,,0,0,0,0,5,0,0,0,209,139,0,,0.0,0.0,0.0,66.5
酒巻宝久,兵庫デルフィーノ,16,4,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
野沢憲治,ジェイテクトSTINGS,4,5,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
金丸将大,警視庁フォートファイターズ,25,17,92,36,10,39.1,28.3,38,14,9,3,58,4,9,12,0,0,0,36.8,2.1,0.2,8.2,
金丸晃大,ジェイテクトSTINGS,2,28,84,51,6,60.7,53.6,0,0,0,31,105,2,9,35,5,3,0,,1.8,1.1,8.1,60.0
鈴木雅史,警視庁フォートファイターズ,20,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
長友真伍,ジェイテクトSTINGS,16,3,10,4,0,40.0,40.0,2,2,0,0,6,2,1,0,0,0,0,100.0,1.3,0.0,29.2,
間瀬公平,東京ヴェルディ,19,13,46,23,3,50.0,43.5,0,0,0,6,42,0,1,12,8,5,0,,1.8,0.5,6.5,62.5
鞍掛勇樹,つくばユナイテッドSunGAIA,16,3,0,0,0,,,0,0,0,0,5,1,1,1,0,0,0,,0.0,0.0,20.0,
飯塚俊彦,東京ヴェルディ,14,31,276,100,17,36.2,30.1,84,24,8,9,113,5,13,21,5,2,0,28.6,3.2,0.3,6.2,40.0
馬場信介,大同特殊鋼レッドスター,10,3,5,1,0,20.0,20.0,0,0,0,0,7,0,0,1,5,2,0,,0.3,0.0,3.6,40.0
馬場裕峰,東京トヨペットグリーンスパークル,3,32,209,80,29,38.3,24.4,21,3,6,11,109,3,23,15,175,118,0,14.3,2.5,0.3,0.9,67.4
高橋慎治,ジェイテクトSTINGS,6,31,19,9,2,47.4,36.8,0,0,0,14,143,15,27,52,0,0,0,,0.3,0.5,14.9,
高橋正,きんでんトリニティーブリッツ,8,36,191,56,23,29.3,17.3,3,0,2,10,76,1,2,9,49,15,0,0.0,1.6,0.3,3.6,30.6
高橋洋史,東京ヴェルディ,6,12,0,0,0,,,0,0,0,0,13,0,0,2,0,0,0,,0.0,0.0,3.8,
鬼頭浩幸,ジェイテクトSTINGS,18,10,13,7,0,53.8,53.8,0,0,0,2,16,0,0,4,0,0,0,,0.7,0.2,6.2,
鮎川輝丈,きんでんトリニティーブリッツ,7,35,206,84,30,40.8,26.2,6,1,1,10,130,2,13,41,243,166,0,16.7,2.4,0.3,6.9,68.3
齋藤義人,大同特殊鋼レッドスター,14,14,0,0,0,,,0,0,0,0,18,1,2,1,0,0,0,,0.0,0.0,4.2,
