名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
北山宏樹,2010-01,兵庫デルフィーノ,23,5,16,23,9,0,39.1,39.1,0,0,0,2,23,0,1,1,2,1,0,,0.56,0.12,0.0,50.0
北山宏樹,2010-02,兵庫デルフィーノ,23,10,13,26,10,2,38.5,30.8,0,0,0,3,22,0,2,2,0,0,0,,0.77,0.23,0.0,
北沢浩,2010-01,富士通カワサキレッドスピリッツ,15,6,20,12,6,0,50.0,50.0,0,0,0,3,86,3,1,24,0,0,0,,0.3,0.15,10.2,
北沢浩,2010-02,富士通カワサキレッドスピリッツ,15,8,12,3,2,0,66.7,66.7,0,0,0,1,46,3,3,12,1,0,0,,0.17,0.08,11.4,0.0
半田剛史,2010-01,兵庫デルフィーノ,5,5,18,112,36,14,32.1,19.6,34,6,6,9,56,1,2,22,6,3,0,17.6,2.0,0.5,10.7,50.0
半田剛史,2010-02,兵庫デルフィーノ,5,8,12,61,27,7,44.3,32.8,17,7,1,9,48,1,6,16,1,1,0,41.2,2.25,0.75,7.3,100.0
吉野淳,2010-01,東京ヴェルディ,2,5,21,0,0,0,,,0,0,0,0,0,0,0,0,137,97,0,,0.0,0.0,,70.8
吉野淳,2010-02,東京ヴェルディ,2,8,13,0,0,0,,,0,0,0,0,0,0,0,0,87,57,0,,0.0,0.0,,65.5
呉屋宏和,2010-01,富士通カワサキレッドスピリッツ,16,6,8,12,2,2,16.7,0.0,1,0,1,1,6,0,1,2,0,0,0,0.0,0.25,0.12,4.2,
呉屋宏和,2010-02,富士通カワサキレッドスピリッツ,16,8,5,11,0,2,0.0,-18.2,2,0,0,0,5,0,1,3,5,3,0,0.0,0.0,0.0,10.0,60.0
和井田剛史,2010-01,つくばユナイテッドSunGAIA,21,6,18,117,55,13,47.0,35.9,26,10,6,5,73,2,15,20,34,20,0,38.5,3.06,0.28,4.5,58.8
和井田剛史,2010-02,つくばユナイテッドSunGAIA,21,8,8,58,32,2,55.2,51.7,22,11,1,1,31,1,5,5,30,20,0,50.0,4.0,0.12,3.2,66.7
土屋宝士,2010-02,大同特殊鋼レッドスター,13,6,7,11,6,1,54.5,45.5,0,0,0,1,19,0,4,2,1,0,0,,0.86,0.14,-2.6,0.0
塩大地,2010-01,きんでんトリニティーブリッツ,11,6,25,135,70,12,51.9,43.0,0,0,0,15,66,0,0,12,3,3,0,,2.8,0.6,4.5,100.0
塩大地,2010-02,きんでんトリニティーブリッツ,11,8,12,66,30,5,45.5,37.9,0,0,0,11,36,1,0,11,7,3,0,,2.5,0.92,10.4,42.9
塩崎健一,2010-01,兵庫デルフィーノ,10,5,19,0,0,0,,,0,0,0,0,0,0,0,0,134,107,0,,0.0,0.0,,79.9
塩崎健一,2010-02,兵庫デルフィーノ,10,10,15,0,0,0,,,0,0,0,0,0,0,0,0,110,76,0,,0.0,0.0,,69.1
増元真二,2010-01,富士通カワサキレッドスピリッツ,10,5,8,12,4,2,33.3,16.7,3,0,1,1,12,0,4,4,8,4,0,0.0,0.5,0.12,0.0,50.0
増元真二,2010-02,富士通カワサキレッドスピリッツ,10,4,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
大下将,2010-01,東京ヴェルディ,22,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大下将,2010-02,東京ヴェルディ,22,10,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大木貴之,2010-01,つくばユナイテッドSunGAIA,6,6,6,29,14,3,48.3,37.9,8,4,1,0,15,0,2,5,5,4,0,50.0,2.33,0.0,5.0,80.0
大木貴之,2010-02,つくばユナイテッドSunGAIA,6,8,8,28,10,1,35.7,32.1,5,2,0,2,21,0,3,6,29,26,0,40.0,1.25,0.25,3.6,89.7
大瀧貴史,2010-01,きんでんトリニティーブリッツ,21,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大瀧貴史,2010-02,きんでんトリニティーブリッツ,21,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,2010-01,トヨタ自動車サンホークス,2,5,5,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,,0.0,0.0,0.0,
大野晃義,2010-02,トヨタ自動車サンホークス,2,10,7,12,4,3,33.3,8.3,4,1,3,1,15,2,6,2,0,0,0,25.0,0.57,0.14,6.7,
大隈慎也,2010-01,トヨタ自動車サンホークス,12,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大隈慎也,2010-02,トヨタ自動車サンホークス,12,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
太田有紀,2010-01,トヨタ自動車サンホークス,1,5,17,157,63,17,40.1,29.3,38,20,6,6,51,3,21,12,109,76,0,52.6,3.71,0.35,1.5,69.7
太田有紀,2010-02,トヨタ自動車サンホークス,1,10,17,178,75,21,42.1,30.3,46,18,7,5,47,1,14,9,122,90,0,39.1,4.41,0.29,-0.5,73.8
奥田晃,2010-01,東京ヴェルディ,11,5,21,14,5,1,35.7,28.6,1,0,0,9,59,1,4,9,2,0,0,0.0,0.24,0.43,3.8,0.0
奥田晃,2010-02,東京ヴェルディ,11,10,17,13,8,1,61.5,53.8,0,0,0,9,64,0,2,12,0,0,0,,0.47,0.53,3.9,
孫権,2010-01,ジェイテクトSTINGS,1,5,3,6,5,0,83.3,83.3,1,1,0,0,2,0,1,0,0,0,0,100.0,1.67,0.0,-12.5,
孫権,2010-02,ジェイテクトSTINGS,1,10,2,18,8,2,44.4,33.3,6,2,1,0,5,1,2,0,0,0,0,33.3,4.0,0.0,10.0,
宮下領,2010-01,東京ヴェルディ,17,4,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
宮下領,2010-02,東京ヴェルディ,17,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮村俊一,2010-01,警視庁フォートファイターズ,1,6,10,65,18,7,27.7,16.9,1,0,0,4,26,1,2,5,40,24,0,0.0,1.8,0.4,6.7,60.0
宮村俊一,2010-02,警視庁フォートファイターズ,1,8,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小山喬大,2010-01,近畿クラブスフィーダ,14,5,19,55,24,5,43.6,34.5,0,0,0,9,53,3,4,14,5,3,0,,1.26,0.47,10.4,60.0
小山喬大,2010-02,近畿クラブスフィーダ,14,8,13,36,18,2,50.0,44.4,0,0,0,17,29,1,4,10,1,1,0,,1.38,1.31,8.6,100.0
小川将司,2010-01,つくばユナイテッドSunGAIA,4,6,3,11,5,1,45.5,36.4,1,0,0,0,2,0,2,0,4,2,0,0.0,1.67,0.0,-25.0,50.0
小川将司,2010-02,つくばユナイテッドSunGAIA,4,8,6,32,16,1,50.0,46.9,5,3,1,4,31,6,7,5,11,8,0,60.0,2.67,0.67,17.7,72.7
小川直紀,2010-01,富士通カワサキレッドスピリッツ,18,5,2,2,2,0,100.0,100.0,0,0,0,0,2,0,1,1,3,2,0,,1.0,0.0,0.0,66.7
小川直紀,2010-02,富士通カワサキレッドスピリッツ,18,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松高則,2010-01,ジェイテクトSTINGS,7,5,15,47,31,0,66.0,66.0,0,0,0,5,58,2,1,11,0,0,0,,2.07,0.33,7.8,
小松高則,2010-02,ジェイテクトSTINGS,7,10,16,48,31,1,64.6,62.5,0,0,0,8,54,0,0,13,0,0,0,,1.94,0.5,6.0,
小林雅也,2010-01,大同特殊鋼レッドスター,15,5,16,52,28,7,53.8,40.4,0,0,0,14,56,2,5,16,1,1,0,,1.75,0.88,8.5,100.0
小林雅也,2010-02,大同特殊鋼レッドスター,15,10,13,36,20,0,55.6,55.6,0,0,0,7,38,0,2,13,0,0,0,,1.54,0.54,7.2,
小橋口祐嗣,2010-01,つくばユナイテッドSunGAIA,8,6,4,16,6,0,37.5,37.5,0,0,0,0,15,1,2,8,0,0,0,,1.5,0.0,16.7,
小橋口祐嗣,2010-02,つくばユナイテッドSunGAIA,8,8,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小野孝宏,2010-01,ジェイテクトSTINGS,3,5,2,5,3,1,60.0,40.0,1,0,1,0,5,0,1,2,0,0,0,0.0,1.5,0.0,5.0,
小野孝宏,2010-02,ジェイテクトSTINGS,3,10,4,15,7,1,46.7,40.0,2,2,0,4,5,0,2,0,1,1,0,100.0,1.75,1.0,-10.0,100.0
小野義隆,2010-01,近畿クラブスフィーダ,11,2,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
小野義隆,2010-02,近畿クラブスフィーダ,11,4,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
山下栄和,2010-01,きんでんトリニティーブリッツ,13,6,25,0,0,0,,,0,0,0,0,0,0,0,0,165,122,0,,0.0,0.0,,73.9
山下栄和,2010-02,きんでんトリニティーブリッツ,13,8,12,0,0,0,,,0,0,0,0,0,0,0,0,75,48,0,,0.0,0.0,,64.0
山下秀人,2010-01,大同特殊鋼レッドスター,18,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下秀人,2010-02,大同特殊鋼レッドスター,18,6,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
山中禎一郎,2010-02,東京ヴェルディ,30,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山原健太,2010-01,きんでんトリニティーブリッツ,6,6,10,7,3,1,42.9,28.6,0,0,0,0,11,0,4,1,3,0,0,,0.3,0.0,-6.8,0.0
山原健太,2010-02,きんでんトリニティーブリッツ,6,8,3,9,3,1,33.3,22.2,0,0,0,1,5,0,2,3,4,0,0,,1.0,0.33,5.0,0.0
山口純平,2010-01,大同特殊鋼レッドスター,1,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山口純平,2010-02,大同特殊鋼レッドスター,1,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本一総,2010-01,トヨタ自動車サンホークス,8,5,15,76,24,5,31.6,25.0,0,0,0,0,51,0,6,9,69,39,0,,1.6,0.0,1.5,56.5
山本一総,2010-02,トヨタ自動車サンホークス,8,10,9,36,11,3,30.6,22.2,0,0,0,1,31,0,2,7,60,35,0,,1.22,0.11,4.0,58.3
山本健登,2010-01,近畿クラブスフィーダ,13,3,2,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
山本健登,2010-02,近畿クラブスフィーダ,13,2,1,5,1,1,20.0,0.0,0,0,0,0,3,0,0,0,8,5,0,,1.0,0.0,0.0,62.5
山近哲,2010-01,近畿クラブスフィーダ,2,5,17,117,51,13,43.6,32.5,23,10,6,2,37,0,3,5,3,2,0,43.5,3.0,0.12,1.4,66.7
山近哲,2010-02,近畿クラブスフィーダ,2,10,15,72,33,6,45.8,37.5,18,6,2,3,31,0,4,6,1,1,0,33.3,2.2,0.2,1.6,100.0
岩下忠正,2010-01,東京ヴェルディ,29,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩井浩二,2010-01,富士通カワサキレッドスピリッツ,14,6,21,172,87,14,50.6,42.4,29,12,5,5,72,1,5,19,80,53,0,41.4,4.14,0.24,6.2,66.2
岩井浩二,2010-02,富士通カワサキレッドスピリッツ,14,8,12,98,45,13,45.9,32.7,11,3,3,4,47,3,5,20,60,39,0,27.3,3.75,0.33,14.4,65.0
岩佐隆太,2010-01,トヨタ自動車サンホークス,9,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩佐隆太,2010-02,トヨタ自動車サンホークス,9,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩田岳大,2010-01,つくばユナイテッドSunGAIA,7,6,10,1,0,0,0.0,0.0,0,0,0,1,37,1,1,17,0,0,0,,0.0,0.1,13.5,
岩田岳大,2010-02,つくばユナイテッドSunGAIA,7,8,11,2,0,0,0.0,0.0,0,0,0,1,27,0,2,12,0,0,0,,0.0,0.09,9.3,
岩知道呂夫,2010-01,警視庁フォートファイターズ,10,6,18,5,1,1,20.0,0.0,0,0,0,4,61,6,9,25,2,0,0,,0.06,0.22,16.4,0.0
岩知道呂夫,2010-02,警視庁フォートファイターズ,10,8,15,3,0,1,0.0,-33.3,0,0,0,4,41,4,14,13,0,0,0,,0.0,0.27,9.1,
岩谷徹也,2010-01,トヨタ自動車サンホークス,7,5,15,2,0,0,0.0,0.0,0,0,0,2,47,0,3,12,0,0,0,,0.0,0.13,4.8,
岩谷徹也,2010-02,トヨタ自動車サンホークス,7,10,14,4,0,0,0.0,0.0,0,0,0,1,46,1,4,8,0,0,0,,0.0,0.07,4.3,
川北陽介,2010-01,トヨタ自動車サンホークス,5,5,17,49,15,8,30.6,14.3,0,0,0,3,39,1,2,13,0,0,0,,0.88,0.18,9.6,
川北陽介,2010-02,トヨタ自動車サンホークス,5,10,17,50,19,6,38.0,26.0,0,0,0,6,47,1,2,10,0,0,0,,1.12,0.35,6.4,
川波博次,2010-01,大同特殊鋼レッドスター,2,5,16,96,42,4,43.8,39.6,0,0,0,2,40,0,5,6,93,66,0,,2.62,0.12,0.6,71.0
川波博次,2010-02,大同特殊鋼レッドスター,2,10,12,54,22,3,40.7,35.2,2,1,1,1,36,2,6,5,64,45,0,50.0,1.83,0.08,4.9,70.3
川越裕康,2010-01,近畿クラブスフィーダ,1,5,18,50,20,8,40.0,24.0,0,0,0,5,76,7,14,19,6,5,0,,1.11,0.28,10.9,83.3
川越裕康,2010-02,近畿クラブスフィーダ,1,10,17,63,29,6,46.0,36.5,0,0,0,6,57,1,4,16,2,1,0,,1.71,0.35,7.0,50.0
平井銀次,2010-01,大同特殊鋼レッドスター,11,5,16,0,0,0,,,0,0,0,0,0,0,0,0,81,60,0,,0.0,0.0,,74.1
平井銀次,2010-02,大同特殊鋼レッドスター,11,10,15,0,0,0,,,0,0,0,0,0,0,0,0,58,42,0,,0.0,0.0,,72.4
平林康裕,2010-01,警視庁フォートファイターズ,5,6,10,34,18,2,52.9,47.1,0,0,0,4,41,0,0,6,1,1,0,,1.8,0.4,3.7,100.0
平林康裕,2010-02,警視庁フォートファイターズ,5,8,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平澤徹,2010-01,富士通カワサキレッドスピリッツ,9,6,19,49,23,0,46.9,46.9,0,0,0,13,57,1,1,9,1,1,0,,1.21,0.68,5.3,100.0
平澤徹,2010-02,富士通カワサキレッドスピリッツ,9,8,12,28,17,2,60.7,53.6,0,0,0,10,41,1,4,16,1,0,0,,1.42,0.83,9.8,0.0
平田英貴,2010-01,近畿クラブスフィーダ,7,3,1,6,2,2,33.3,0.0,1,0,1,0,2,0,0,0,0,0,0,0.0,2.0,0.0,0.0,
平田英貴,2010-02,近畿クラブスフィーダ,7,4,2,2,0,1,0.0,-50.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
引田康介,2010-01,きんでんトリニティーブリッツ,22,6,1,2,2,0,100.0,100.0,0,0,0,0,1,0,1,0,0,0,0,,2.0,0.0,-25.0,
引田康介,2010-02,きんでんトリニティーブリッツ,22,8,2,5,2,1,40.0,20.0,0,0,0,0,3,0,1,2,0,0,0,,1.0,0.0,8.3,
当間重泰,2010-01,警視庁フォートファイターズ,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
徳武正哉,2010-01,富士通カワサキレッドスピリッツ,2,1,4,12,4,1,33.3,25.0,0,0,0,2,4,0,0,1,1,1,0,,1.0,0.5,6.2,100.0
徳武正哉,2010-02,富士通カワサキレッドスピリッツ,2,6,4,4,1,0,25.0,25.0,0,0,0,2,5,0,0,1,0,0,0,,0.25,0.5,5.0,
戸田昭宏,2010-01,警視庁フォートファイターズ,13,4,8,4,2,0,50.0,50.0,0,0,0,1,21,0,1,5,0,0,0,,0.25,0.12,4.8,
戸田昭宏,2010-02,警視庁フォートファイターズ,13,8,5,0,0,0,,,0,0,0,0,5,0,2,0,0,0,0,,0.0,0.0,-10.0,
折井拓也,2010-01,近畿クラブスフィーダ,5,2,5,0,0,0,,,0,0,0,0,0,0,0,0,29,20,0,,0.0,0.0,,69.0
木原恵一,2010-01,兵庫デルフィーノ,14,5,1,0,0,0,,,0,0,0,0,0,0,0,0,14,13,0,,0.0,0.0,,92.9
木原恵一,2010-02,兵庫デルフィーノ,14,10,12,0,0,0,,,0,0,0,0,4,0,0,1,56,44,0,,0.0,0.0,6.2,78.6
木原賢児,2010-01,兵庫デルフィーノ,11,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
木原賢児,2010-02,兵庫デルフィーノ,11,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
木村友宣,2010-01,トヨタ自動車サンホークス,15,5,18,0,0,0,,,0,0,0,0,0,0,0,0,131,86,0,,0.0,0.0,,65.6
木村友宣,2010-02,トヨタ自動車サンホークス,15,10,17,0,0,0,,,0,0,0,0,0,0,0,0,138,105,0,,0.0,0.0,,76.1
木村朋浩,2010-01,きんでんトリニティーブリッツ,3,4,5,1,1,0,100.0,100.0,0,0,0,0,4,0,0,0,1,1,0,,0.2,0.0,0.0,100.0
木村朋浩,2010-02,きんでんトリニティーブリッツ,3,8,7,0,0,0,,,0,0,0,0,9,0,0,6,2,2,0,,0.0,0.0,16.7,100.0
本多尚也,2010-01,近畿クラブスフィーダ,16,5,15,103,51,7,49.5,42.7,3,0,0,4,52,4,15,9,144,106,0,0.0,3.4,0.27,4.8,73.6
本多尚也,2010-02,近畿クラブスフィーダ,16,8,12,65,29,8,44.6,32.3,0,0,0,1,41,1,3,11,107,72,0,,2.42,0.08,7.3,67.3
