試合日,年月,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,1,,神山哲郎,2,■,■,,,,11,5,2,0.4545454545454545,0.2727272727272727,2.50,3,1,1,33.3,3,1.50,3,0,0,1,8.3,7,5,0,71.4
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,5,,今一騎,1,,,■,,,7,3,2,0.42857142857142855,0.14285714285714285,3.00,3,1,2,33.3,0,-,4,0,0,2,12.5,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,6,,三芳健斗,3,■,■,■,,,2,2,0,1.0,1.0,0.67,0,0,0,-,2,0.67,10,2,1,2,21.0,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,7,L,勝田祥平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,9,,平澤徹,3,■,■,■,,,6,4,0,0.6666666666666666,0.6666666666666666,1.33,0,0,0,-,2,0.67,11,0,0,2,4.5,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,10,,増元真二,3,□,□,■,,,11,4,2,0.3636363636363637,0.18181818181818185,1.33,2,0,1,0.0,1,0.33,5,0,2,2,10.0,6,3,0,50.0
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,11,,豊田直之,1,,,□,,,0,0,0,,,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,12,,松本健作,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,14,,岩井浩二,3,■,■,■,,,16,9,3,0.5625,0.375,3.00,2,2,0,100.0,0,-,11,0,1,5,11.4,7,2,0,28.6
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,15,,北沢浩,3,■,■,■,,,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,11,1,0,5,18.6,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,16,,呉屋宏和,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,17,L,藤森圭,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,10,0,83.3
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,18,,小川直紀,1,,,□,,,2,2,0,1.0,1.0,2.00,0,0,0,-,0,-,1,0,0,1,25.0,3,2,0,66.7
2010-01-09,2010-01,1,富士通カワサキレッドスピリッツ,19,,松野昭博,2,■,■,,,,7,4,3,0.5714285714285714,0.14285714285714285,2.00,2,1,1,50.0,1,0.50,8,1,1,3,19.4,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,1,,太田有紀,2,■,,■,,,9,1,3,0.1111111111111111,-0.2222222222222222,0.50,1,0,1,0.0,0,-,5,1,4,0,16.0,17,12,0,70.6
2010-01-09,2010-01,1,トヨタ自動車サンホークス,2,,大野晃義,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,3,,石田裕矢,3,■,■,■,,,12,5,1,0.4166666666666667,0.3333333333333333,1.67,0,0,0,-,1,0.33,7,0,1,3,10.7,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,4,,渡邉敬太,2,■,■,,,,10,4,1,0.4,0.3,2.00,0,0,0,-,1,0.50,4,0,2,1,6.2,15,5,0,33.3
2010-01-09,2010-01,1,トヨタ自動車サンホークス,5,,川北陽介,2,,■,■,,,6,2,3,0.3333333333333333,-0.16666666666666666,1.00,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,7,,岩谷徹也,2,■,,■,,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,8,,山本一総,3,■,■,■,,,14,5,0,0.35714285714285715,0.35714285714285715,1.67,0,0,0,-,0,-,7,0,2,1,3.6,9,5,0,55.6
2010-01-09,2010-01,1,トヨタ自動車サンホークス,9,,岩佐隆太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,11,,篠田竜司,2,,■,□,,,1,0,1,0.0,-1.0,-,0,0,0,-,1,0.50,5,0,2,3,15.0,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,12,L,大隈慎也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,トヨタ自動車サンホークス,13,,上道映人,3,■,■,■,,,25,6,3,0.24,0.12,2.00,3,1,1,33.3,1,0.33,11,0,2,2,4.5,2,1,0,50.0
2010-01-09,2010-01,1,トヨタ自動車サンホークス,15,L,木村友宣,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,15,0,60.0
2010-01-09,2010-01,1,トヨタ自動車サンホークス,16,,田中則雄,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,1,,伊藤優介,3,■,■,■,,,12,0,3,0.0,-0.25,-,0,0,0,-,1,0.33,8,0,0,5,15.6,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,3,,馬場裕峰,3,■,■,■,,,15,3,1,0.2,0.13333333333333333,1.00,0,0,0,-,2,0.67,6,0,1,0,0.0,27,14,0,51.9
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,4,L,中沢敏浩,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,10,0,55.6
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,5,,浅見冬樹,3,■,■,■,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,1,0,0,0.0
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,8,,西片圭佑,3,■,■,■,,,26,4,4,0.15384615384615385,0.0,1.33,5,1,2,20.0,1,0.33,6,0,3,1,4.2,6,2,0,33.3
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,9,,田中淳一,3,■,■,■,,,14,1,1,0.07142857142857142,0.0,0.33,0,0,0,-,0,-,5,0,1,1,5.0,9,3,0,33.3
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,10,,池田正一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,11,,松枝寿明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,12,,橋本和浩,3,■,■,■,,,13,7,2,0.5384615384615384,0.38461538461538464,2.33,0,0,0,-,1,0.33,7,0,1,1,3.6,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,13,,井上佑馬,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,14,,田端久貴,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2010-01-09,2010-01,1,東京トヨペットグリーンスパークル,15,,荒川崇,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,1,,孫権,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,2,,金丸晃大,3,■,■,■,,,8,5,2,0.625,0.375,1.67,0,0,0,-,2,0.67,10,0,1,4,10.0,2,1,0,50.0
2010-01-09,2010-01,1,ジェイテクトSTINGS,3,,小野孝宏,1,,,□,,,4,2,1,0.5,0.25,2.00,1,0,1,0.0,0,-,1,0,1,0,0.0,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,4,,野沢憲治,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,5,,豊田昇平,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,6,,高橋慎治,3,■,■,■,,,1,1,0,1.0,1.0,0.33,0,0,0,-,1,0.33,9,2,2,5,31.7,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,7,,小松高則,3,■,■,■,,,8,8,0,1.0,1.0,2.67,0,0,0,-,1,0.33,17,1,0,6,13.5,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,9,,石田敬喜,3,■,■,■,,,24,11,2,0.4583333333333333,0.375,3.67,2,1,1,50.0,0,-,13,1,2,5,17.3,18,11,0,61.1
2010-01-09,2010-01,1,ジェイテクトSTINGS,10,,松原広輔,3,■,■,■,,,10,4,0,0.4,0.4,1.33,1,0,0,0.0,0,-,13,1,3,6,19.2,1,1,0,100.0
2010-01-09,2010-01,1,ジェイテクトSTINGS,11,,其原健太,1,,,□,,,4,2,0,0.5,0.5,2.00,1,1,0,100.0,0,-,1,0,0,0,0.0,2,2,0,100.0
2010-01-09,2010-01,1,ジェイテクトSTINGS,12,L,興梠亮,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,7,0,70.0
2010-01-09,2010-01,1,ジェイテクトSTINGS,15,,若山智昭,3,■,■,■,,,18,10,1,0.5555555555555556,0.5,3.33,7,5,0,71.4,2,0.67,7,0,1,2,7.1,1,1,0,100.0
2010-01-09,2010-01,1,ジェイテクトSTINGS,16,L,長友真伍,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,ジェイテクトSTINGS,18,,鬼頭浩幸,1,,□,,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2010-01-09,2010-01,1,きんでんトリニティーブリッツ,1,,福冨和志,3,■,■,■,,,24,9,4,0.375,0.20833333333333331,3.00,1,0,1,0.0,1,0.33,12,1,1,1,10.4,1,1,0,100.0
2010-01-09,2010-01,1,きんでんトリニティーブリッツ,4,,今田善仁,5,■,■,■,■,■,6,3,0,0.5,0.5,0.60,1,1,0,100.0,5,1.00,16,0,0,3,4.7,0,0,0,-
2010-01-09,2010-01,1,きんでんトリニティーブリッツ,5,,中西教之,5,■,■,■,■,■,28,8,0,0.2857142857142857,0.2857142857142857,1.60,0,0,0,-,3,0.60,17,1,3,4,10.6,1,0,0,0.0
