試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-23,大分三好ヴァイセアドラー,1,,バグナスブライアン,4,■,■,■,■,nan,37,22,0,0.5945945945945946,0.5945945945945946,5.50,9,6,0,66.7,2,0.50,17,0,3,5,2.9,28,9,7,44.6,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,4,,勝将哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,5,,大西基之,3,■,■,■,nan,nan,7,2,1,0.2857142857142857,0.14285714285714285,0.67,0,0,0,-,1,0.33,6,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,7,L,松尾敬介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,8,,川口喬,1,nan,nan,nan,■,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,9,,林一壽,4,■,■,■,■,nan,6,6,0,1.0,1.0,1.50,0,0,0,-,2,0.50,7,0,2,1,-3.6,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,10,,山田滉太,4,■,■,■,■,nan,21,9,2,0.42857142857142855,0.3333333333333333,2.25,8,4,1,50.0,2,0.50,15,2,4,5,15.0,35,18,5,58.6,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,11,,ストックトンカーティス,4,■,■,■,■,nan,33,16,4,0.48484848484848486,0.36363636363636365,4.00,15,6,2,40.0,2,0.50,14,0,4,3,-1.8,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,13,L,久保田雅人,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,6,4,50.0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,15,,高松卓矢,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,18,,古賀健太,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,21,,井口直紀,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,14,0,0,2,3.6,1,0,0,0.0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,22,,藤岡諒馬,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,24,,米田亘希,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,1,3,8.3,0,0,0,-,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,106,56,7,0.5283018867924528,0.46226415094339623,14.00,32,16,3,50.0,9,2.25,85,2,18,19,2.6,80,33,16,51.2,98,59,4,60.2,4,1.00,9.3,60.6
