試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-16,大分三好ヴァイセアドラー,1,,バグナスブライアン,4,■,■,■,■,nan,40,22,4,0.55,0.45,5.50,11,8,1,72.7,3,0.75,20,1,8,1,-3.8,41,21,8,61.0,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,4,,勝将哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,5,,大西基之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,7,L,松尾敬介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,8,,川口喬,4,■,■,■,■,nan,8,6,0,0.75,0.75,1.50,0,0,0,-,2,0.50,12,1,1,0,6.2,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,9,,林一壽,4,■,■,■,■,nan,9,7,0,0.7777777777777778,0.7777777777777778,1.75,0,0,0,-,0,-,12,0,1,2,2.1,2,1,0,50.0,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,10,,山田滉太,3,nan,□,□,□,nan,3,1,1,0.3333333333333333,0.0,0.33,1,0,1,0.0,0,-,6,1,0,2,25.0,1,0,1,50.0,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,11,,ストックトンカーティス,4,■,■,■,■,nan,41,19,3,0.4634146341463415,0.3902439024390244,4.75,18,5,3,27.8,2,0.50,13,0,4,5,1.9,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,13,L,久保田雅人,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,14,2,62.5,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,15,,高松卓矢,4,■,■,■,■,nan,12,3,1,0.25,0.16666666666666666,0.75,1,1,0,100.0,0,-,14,0,1,3,3.6,11,7,1,68.2,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,18,,古賀健太,3,□,nan,□,□,nan,7,2,0,0.2857142857142857,0.2857142857142857,0.67,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,21,,井口直紀,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,22,,藤岡諒馬,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,4,1.00,13,0,2,1,-1.9,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,24,,米田亘希,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2021-01-16,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,121,61,9,0.5041322314049587,0.4297520661157025,15.25,31,14,5,45.2,11,2.75,93,3,19,14,1.9,79,43,12,62.0,129,48,8,37.2,8,2.00,7.0,66.4
