試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-25,大分三好ヴァイセアドラー,1,,バグナスブライアン,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,4,,勝将哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,5,,大西基之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,8,,川口喬,4,■,■,■,■,nan,10,5,0,0.5,0.5,1.25,0,0,0,-,2,0.50,12,0,2,3,2.1,1,0,1,50.0,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,9,,林一壽,4,■,■,■,■,nan,14,8,1,0.5714285714285714,0.5,2.00,0,0,0,-,3,0.75,10,0,1,3,5.0,1,0,0,0.0,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,10,,山田滉太,4,■,■,■,■,nan,23,8,2,0.34782608695652173,0.2608695652173913,2.00,5,3,0,60.0,1,0.25,14,1,5,3,3.6,18,2,7,30.6,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,11,,ストックトンカーティス,4,■,■,■,■,nan,39,18,7,0.46153846153846156,0.28205128205128205,4.50,20,9,5,45.0,0,-,18,1,2,7,12.5,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,13,L,久保田雅人,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,8,6,37.9,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,15,,高松卓矢,4,■,■,■,■,nan,22,9,2,0.4090909090909091,0.3181818181818182,2.25,3,1,0,33.3,2,0.50,11,1,5,2,2.3,32,12,14,59.4,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,16,,濱本豊,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,8.3,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,18,,古賀健太,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,1,0.25,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,21,,井口直紀,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,1,0,-2.5,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,22,,藤岡諒馬,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,24,,米田亘希,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-25,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,108,48,12,0.4444444444444444,0.3333333333333333,12.00,28,13,5,46.4,9,2.25,78,3,17,20,4.8,81,22,28,44.4,92,53,4,57.6,7,1.75,12.6,49.2
