試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-31,大分三好ヴァイセアドラー,1,,バグナスブライアン,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,2,,田尻信太郎,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,4,,勝将哉,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,0,0,0.0,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,5,,大西基之,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,8,,川口喬,3,■,■,■,nan,nan,7,2,0,0.2857142857142857,0.2857142857142857,0.67,0,0,0,-,0,-,6,0,2,1,-4.2,3,0,3,50.0,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,9,,林一壽,3,■,■,■,nan,nan,7,4,0,0.5714285714285714,0.5714285714285714,1.33,0,0,0,-,2,0.67,5,0,2,0,-10.0,1,0,0,0.0,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,10,,山田滉太,3,■,■,■,nan,nan,14,5,2,0.35714285714285715,0.21428571428571427,1.67,2,0,0,0.0,1,0.33,10,0,3,3,0.0,24,10,3,47.9,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,11,,ストックトンカーティス,3,■,■,■,nan,nan,38,14,5,0.3684210526315789,0.23684210526315788,4.67,21,6,4,28.6,1,0.33,8,0,1,3,6.2,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,13,L,久保田雅人,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,11,1,47.9,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,15,,高松卓矢,3,■,■,■,nan,nan,24,7,3,0.2916666666666667,0.16666666666666666,2.33,1,1,0,100.0,1,0.33,12,1,1,3,12.5,11,3,1,31.8,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,18,,古賀健太,2,□,nan,□,nan,nan,6,2,2,0.3333333333333333,0.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,21,,井口直紀,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,9,0,0,3,8.3,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,22,,藤岡諒馬,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,24,,米田亘希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,大分三好ヴァイセアドラー,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,97,34,12,0.35051546391752575,0.2268041237113402,11.33,24,7,4,29.2,6,2.00,56,1,9,13,3.6,65,24,8,43.1,83,41,3,49.4,7,2.33,11.3,56.4
