試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,1,,福田記代子,3,■,■,■,nan,nan,20,5,3,25.0,10.0,1.67,7,0,2,0.0,2,0.67,9,0,0,0,0.0,2,2,0,100.0,7,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,2,,江藤直美,3,■,■,■,nan,nan,20,8,0,40.0,40.0,2.67,0,0,0,-,1,0.33,12,1,1,2,10.8,0,0,0,-,10,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,5,,島崎みゆき,3,■,■,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,0.33,8,0,1,0,0.0,0,0,0,-,1,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,6,,田中姿子,3,■,■,■,nan,nan,17,8,4,47.1,23.5,2.67,2,0,0,0.0,0,-,9,0,4,3,8.3,24,21,0,87.5,8,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,7,,谷口雅美,3,■,■,■,nan,nan,36,14,3,38.9,30.6,4.67,4,2,1,50.0,1,0.33,10,0,2,3,7.5,12,10,0,83.3,15,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,8,,渡邉悠美,2,nan,□,□,nan,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,11,,小玉佐知子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,1,0,0,26.7,0,0,0,-,1,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,12,L,池田美智子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,22,0,75.9,0,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,13,,宝来麻紀子,3,■,■,■,nan,nan,12,6,0,50.0,50.0,2.00,0,0,0,-,1,0.33,13,0,0,3,5.8,2,2,0,100.0,7,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,14,,西村光代,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,15,,板垣紘子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,16,,安武小由樹,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0,,,,,,,,
1999-12-19,日立ベルフィーユ,ユニチカフェニックス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,109,42,10,38.5,29.4,14.00,13,2,3,15.4,6,2.00,64,2,8,11,6.8,70,58,0,82.9,50,98,42,5,42.9,7,2.33,6.1,76.8
