試合日,年月,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,1,,福冨和志,3,■,■,■,,,21,6,3,0.2857142857142857,0.14285714285714285,2.00,4,1,2,25.0,1,0.33,6,0,4,0,0.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,2,,佐々木光伸,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,4,,今田善仁,3,□,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,11,0,1,1,2.3,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,5,,中西教之,1,,,■,,,3,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,6,,山原健太,3,■,■,■,,,21,10,2,0.4761904761904762,0.3809523809523809,3.33,0,0,0,-,0,-,10,0,4,3,7.5,13,4,0,30.8
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,7,,鮎川輝丈,3,■,■,■,,,10,3,1,0.3,0.2,1.00,0,0,0,-,0,-,9,1,3,2,16.7,25,16,0,64.0
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,8,,高橋正,2,■,■,,,,7,2,1,0.2857142857142857,0.14285714285714285,1.00,0,0,0,-,0,-,5,0,2,0,0.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,9,,藤島謙裕,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,11,,塩大地,3,■,■,■,,,14,7,2,0.5,0.35714285714285715,2.33,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,12,,下野直宏,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,13,L,山下栄和,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,13,0,61.9
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,14,L,桑田健生,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,15,,西藤禎浩,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,きんでんトリニティーブリッツ,16,,中西優介,2,■,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2009-01-10,2009-01,1,FC東京,1,,落合伸太郎,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,FC東京,2,L,辻裕作,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,FC東京,3,L,福田誉,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,8,0,66.7
2009-01-10,2009-01,1,FC東京,6,,山内隆宏,2,■,■,,,,0,0,0,,,-,0,0,0,-,0,-,10,0,1,6,15.0,0,0,0,-
2009-01-10,2009-01,1,FC東京,8,,大庭健裕,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-01-10,2009-01,1,FC東京,9,,伊東克明,3,■,■,■,,,10,5,2,0.5,0.3,1.67,1,1,0,100.0,2,0.67,10,1,3,4,18.0,8,8,0,100.0
2009-01-10,2009-01,1,FC東京,10,,山岡祐也,2,,□,■,,,0,0,0,,,-,0,0,0,-,1,0.50,4,0,0,1,6.2,0,0,0,-
2009-01-10,2009-01,1,FC東京,11,,高取諒平,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-
2009-01-10,2009-01,1,FC東京,12,,阿部篤史,3,■,■,■,,,17,11,1,0.6470588235294118,0.5882352941176471,3.67,4,3,0,75.0,0,-,9,1,3,2,16.7,0,0,0,-
2009-01-10,2009-01,1,FC東京,14,,加賀龍哉,3,■,■,■,,,11,6,1,0.5454545454545454,0.4545454545454545,2.00,0,0,0,-,2,0.67,5,0,0,1,5.0,0,0,0,-
2009-01-10,2009-01,1,FC東京,16,,野中信也,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,1,1,2,26.0,0,0,0,-
