名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊藤勲男,近畿クラブスフィーダ,19,16,27,165,68,26,41.2,25.5,24,11,2,6,72,0,19,17,3,1,0,45.8,2.52,0.22,-0.7,33.3
伊藤達也,兵庫デルフィーノ,25,16,38,0,0,0,,,0,0,0,0,1,0,1,0,300,226,0,,0.0,0.0,-25.0,75.3
佐々木光伸,きんでんトリニティーブリッツ,2,14,6,2,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
倉本崇行,つくばユナイテッドSunGAIA,10,7,4,0,0,0,,,0,0,0,0,6,0,2,0,0,0,0,,0.0,0.0,-8.3,
倉田真,大同特殊鋼レッドスター,4,16,45,390,194,32,49.7,41.5,74,38,10,21,187,8,25,51,184,121,0,51.4,4.31,0.47,7.8,65.8
児島啓吾,大同特殊鋼レッドスター,5,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
其原健太,ジェイテクトSTINGS,11,16,11,31,18,2,58.1,51.6,2,0,0,2,23,1,6,7,22,12,0,0.0,1.64,0.18,5.4,54.5
加賀龍哉,FC東京,14,16,40,83,34,10,41.0,28.9,0,0,0,21,57,0,4,14,2,1,0,,0.85,0.52,4.4,50.0
勝田祥平,富士通カワサキレッドスピリッツ,7,16,20,118,49,19,41.5,25.4,10,4,1,6,66,6,12,18,152,118,0,40.0,2.45,0.3,11.4,77.6
北沢浩,富士通カワサキレッドスピリッツ,15,16,39,28,14,1,50.0,46.4,1,0,0,3,128,5,7,36,1,0,0,0.0,0.36,0.08,9.6,0.0
北野裕之,兵庫デルフィーノ,22,7,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
半田剛史,兵庫デルフィーノ,5,15,38,368,143,41,38.9,27.7,139,59,22,23,124,1,9,34,19,13,0,42.4,3.76,0.61,5.8,68.4
古田史郎,東京ヴェルディ,3,10,21,123,54,5,43.9,39.8,30,12,1,3,70,3,15,15,14,7,0,40.0,2.57,0.14,4.3,50.0
吉田敬一郎,東京ヴェルディ,25,11,1,2,1,1,50.0,0.0,0,0,0,0,2,0,0,0,0,0,0,,1.0,0.0,0.0,
吉田雄一,ジェイテクトSTINGS,8,12,14,31,13,0,41.9,41.9,0,0,0,9,30,0,2,5,1,0,0,,0.93,0.64,2.5,0.0
吉野淳,東京ヴェルディ,2,16,39,0,0,0,,,0,0,0,0,0,0,0,0,235,172,0,,0.0,0.0,,73.2
呉屋宏和,富士通カワサキレッドスピリッツ,16,15,6,26,12,4,46.2,30.8,6,3,0,0,15,1,6,3,4,3,0,50.0,2.0,0.0,1.7,75.0
和井田剛史,つくばユナイテッドSunGAIA,21,12,24,162,82,18,50.6,39.5,56,27,10,14,72,2,19,24,15,9,0,48.2,3.42,0.58,4.5,60.0
堀江直伸,近畿クラブスフィーダ,2,6,5,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
堀江賢司,警視庁フォートファイターズ,15,12,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
塚崎晋平,つくばユナイテッドSunGAIA,9,15,7,1,0,1,0.0,-100.0,0,0,0,1,8,0,2,4,0,0,0,,0.0,0.14,6.2,
塩大地,きんでんトリニティーブリッツ,11,16,41,238,117,17,49.2,42.0,3,0,2,35,108,1,3,13,9,8,0,0.0,2.85,0.85,3.2,88.9
塩崎健一,兵庫デルフィーノ,10,16,34,87,36,6,41.4,34.5,1,0,0,4,82,2,1,15,200,144,0,0.0,1.06,0.12,6.7,72.0
増元真二,富士通カワサキレッドスピリッツ,10,6,7,8,7,0,87.5,87.5,1,1,0,0,17,1,3,4,5,4,0,100.0,1.0,0.0,7.4,80.0
大川剛,警視庁フォートファイターズ,12,4,2,7,4,1,57.1,42.9,3,2,1,0,1,0,0,0,0,0,0,66.7,2.0,0.0,0.0,
大庭健裕,FC東京,8,16,27,57,26,3,45.6,40.4,0,0,0,21,33,0,0,9,0,0,0,,0.96,0.78,6.8,
大木貴之,つくばユナイテッドSunGAIA,6,16,37,304,166,19,54.6,48.4,56,34,5,13,160,7,18,33,77,59,0,60.7,4.49,0.35,6.7,76.6
大町誠,兵庫デルフィーノ,3,10,27,87,33,6,37.9,31.0,0,0,0,14,62,1,6,13,1,1,0,,1.22,0.52,4.4,100.0
大貫智博,東京トヨペットグリーンスパークル,6,16,32,22,8,1,36.4,31.8,0,0,0,2,34,1,2,8,2,1,0,,0.25,0.06,7.4,50.0
大野晃義,トヨタ自動車サンホークス,2,16,5,10,5,2,50.0,30.0,1,0,0,0,9,0,5,1,0,0,0,0.0,1.0,0.0,-11.1,
太田有紀,トヨタ自動車サンホークス,1,16,40,317,149,32,47.0,36.9,43,20,4,11,155,8,46,38,343,240,0,46.5,3.72,0.28,3.9,70.0
奥田晃,東京ヴェルディ,12,14,27,15,8,1,53.3,46.7,3,1,0,12,82,0,5,22,3,0,0,33.3,0.3,0.44,5.2,0.0
安井道教,きんでんトリニティーブリッツ,10,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮下領,東京ヴェルディ,17,8,9,0,0,0,,,0,0,0,0,11,0,0,4,0,0,0,,0.0,0.0,9.1,
小山喬大,近畿クラブスフィーダ,14,16,39,153,80,5,52.3,49.0,0,0,0,12,136,4,9,35,13,9,0,,2.05,0.31,7.7,69.2
小川将司,つくばユナイテッドSunGAIA,4,16,26,65,27,9,41.5,27.7,19,9,3,3,36,2,8,10,4,2,0,47.4,1.04,0.12,6.9,50.0
小川直紀,富士通カワサキレッドスピリッツ,18,16,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
小松高則,ジェイテクトSTINGS,7,13,26,80,42,3,52.5,48.8,0,0,0,17,78,0,2,17,0,0,0,,1.62,0.65,4.8,
小林雅也,大同特殊鋼レッドスター,15,16,45,151,89,11,58.9,51.7,0,0,0,28,136,3,11,42,1,0,0,,1.98,0.62,7.9,0.0
小橋口祐嗣,つくばユナイテッドSunGAIA,8,16,12,5,4,0,80.0,80.0,0,0,0,2,2,0,1,0,0,0,0,,0.33,0.17,-12.5,
小野孝宏,ジェイテクトSTINGS,3,16,9,27,12,3,44.4,33.3,7,2,1,6,17,0,8,6,1,1,0,28.6,1.33,0.67,-2.9,100.0
尾形将也,東京ヴェルディ,11,2,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山下栄和,きんでんトリニティーブリッツ,13,16,41,0,0,0,,,0,0,0,0,0,0,0,0,221,159,0,,0.0,0.0,,71.9
山下秀人,大同特殊鋼レッドスター,18,4,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
山下裕之,東京ヴェルディ,16,6,5,5,1,1,20.0,0.0,0,0,0,2,14,0,0,2,9,6,0,,0.2,0.4,3.6,66.7
山内隆宏,FC東京,6,14,19,8,5,0,62.5,62.5,1,1,0,3,77,4,4,29,1,0,0,100.0,0.26,0.16,13.3,0.0
山原健太,きんでんトリニティーブリッツ,6,16,36,192,77,36,40.1,21.4,3,0,1,2,119,3,38,26,91,49,0,0.0,2.14,0.06,0.0,53.8
山口将史,兵庫デルフィーノ,17,4,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
山岡祐也,FC東京,10,16,27,10,4,0,40.0,40.0,0,0,0,6,117,3,5,22,2,0,0,,0.15,0.22,6.2,0.0
山本一総,トヨタ自動車サンホークス,8,16,38,168,56,18,33.3,22.6,0,0,0,2,112,3,20,24,166,97,0,,1.47,0.05,3.6,58.4
山本雄史,FC東京,18,16,41,148,95,2,64.2,62.8,0,0,0,34,123,0,6,34,2,1,0,,2.32,0.83,5.7,50.0
山田快,つくばユナイテッドSunGAIA,12,10,6,0,0,0,,,0,0,0,0,7,1,2,1,0,0,0,,0.0,0.0,10.7,
岡西航佑,近畿クラブスフィーダ,6,6,5,0,0,0,,,0,0,0,0,8,0,1,1,0,0,0,,0.0,0.0,0.0,
岩下忠正,東京ヴェルディ,29,6,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
岩井浩二,富士通カワサキレッドスピリッツ,14,16,41,328,157,18,47.9,42.4,49,18,5,18,168,7,18,41,201,133,0,36.7,3.83,0.44,7.6,66.2
岩田岳大,つくばユナイテッドSunGAIA,7,16,37,11,2,0,18.2,18.2,0,0,0,6,150,1,5,40,1,0,0,,0.05,0.16,6.5,0.0
岩知道呂夫,警視庁フォートファイターズ,10,16,42,14,8,1,57.1,50.0,0,0,0,8,130,7,25,53,1,0,0,,0.19,0.19,10.8,0.0
岩谷徹也,トヨタ自動車サンホークス,7,16,40,21,3,1,14.3,9.5,0,0,0,10,134,3,11,35,0,0,0,,0.08,0.25,6.7,
川北陽介,トヨタ自動車サンホークス,5,14,1,4,1,1,25.0,0.0,0,0,0,0,5,0,0,2,0,0,0,,1.0,0.0,10.0,
川波博次,大同特殊鋼レッドスター,2,12,20,11,4,3,36.4,9.1,3,2,0,0,29,0,4,12,1,0,0,66.7,0.2,0.0,6.9,0.0
川越裕康,近畿クラブスフィーダ,1,16,42,179,77,13,43.0,35.8,0,0,0,14,109,1,21,23,34,28,0,,1.83,0.33,1.4,82.4
川野喜平,大同特殊鋼レッドスター,10,14,3,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
巴特,FC東京,4,2,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平井銀次,大同特殊鋼レッドスター,11,16,40,0,0,0,,,0,0,0,0,0,0,0,0,276,202,0,,0.0,0.0,,73.2
平林康裕,警視庁フォートファイターズ,5,16,41,154,73,5,47.4,44.2,0,0,0,25,152,4,2,41,7,5,0,,1.78,0.61,9.0,71.4
平澤徹,富士通カワサキレッドスピリッツ,9,14,33,71,34,2,47.9,45.1,0,0,0,20,81,2,3,16,2,1,0,,1.03,0.61,6.5,50.0
幸田英知,警視庁フォートファイターズ,21,16,38,190,88,19,46.3,36.3,4,0,0,16,136,5,12,44,238,156,0,0.0,2.32,0.42,9.6,65.5
後藤大輔,ジェイテクトSTINGS,14,16,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,,50.0
徳武正哉,富士通カワサキレッドスピリッツ,2,15,37,140,70,5,50.0,46.4,0,0,0,14,112,1,3,17,5,3,0,,1.89,0.38,4.0,60.0
折井拓也,近畿クラブスフィーダ,5,8,20,0,0,0,,,0,0,0,0,0,0,0,0,120,89,0,,0.0,0.0,,74.2
木原恵一,兵庫デルフィーノ,14,14,7,0,0,0,,,0,0,0,0,10,1,1,3,0,0,0,,0.0,0.0,15.0,
木村友宣,トヨタ自動車サンホークス,15,16,40,0,0,0,,,0,0,0,0,0,0,0,0,286,194,0,,0.0,0.0,,67.8
木村有希,警視庁フォートファイターズ,16,16,7,0,0,0,,,0,0,0,0,9,0,1,3,1,1,0,,0.0,0.0,5.6,100.0
木村朋浩,きんでんトリニティーブリッツ,3,15,28,63,21,4,33.3,27.0,0,0,0,3,75,1,3,17,204,137,0,,0.75,0.11,6.0,67.2
本多尚也,近畿クラブスフィーダ,16,14,36,206,79,16,38.3,30.6,6,0,0,10,98,3,12,27,302,209,0,0.0,2.19,0.28,6.9,69.2
杉崎大和,FC東京,25,6,11,0,0,0,,,0,0,0,0,19,1,3,4,0,0,0,,0.0,0.0,6.6,
松原広輔,ジェイテクトSTINGS,10,16,37,246,124,23,50.4,41.1,31,17,5,24,126,13,37,34,211,143,0,54.8,3.35,0.65,9.7,67.8
松本健作,富士通カワサキレッドスピリッツ,12,16,26,3,1,0,33.3,33.3,0,0,0,0,40,0,6,15,0,0,0,,0.04,0.0,5.6,
松本幸博,警視庁フォートファイターズ,6,16,41,249,111,34,44.6,30.9,20,7,5,10,190,8,24,49,286,228,0,35.0,2.71,0.24,7.5,79.7
松枝寿明,東京トヨペットグリーンスパークル,11,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松田智人,ジェイテクトSTINGS,1,12,5,6,2,1,33.3,16.7,0,0,0,0,14,1,2,5,5,4,0,,0.4,0.0,12.5,80.0
松野昭博,富士通カワサキレッドスピリッツ,19,15,15,8,3,2,37.5,12.5,3,0,2,0,6,0,1,2,0,0,0,0.0,0.2,0.0,4.2,
柿木秀人,兵庫デルフィーノ,13,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗栖徹,兵庫デルフィーノ,12,14,11,6,3,0,50.0,50.0,0,0,0,0,11,0,4,4,3,2,0,,0.27,0.0,0.0,66.7
根岸慎紘,東京ヴェルディ,5,16,5,0,0,0,,,0,0,0,0,3,0,1,1,10,5,0,,0.0,0.0,0.0,50.0
桑田健生,きんでんトリニティーブリッツ,14,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
梶野喜宏,近畿クラブスフィーダ,17,16,42,35,20,1,57.1,54.3,0,0,0,6,168,3,4,49,1,1,0,,0.48,0.14,8.5,100.0
梶野昭宏,近畿クラブスフィーダ,18,16,20,66,34,14,51.5,30.3,0,0,0,0,52,0,4,11,88,61,0,,1.7,0.0,3.4,69.3
橋場正裕,FC東京,17,14,35,217,108,22,49.8,39.6,29,14,7,7,144,3,50,48,203,133,0,48.3,3.09,0.2,1.7,65.5
橋本和浩,東京トヨペットグリーンスパークル,12,16,38,178,80,17,44.9,35.4,0,0,0,21,115,1,5,27,3,2,0,,2.11,0.55,5.7,66.7
橋本峻介,近畿クラブスフィーダ,13,4,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
橋満裕也,大同特殊鋼レッドスター,8,16,45,135,60,12,44.4,35.6,0,0,0,26,132,3,5,32,9,5,0,,1.33,0.58,7.4,55.6
武本泰幸,近畿クラブスフィーダ,4,14,19,11,4,0,36.4,36.4,0,0,0,1,27,0,1,2,1,1,0,,0.21,0.05,0.9,100.0
池田正一,東京トヨペットグリーンスパークル,10,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅見冬樹,東京トヨペットグリーンスパークル,5,16,38,22,8,2,36.4,27.3,1,0,1,6,106,0,3,18,4,0,0,0.0,0.21,0.16,3.5,0.0
浅野佑輔,近畿クラブスフィーダ,20,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浦田哲平,兵庫デルフィーノ,19,16,21,2,1,0,50.0,50.0,0,0,0,1,28,0,3,8,1,0,0,,0.05,0.05,4.5,0.0
淡田智行,大同特殊鋼レッドスター,9,16,42,14,3,2,21.4,7.1,1,0,0,10,132,4,11,30,0,0,0,0.0,0.07,0.24,6.6,
清水大輔,警視庁フォートファイターズ,2,6,20,57,30,3,52.6,47.4,0,0,0,12,62,2,2,22,1,1,0,,1.5,0.6,11.3,100.0
渡辺聖太,富士通カワサキレッドスピリッツ,13,8,13,0,0,0,,,0,0,0,0,19,0,1,12,0,0,0,,0.0,0.0,14.5,
渡邊友嗣,東京ヴェルディ,7,16,41,255,127,20,49.8,42.0,33,16,4,14,149,2,8,39,375,260,0,48.5,3.1,0.34,6.5,69.3
溝口信二,東京ヴェルディ,27,14,36,80,38,3,47.5,43.8,0,0,0,22,83,3,7,16,1,0,0,,1.06,0.61,6.3,0.0
濱口純一,東京ヴェルディ,1,15,24,9,3,0,33.3,33.3,0,0,0,1,39,0,4,9,48,32,0,,0.12,0.04,3.2,66.7
瀧澤利一,東京ヴェルディ,23,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中則雄,トヨタ自動車サンホークス,16,16,40,62,22,6,35.5,25.8,0,0,0,14,131,3,10,39,4,3,0,,0.55,0.35,7.8,75.0
田中淳一,東京トヨペットグリーンスパークル,9,16,38,207,79,23,38.2,27.1,2,0,0,8,127,1,5,28,176,118,0,0.0,2.08,0.21,5.3,67.0
田中紀幸,東京ヴェルディ,19,4,2,0,0,0,,,0,0,0,0,4,1,1,1,0,0,0,,0.0,0.0,25.0,
田中紳太,大同特殊鋼レッドスター,3,15,17,10,6,0,60.0,60.0,0,0,0,2,28,0,0,9,0,0,0,,0.35,0.12,8.0,
田中聡,兵庫デルフィーノ,6,12,4,2,0,0,0.0,0.0,0,0,0,1,1,0,1,0,3,2,0,,0.0,0.25,-25.0,66.7
田内卓,近畿クラブスフィーダ,12,10,9,1,1,0,100.0,100.0,0,0,0,0,4,0,0,0,0,0,0,,0.11,0.0,0.0,
白取和也,つくばユナイテッドSunGAIA,11,6,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
白岩克俊,東京ヴェルディ,4,10,9,31,11,0,35.5,35.5,0,0,0,2,30,0,3,9,1,1,0,,1.22,0.22,5.0,100.0
石川俊輔,警視庁フォートファイターズ,8,16,42,0,0,0,,,0,0,0,0,0,0,0,0,231,182,0,,0.0,0.0,,78.8
石川健,つくばユナイテッドSunGAIA,5,16,38,137,72,8,52.6,46.7,5,3,2,30,120,4,14,35,2,2,0,60.0,1.89,0.79,7.7,100.0
石木裕也,兵庫デルフィーノ,18,12,5,7,2,0,28.6,28.6,0,0,0,1,6,0,0,0,0,0,0,,0.4,0.2,0.0,
石田敬喜,ジェイテクトSTINGS,9,16,37,280,125,32,44.6,33.2,24,3,4,14,161,3,30,33,221,164,0,12.5,3.38,0.38,2.3,74.2
石田裕矢,トヨタ自動車サンホークス,3,16,40,145,61,10,42.1,35.2,1,1,0,10,124,3,7,34,4,1,0,100.0,1.52,0.25,7.9,25.0
神山哲郎,富士通カワサキレッドスピリッツ,1,16,28,156,66,19,42.3,30.1,7,2,2,11,89,1,5,10,148,97,0,28.6,2.36,0.39,2.5,65.5
福冨和志,きんでんトリニティーブリッツ,1,16,41,444,192,40,43.2,34.2,79,29,15,10,136,2,27,25,11,5,0,36.7,4.68,0.24,1.1,45.5
福田健太,警視庁フォートファイターズ,4,16,32,88,40,7,45.5,37.5,0,0,0,23,42,0,2,15,1,0,0,,1.25,0.72,7.7,0.0
福田裕三,FC東京,22,11,8,9,4,1,44.4,33.3,0,0,0,0,7,0,6,0,6,6,0,,0.5,0.0,-21.4,100.0
福田誉,FC東京,3,15,34,0,0,0,,,0,0,0,0,19,0,5,2,138,87,0,,0.0,0.0,-3.9,63.0
立田哲雄,警視庁フォートファイターズ,9,16,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
竹田昭徳,東京ヴェルディ,28,16,34,81,39,7,48.1,39.5,0,0,0,18,86,1,5,3,1,0,0,,1.15,0.53,0.6,0.0
笠島彰悟,兵庫デルフィーノ,4,16,41,154,68,15,44.2,34.4,0,0,0,17,125,5,37,29,6,3,0,,1.66,0.41,2.4,50.0
筆脇ウィリアン,近畿クラブスフィーダ,15,10,22,193,82,24,42.5,30.1,58,21,11,4,64,1,12,18,0,0,0,36.2,3.73,0.18,3.9,
紺野圭佑,東京ヴェルディ,24,16,38,307,135,33,44.0,33.2,89,49,7,11,130,3,35,35,18,12,0,55.1,3.55,0.29,2.3,66.7
織田康宏,兵庫デルフィーノ,8,16,29,79,19,10,24.1,11.4,23,6,4,1,50,1,5,15,6,5,0,26.1,0.66,0.03,7.0,83.3
興梠亮,ジェイテクトSTINGS,12,16,39,0,0,0,,,0,0,0,0,0,0,0,0,207,162,0,,0.0,0.0,,78.3
若山智昭,ジェイテクトSTINGS,15,16,36,264,108,24,40.9,31.8,94,40,12,24,117,5,23,32,0,0,0,42.6,3.0,0.67,6.2,
若山智昭,大同特殊鋼レッドスター,6,2,4,36,13,8,36.1,13.9,11,4,3,3,16,1,2,5,0,0,0,36.4,3.25,0.75,10.9,
菊池孝一,つくばユナイテッドSunGAIA,1,16,37,142,78,8,54.9,49.3,0,0,0,27,139,8,36,25,8,7,0,,2.11,0.73,3.8,87.5
落合伸太郎,FC東京,1,6,4,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,0,0,0,,0.5,0.0,0.0,
藤島謙裕,きんでんトリニティーブリッツ,9,16,23,0,0,0,,,0,0,0,0,25,1,0,7,21,12,0,,0.0,0.0,11.0,57.1
藤森圭,富士通カワサキレッドスピリッツ,17,16,41,0,0,0,,,0,0,0,0,0,0,0,0,215,146,0,,0.0,0.0,,67.9
西久保亮太,大同特殊鋼レッドスター,7,16,45,173,63,29,36.4,19.7,1,0,0,7,161,2,10,54,361,255,0,0.0,1.4,0.16,8.1,70.6
西片圭佑,東京トヨペットグリーンスパークル,8,16,38,246,91,26,37.0,26.4,32,10,7,5,125,2,25,34,46,31,0,31.2,2.39,0.13,3.4,67.4
西畑達也,近畿クラブスフィーダ,3,16,42,294,130,30,44.2,34.0,11,2,5,22,171,2,24,46,121,76,0,18.2,3.1,0.52,4.4,62.8
西藤禎浩,きんでんトリニティーブリッツ,15,9,1,2,0,0,0.0,0.0,0,0,0,2,1,0,0,0,0,0,0,,0.0,2.0,0.0,
豊田昇平,ジェイテクトSTINGS,5,16,23,1,0,0,0.0,0.0,0,0,0,4,83,0,1,17,0,0,0,,0.0,0.17,4.8,
豊田直之,富士通カワサキレッドスピリッツ,11,7,2,6,4,0,66.7,66.7,0,0,0,0,6,0,1,0,0,0,0,,2.0,0.0,-4.2,
赤木貴雅,つくばユナイテッドSunGAIA,13,16,17,0,0,0,,,0,0,0,0,0,0,0,0,114,92,0,,0.0,0.0,,80.7
辰巳佳靖,大同特殊鋼レッドスター,6,16,45,365,168,34,46.0,36.7,119,55,11,18,128,3,23,27,0,0,0,46.2,3.73,0.4,3.1,
辻裕作,FC東京,2,16,19,0,0,0,,,0,0,0,0,0,0,0,0,121,88,0,,0.0,0.0,,72.7
迫谷竜児,近畿クラブスフィーダ,21,12,26,0,0,0,,,0,0,0,0,0,0,0,0,164,110,0,,0.0,0.0,,67.1
酒巻宝久,兵庫デルフィーノ,16,7,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
野中信也,FC東京,16,16,30,20,12,2,60.0,50.0,0,0,0,0,67,4,3,18,56,38,0,,0.4,0.0,11.6,67.9
野沢憲治,ジェイテクトSTINGS,4,16,24,14,6,1,42.9,35.7,0,0,0,3,86,2,1,8,2,0,0,,0.25,0.12,4.4,0.0
金丸晃大,ジェイテクトSTINGS,2,16,34,90,55,6,61.1,54.4,0,0,0,39,139,2,12,46,2,1,0,,1.62,1.15,7.6,50.0
金近潤,兵庫デルフィーノ,9,12,27,146,65,14,44.5,34.9,12,2,4,5,88,1,10,27,44,26,0,16.7,2.41,0.19,6.0,59.1
鈴木雅史,警視庁フォートファイターズ,20,16,8,10,2,0,20.0,20.0,0,0,0,3,16,0,0,0,0,0,0,,0.25,0.38,0.0,
鎌田智勝,FC東京,19,16,12,53,24,6,45.3,34.0,14,6,4,1,27,1,7,5,8,5,0,42.9,2.0,0.08,1.9,62.5
長友真伍,ジェイテクトSTINGS,16,6,1,2,0,2,0.0,-100.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
阿部友幸,つくばユナイテッドSunGAIA,19,16,38,138,63,7,45.7,40.6,2,1,0,7,146,6,5,33,283,217,0,50.0,1.66,0.18,8.9,76.7
阿部篤史,FC東京,12,16,42,353,185,24,52.4,45.6,134,69,10,19,157,9,32,39,0,0,0,51.5,4.4,0.45,6.8,
鞍掛勇樹,つくばユナイテッドSunGAIA,16,16,5,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0,,
