大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,21,80,473,189,28,40.0,0,0,0,-,2.36,47,0.59,222,1,2,8,21,2.8,15,6,1,43.3,189,47,3,239
レギュラーラウンド,群馬銀行グリーンウイングス,21,80,473,189,28,40.0,0,0,0,-,2.36,47,0.59,222,1,2,8,21,2.8,15,6,1,43.3,189,47,3,239
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,2,6,24,9,1,37.5,0,0,0,-,1.5,0,-,16,0,0,0,4,6.2,2,1,0,50.0,9,0,0,9
チャレンジマッチ,群馬銀行グリーンウイングス,2,6,24,9,1,37.5,0,0,0,-,1.5,0,-,16,0,0,0,4,6.2,2,1,0,50.0,9,0,0,9
V.LEAGUE DIVISION2 WOMEN 2018-19,群馬銀行グリーンウイングス,18,66,320,121,20,37.8,0,0,0,-,1.83,29,0.44,196,0,3,1,26,4.7,4,2,1,62.5,121,29,3,153
レギュラーラウンド,群馬銀行グリーンウイングス,13,45,236,90,14,38.1,0,0,0,-,2.0,19,0.42,137,0,3,0,20,5.8,2,1,1,75.0,90,19,3,112
ファイナル６,群馬銀行グリーンウイングス,5,21,84,31,6,36.9,0,0,0,-,1.48,10,0.48,59,0,0,1,6,2.1,2,1,0,50.0,31,10,0,41
Ｖ・チャレンジリーグⅡ女子 2017/18,群馬銀行グリーンウイングス,5,9,14,7,1,50.0,0,0,0,-,0.78,4,0.44,15,0,0,1,3,3.3,1,1,0,100.0,7,4,0,11
レギュラーラウンド,群馬銀行グリーンウイングス,5,9,14,7,1,50.0,0,0,0,-,0.78,4,0.44,15,0,0,1,3,3.3,1,1,0,100.0,7,4,0,11
レギュラーシーズン通算,,39,134,723,286,43,39.6,0,0,0,-,2.13,70,0.52,374,1,5,9,44,3.9,18,8,2,50.0,286,70,6,362
通算,,46,161,831,326,50,39.2,0,0,0,-,2.02,80,0.50,449,1,5,10,54,3.8,22,10,2,50.0,326,80,6,412
