大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,21,75,698,181,21,25.9,8,1,1,12.5,2.41,17,0.23,293,1,2,7,78,7.1,533,284,112,63.8,181,17,3,201
レギュラーラウンド,群馬銀行グリーンウイングス,21,75,698,181,21,25.9,8,1,1,12.5,2.41,17,0.23,293,1,2,7,78,7.1,533,284,112,63.8,181,17,3,201
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,2,6,74,17,2,23.0,0,0,0,-,2.83,2,0.33,29,0,0,0,4,3.4,45,30,5,72.2,17,2,0,19
チャレンジマッチ,群馬銀行グリーンウイングス,2,6,74,17,2,23.0,0,0,0,-,2.83,2,0.33,29,0,0,0,4,3.4,45,30,5,72.2,17,2,0,19
V.LEAGUE DIVISION2 WOMEN 2018-19,群馬銀行グリーンウイングス,23,85,707,250,37,35.4,0,0,0,-,2.94,8,0.09,274,3,4,4,40,5.8,755,354,189,59.4,250,8,7,265
レギュラーラウンド,群馬銀行グリーンウイングス,18,66,526,179,28,34.0,0,0,0,-,2.71,4,0.06,199,2,3,3,25,5.3,568,268,142,59.7,179,4,5,188
ファイナル６,群馬銀行グリーンウイングス,5,19,181,71,9,39.2,0,0,0,-,3.74,4,0.21,75,1,1,1,15,7.3,187,86,47,58.6,71,4,2,77
Ｖ・チャレンジリーグⅠ女子 2017/18,トヨタ自動車ヴァルキューレ,18,65,353,74,21,21.0,2,0,0,0.0,1.14,4,0.06,213,1,5,7,52,8.1,883,408,233,59.4,74,4,6,84
レギュラーラウンド,トヨタ自動車ヴァルキューレ,18,65,353,74,21,21.0,2,0,0,0.0,1.14,4,0.06,213,1,5,7,52,8.1,883,408,233,59.4,74,4,6,84
レギュラーシーズン通算,,57,206,1577,434,70,27.5,10,1,1,10.0,2.11,25,0.12,705,4,10,17,155,6.9,1984,960,487,60.7,434,25,14,473
通算,,64,231,1832,522,81,28.5,10,1,1,10.0,2.26,31,0.13,809,5,11,18,174,6.8,2216,1076,539,60.7,522,31,16,569
