大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,21,62,1,1,0,100.0,0,0,0,-,0.02,1,0.02,94,0,0,0,18,4.8,0,0,0,-,1,1,0,2
レギュラーラウンド,群馬銀行グリーンウイングス,21,62,1,1,0,100.0,0,0,0,-,0.02,1,0.02,94,0,0,0,18,4.8,0,0,0,-,1,1,0,2
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,2,6,0,0,0,-,0,0,0,-,-,0,-,13,0,0,1,4,5.8,0,0,0,-,0,0,0,0
チャレンジマッチ,群馬銀行グリーンウイングス,2,6,0,0,0,-,0,0,0,-,-,0,-,13,0,0,1,4,5.8,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION2 WOMEN 2018-19,群馬銀行グリーンウイングス,21,82,20,4,0,20.0,1,0,0,0.0,0.05,1,0.01,290,1,7,11,77,8.4,2,0,0,0.0,4,1,8,13
レギュラーラウンド,群馬銀行グリーンウイングス,16,61,13,4,0,30.8,1,0,0,0.0,0.07,1,0.02,223,1,5,8,63,8.9,1,0,0,0.0,4,1,6,11
ファイナル６,群馬銀行グリーンウイングス,5,21,7,0,0,0.0,0,0,0,-,-,0,-,67,0,2,3,14,7.1,1,0,0,0.0,0,0,2,2
Ｖ・チャレンジリーグⅡ女子 2017/18,群馬銀行グリーンウイングス,15,51,25,6,0,24.0,0,0,0,-,0.12,5,0.10,180,4,9,8,74,16.4,0,0,0,-,6,5,13,24
レギュラーラウンド,群馬銀行グリーンウイングス,15,51,25,6,0,24.0,0,0,0,-,0.12,5,0.10,180,4,9,8,74,16.4,0,0,0,-,6,5,13,24
Ｖ・チャレンジリーグⅡ女子 2016/17,群馬銀行グリーンウイングス,15,53,40,16,1,40.0,0,0,0,-,0.30,4,0.08,237,1,5,14,85,11.1,0,0,0,-,16,4,6,26
レギュラーラウンド,群馬銀行グリーンウイングス,15,53,40,16,1,40.0,0,0,0,-,0.30,4,0.08,237,1,5,14,85,11.1,0,0,0,-,16,4,6,26
レギュラーシーズン通算,,67,227,79,27,1,34.2,1,0,0,0.0,0.12,11,0.05,734,6,19,30,240,10.6,1,0,0,0.0,27,11,25,63
通算,,74,254,86,27,1,31.4,1,0,0,0.0,0.11,11,0.04,814,6,21,34,258,10.2,2,0,0,0.0,27,11,27,65
