大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,大野石油広島オイラーズ,21,83,948,285,55,30.1,79,20,6,25.3,3.43,31,0.37,266,2,6,9,57,7.5,418,219,96,63.9,285,31,8,324
レギュラーラウンド,大野石油広島オイラーズ,21,83,948,285,55,30.1,79,20,6,25.3,3.43,31,0.37,266,2,6,9,57,7.5,418,219,96,63.9,285,31,8,324
V.LEAGUE DIVISION2 WOMEN 2018-19,大野石油広島オイラーズ,23,24,125,39,15,31.2,5,1,1,20.0,1.62,2,0.08,59,0,1,2,17,8.1,72,24,20,47.2,39,2,1,42
レギュラーラウンド,大野石油広島オイラーズ,18,17,74,22,12,29.7,2,1,1,50.0,1.29,2,0.12,39,0,1,2,11,8.3,63,22,17,48.4,22,2,1,25
ファイナル６,大野石油広島オイラーズ,5,7,51,17,3,33.3,3,0,0,0.0,2.43,0,-,20,0,0,0,6,7.5,9,2,3,38.9,17,0,0,17
Ｖ・チャレンジリーグⅠ女子 2017/18,大野石油広島オイラーズ,18,57,422,129,28,30.6,0,0,0,-,2.26,7,0.12,169,2,2,4,50,9.2,345,144,97,55.8,129,7,4,140
レギュラーラウンド,大野石油広島オイラーズ,18,57,422,129,28,30.6,0,0,0,-,2.26,7,0.12,169,2,2,4,50,9.2,345,144,97,55.8,129,7,4,140
Ｖ・チャレンジリーグⅠ女子 2016/17,仙台ベルフィーユ,21,69,393,120,26,30.5,0,0,0,-,1.74,4,0.06,188,0,2,3,72,10.4,422,256,0,60.7,120,4,2,126
レギュラーラウンド,仙台ベルフィーユ,21,69,393,120,26,30.5,0,0,0,-,1.74,4,0.06,188,0,2,3,72,10.4,422,256,0,60.7,120,4,2,126
Ｖ・チャレンジリーグⅠ女子 2015/16,仙台ベルフィーユ,2,6,34,13,3,38.2,0,0,0,-,2.17,2,0.33,12,0,0,0,7,14.6,39,13,0,33.3,13,2,0,15
レギュラーラウンド,仙台ベルフィーユ,2,6,34,13,3,38.2,0,0,0,-,2.17,2,0.33,12,0,0,0,7,14.6,39,13,0,33.3,13,2,0,15
レギュラーシーズン通算,,80,232,1871,569,124,30.4,81,21,7,25.9,2.45,46,0.20,674,4,11,18,197,8.9,1287,654,210,59.0,569,46,15,630
通算,,85,239,1922,586,127,30.5,84,21,7,25.0,2.45,46,0.19,694,4,11,18,203,8.8,1296,656,213,58.8,586,46,15,647
