大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,17,31,269,87,22,32.3,6,2,2,33.3,2.81,2,0.06,64,1,5,5,24,16.8,168,67,44,53.0,87,2,6,95
レギュラーラウンド,群馬銀行グリーンウイングス,17,31,269,87,22,32.3,6,2,2,33.3,2.81,2,0.06,64,1,5,5,24,16.8,168,67,44,53.0,87,2,6,95
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,2,6,71,22,5,31.0,1,0,1,0.0,3.67,1,0.17,12,0,0,2,2,0.0,48,20,4,45.8,22,1,0,23
チャレンジマッチ,群馬銀行グリーンウイングス,2,6,71,22,5,31.0,1,0,1,0.0,3.67,1,0.17,12,0,0,2,2,0.0,48,20,4,45.8,22,1,0,23
V.LEAGUE DIVISION2 WOMEN 2018-19,群馬銀行グリーンウイングス,8,11,93,33,8,35.5,0,0,0,-,3.0,2,0.18,26,0,1,0,9,12.5,62,31,3,52.4,33,2,1,36
レギュラーラウンド,群馬銀行グリーンウイングス,6,4,37,18,1,48.6,0,0,0,-,4.5,0,-,12,0,1,0,3,14.6,22,9,1,43.2,18,0,1,19
ファイナル６,群馬銀行グリーンウイングス,2,7,56,15,7,26.8,0,0,0,-,2.14,2,0.29,14,0,0,0,6,10.7,40,22,2,57.5,15,2,0,17
Ｖ・チャレンジリーグⅡ女子 2017/18,群馬銀行グリーンウイングス,15,15,109,27,10,24.8,1,0,0,0.0,1.8,1,0.07,40,1,3,1,19,21.2,86,25,18,39.5,27,1,4,32
レギュラーラウンド,群馬銀行グリーンウイングス,15,15,109,27,10,24.8,1,0,0,0.0,1.8,1,0.07,40,1,3,1,19,21.2,86,25,18,39.5,27,1,4,32
Ｖ・チャレンジリーグⅡ女子 2016/17,群馬銀行グリーンウイングス,6,10,68,24,5,35.3,2,0,0,0.0,2.4,3,0.30,18,0,1,2,7,14.2,41,15,0,36.6,24,3,1,28
レギュラーラウンド,群馬銀行グリーンウイングス,6,10,68,24,5,35.3,2,0,0,0.0,2.4,3,0.30,18,0,1,2,7,14.2,41,15,0,36.6,24,3,1,28
Ｖ・チャレンジリーグⅡ女子 2015/16,群馬銀行グリーンウイングス,10,33,307,97,36,31.6,11,2,1,18.2,2.94,5,0.15,131,1,7,10,65,17.4,135,70,0,51.9,97,5,8,110
レギュラーラウンド,群馬銀行グリーンウイングス,10,33,307,97,36,31.6,11,2,1,18.2,2.94,5,0.15,131,1,7,10,65,17.4,135,70,0,51.9,97,5,8,110
レギュラーシーズン通算,,54,93,790,253,74,32.0,20,4,3,20.0,2.72,11,0.12,265,3,17,18,118,17.0,452,186,63,48.1,253,11,20,284
通算,,58,106,917,290,86,31.6,21,4,4,19.0,2.74,14,0.13,291,3,17,20,126,16.0,540,228,69,48.6,290,14,20,324
