月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,2,,大西真咲,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
12,2,,大西真咲,7,0,2,2,2,0,84,17,8,20.238095238095237,10.714285714285714,12.0,2,0,0,0.0,0,0.0,12,1,0,3,14.583333333333334,34,15,12,61.76470588235294
01,2,,大西真咲,1,0,0,0,0,0,8,0,1,0.0,-12.5,8.0,0,0,0,,0,0.0,1,0,0,0,0.0,5,1,2,40.0
02,2,,大西真咲,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
