試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2016-10-29,10,久光製薬スプリングス,1,,長岡望悠,3,■,■,■,nan,nan,40,19,1,0.475,0.45,6.33,13,7,0,53.8,1,0.33,12,0,1,4,8.3,0,0,0,-
2016-10-29,10,久光製薬スプリングス,2,,古藤千鶴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-10-29,10,久光製薬スプリングス,3,,新鍋理沙,3,■,■,■,nan,nan,32,12,1,0.375,0.34375,4.00,3,0,0,0.0,0,-,17,3,3,7,26.8,9,4,0,44.4
2016-10-29,10,久光製薬スプリングス,4,,岩坂名奈,3,■,■,■,nan,nan,12,3,0,0.25,0.25,1.00,0,0,0,-,4,1.33,11,0,1,4,9.1,0,0,0,-
2016-10-29,10,久光製薬スプリングス,5,,水田祐未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-10-29,10,久光製薬スプリングス,6,,石井優希,3,■,■,■,nan,nan,33,12,3,0.36363636363636365,0.2727272727272727,4.00,0,0,0,-,0,-,12,0,3,6,12.5,31,16,0,51.6
2016-10-29,10,久光製薬スプリングス,8,,野本梨佳,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-
2016-10-29,10,久光製薬スプリングス,9,,トカルスカマヤ,3,■,■,■,nan,nan,11,6,0,0.5454545454545454,0.5454545454545454,2.00,0,0,0,-,0,-,6,0,1,1,4.2,1,0,0,0.0
2016-10-29,10,久光製薬スプリングス,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-10-29,10,久光製薬スプリングス,14,,森谷史佳,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
