名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カーリーウォーパット,2016-10,東レアローズ,1,10,4,33,10,0,30.3,30.3,0,0,0,6,10,0,3,2,0,0,0,16,,2.5,1.5,-2.5,
カーリーウォーパット,2016-11,東レアローズ,1,77,24,119,70,2,58.8,57.1,0,0,0,21,81,5,14,26,2,1,0,96,,2.92,0.88,9.9,50.0
カーリーウォーパット,2016-12,東レアローズ,1,48,15,95,58,4,61.1,56.8,0,0,0,5,47,1,7,19,1,0,0,64,,3.87,0.33,8.5,0.0
カーリーウォーパット,2017-01,東レアローズ,1,8,31,149,79,5,53.0,49.7,0,0,0,19,79,2,15,25,2,2,0,100,,2.55,0.61,5.7,100.0
シッティラックオヌマー,2016-10,JTマーヴェラス,6,10,3,31,14,0,45.2,45.2,8,5,0,0,12,1,1,6,0,0,0,15,62.5,4.67,0.0,18.8,
シッティラックオヌマー,2016-11,JTマーヴェラス,6,88,29,318,125,12,39.3,35.5,50,23,5,7,94,3,16,25,6,4,0,135,46.0,4.31,0.24,5.6,66.7
シッティラックオヌマー,2016-12,JTマーヴェラス,6,48,14,153,63,8,41.2,35.9,22,9,2,2,45,5,2,15,1,1,0,70,40.9,4.5,0.14,18.3,100.0
シッティラックオヌマー,2017-01,JTマーヴェラス,6,8,28,363,133,17,36.6,32.0,45,13,3,8,112,5,10,35,8,4,0,146,28.9,4.75,0.29,10.0,50.0
ジャクソンカースティ,2016-10,日立リヴァーレ,14,10,3,17,9,1,52.9,47.1,0,0,0,2,10,1,1,2,0,0,0,12,,3.0,0.67,12.5,
ジャクソンカースティ,2016-11,日立リヴァーレ,14,88,31,216,97,11,44.9,39.8,0,0,0,4,109,3,9,43,4,2,0,104,,3.13,0.13,10.6,50.0
ジャクソンカースティ,2016-12,日立リヴァーレ,14,48,14,70,35,5,50.0,42.9,0,0,0,9,43,0,5,15,1,0,0,44,,2.5,0.64,5.8,0.0
ジャクソンカースティ,2017-01,日立リヴァーレ,14,8,35,236,112,14,47.5,41.5,0,0,0,16,96,2,14,38,19,12,0,130,,3.2,0.46,8.3,63.2
トカルスカマヤ,2016-10,久光製薬スプリングス,9,10,3,11,6,0,54.5,54.5,0,0,0,0,6,0,1,1,1,0,0,6,,2.0,0.0,0.0,0.0
トカルスカマヤ,2016-11,久光製薬スプリングス,9,88,31,111,51,8,45.9,38.7,0,0,0,23,89,3,9,32,2,1,0,77,,1.65,0.74,9.8,50.0
トカルスカマヤ,2016-12,久光製薬スプリングス,9,48,15,54,31,2,57.4,53.7,0,0,0,15,46,2,6,18,1,0,0,48,,2.07,1.0,10.9,0.0
トカルスカマヤ,2017-01,久光製薬スプリングス,9,8,33,129,72,7,55.8,50.4,0,0,0,22,90,1,11,25,13,7,0,95,,2.18,0.67,5.0,53.8
ドリスジェニファー,2016-10,PFUブルーキャッツ,2,10,4,26,8,1,30.8,26.9,0,0,0,4,12,0,0,3,3,2,0,12,,2.0,1.0,6.2,66.7
ドリスジェニファー,2016-11,PFUブルーキャッツ,2,88,27,178,94,2,52.8,51.7,0,0,0,6,77,4,5,22,3,2,0,104,,3.48,0.22,10.7,66.7
ドリスジェニファー,2016-12,PFUブルーキャッツ,2,48,15,125,64,3,51.2,48.8,0,0,0,5,32,0,1,9,1,1,0,69,,4.27,0.33,6.2,100.0
ドリスジェニファー,2017-01,PFUブルーキャッツ,2,8,29,219,116,6,53.0,50.2,0,0,0,10,70,0,6,22,3,1,0,126,,4.0,0.34,5.7,33.3
ニコロバエミリヤ,2016-11,NECレッドロケッツ,3,88,24,221,87,13,39.4,33.5,47,18,7,11,72,3,5,22,1,0,0,101,38.3,3.62,0.46,10.1,0.0
ニコロバエミリヤ,2016-12,NECレッドロケッツ,3,48,12,20,7,2,35.0,25.0,0,0,0,0,6,0,0,2,0,0,0,7,,0.58,0.0,8.3,
ニコロバエミリヤ,2017-01,NECレッドロケッツ,3,8,18,69,37,2,53.6,50.7,18,8,1,2,38,5,3,17,3,2,0,44,44.4,2.06,0.11,22.4,66.7
ポリーナラヒモワ,2016-10,トヨタ車体クインシーズ,17,10,3,48,11,5,22.9,12.5,13,5,1,3,9,1,1,5,0,0,0,15,38.5,3.67,1.0,22.2,
ポリーナラヒモワ,2016-11,トヨタ車体クインシーズ,17,88,28,467,202,40,43.3,34.7,147,60,16,15,111,14,29,53,0,0,0,231,40.8,7.21,0.54,18.0,
