名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ウスティメンコオレーナ,2012-11,埼玉上尾メディックス,39,44,12,166,84,10,50.6,44.6,28,9,7,6,39,6,8,10,0,0,0,32.1,7.0,0.5,16.7,
ウスティメンコオレーナ,2012-12,埼玉上尾メディックス,39,24,5,25,12,1,48.0,44.0,3,2,0,0,24,5,3,6,0,0,0,66.7,2.4,0.0,24.0,
ウスティメンコオレーナ,2013-01,埼玉上尾メディックス,39,3,9,86,43,0,50.0,50.0,15,7,0,2,32,4,7,8,0,0,0,46.7,4.78,0.22,13.3,
ウスティメンコオレーナ,2013-02,埼玉上尾メディックス,39,10,18,174,80,11,46.0,39.7,27,9,3,10,50,3,10,24,0,0,0,33.3,4.44,0.56,13.0,
ウスティメンコオレーナ,2013-03,埼玉上尾メディックス,39,12,14,203,94,12,46.3,40.4,40,18,6,9,57,9,9,21,0,0,0,45.0,6.71,0.64,21.1,
ドリスジェニファー,2012-11,日立リヴァーレ,10,11,3,25,11,2,44.0,36.0,0,0,0,2,12,0,0,3,0,0,0,,3.67,0.67,6.2,
ドリスジェニファー,2012-12,日立リヴァーレ,10,24,7,39,24,2,61.5,56.4,0,0,0,6,15,0,0,6,1,1,0,,3.43,0.86,10.0,100.0
ドリスジェニファー,2013-01,日立リヴァーレ,10,6,18,97,49,1,50.5,49.5,0,0,0,14,70,3,0,24,0,0,0,,2.72,0.78,12.9,
ドリスジェニファー,2013-02,日立リヴァーレ,10,8,14,59,33,0,55.9,55.9,0,0,0,12,37,0,4,18,0,0,0,,2.36,0.86,9.5,
ドリスジェニファー,2013-03,日立リヴァーレ,10,15,16,82,50,2,61.0,58.5,0,0,0,18,48,0,2,17,3,1,0,,3.12,1.12,7.8,33.3
ロマーニャユランニ,2012-11,PFUブルーキャッツ,9,44,13,165,62,13,37.6,29.7,51,20,7,8,34,0,4,18,2,1,0,39.2,4.77,0.62,10.3,50.0
ロマーニャユランニ,2012-12,PFUブルーキャッツ,9,36,10,61,36,0,59.0,59.0,4,3,0,6,31,2,4,15,0,0,0,75.0,3.6,0.6,15.3,
ロマーニャユランニ,2013-01,PFUブルーキャッツ,9,2,7,29,13,3,44.8,34.5,6,2,2,3,17,0,2,4,0,0,0,33.3,1.86,0.43,2.9,
ロマーニャユランニ,2013-02,PFUブルーキャッツ,9,10,21,118,50,1,42.4,41.5,1,0,0,16,55,3,9,17,0,0,0,0.0,2.38,0.76,9.1,
ロマーニャユランニ,2013-03,PFUブルーキャッツ,9,12,12,70,37,2,52.9,50.0,2,1,1,7,35,1,3,14,0,0,0,50.0,3.08,0.58,10.7,
三浦あゆみ,2013-03,GSS東京サンビームズ,8,9,9,98,23,9,23.5,14.3,0,0,0,0,17,1,5,6,50,30,0,,2.56,0.0,7.4,60.0
三浦茉実,2012-11,埼玉上尾メディックス,21,44,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三浦茉実,2012-12,埼玉上尾メディックス,21,24,5,10,2,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0,,
三浦茉実,2013-01,埼玉上尾メディックス,21,3,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
三浦茉実,2013-02,埼玉上尾メディックス,21,10,3,3,0,1,0.0,-33.3,0,0,0,3,0,0,0,0,2,0,0,,0.0,1.0,,0.0
三浦茉実,2013-03,埼玉上尾メディックス,21,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
上村麻衣,2012-11,仙台ベルフィーユ,10,33,10,29,17,1,58.6,55.2,0,0,0,11,32,1,4,12,1,1,0,,1.7,1.1,9.4,100.0
上村麻衣,2012-12,仙台ベルフィーユ,10,24,7,37,18,1,48.6,45.9,0,0,0,12,19,0,3,7,2,1,0,,2.57,1.71,5.3,50.0
上村麻衣,2013-01,仙台ベルフィーユ,10,4,14,66,25,2,37.9,34.8,1,0,0,11,46,0,4,12,4,2,0,0.0,1.79,0.79,4.3,50.0
上村麻衣,2013-02,仙台ベルフィーユ,10,10,17,80,26,5,32.5,26.2,1,0,0,13,53,2,2,19,4,2,0,0.0,1.53,0.76,11.8,50.0
上村麻衣,2013-03,仙台ベルフィーユ,10,12,16,56,22,7,39.3,26.8,0,0,0,9,43,1,0,17,5,2,0,,1.38,0.56,12.2,40.0
