名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
武井利恵,埼玉上尾メディックス,30,76,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
武次稜佳,フォレストリーヴズ熊本,14,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
永松幸乃,日立リヴァーレ,9,63,34,7,3,0,42.9,42.9,0,0,0,7,100,5,6,45,0,0,0,,0.09,0.21,14.8,
永溝友美子,フォレストリーヴズ熊本,11,64,15,0,0,0,,,0,0,0,0,21,1,3,10,0,0,0,,0.0,0.0,13.1,
永野沙也加,日立リヴァーレ,19,15,2,4,1,0,25.0,25.0,0,0,0,0,2,1,0,0,0,0,0,,0.5,0.0,50.0,
江森圭美,柏エンゼルクロス,7,106,63,671,208,49,31.0,23.7,62,12,11,11,219,10,23,59,329,209,0,19.4,3.3,0.17,8.7,63.5
江畑幸子,日立リヴァーレ,4,64,59,679,295,45,43.4,36.8,169,73,14,20,232,16,29,88,0,0,0,43.2,5.0,0.34,13.3,
清水亜寿里,PFUブルーキャッツ,14,104,48,287,98,14,34.1,29.3,0,0,0,8,123,1,9,40,183,106,0,,2.04,0.17,7.1,57.9
清水理央,PFUブルーキャッツ,19,79,4,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,,0.0,0.0,,100.0
渡邉愛以,仙台ベルフィーユ,14,83,54,273,89,20,32.6,25.3,6,0,1,9,117,2,6,42,136,61,0,0.0,1.65,0.17,9.4,44.9
渡邊彩,仙台ベルフィーユ,11,83,58,245,86,10,35.1,31.0,3,0,0,34,164,1,14,68,4,3,0,0.0,1.48,0.59,8.8,75.0
渡邊沙織,PFUブルーキャッツ,18,104,35,211,74,13,35.1,28.9,2,0,0,1,138,6,6,43,211,123,0,0.0,2.11,0.03,11.1,58.3
渡邊美菜,柏エンゼルクロス,5,106,60,335,117,34,34.9,24.8,1,0,0,23,190,4,19,64,10,7,0,0.0,1.95,0.38,8.0,70.0
湯川理奈,JAぎふリオレーナ,2,94,67,328,146,17,44.5,39.3,0,0,0,39,243,7,17,96,3,1,0,,2.18,0.58,11.0,33.3
滝沢ななえ,埼玉上尾メディックス,7,93,53,0,0,0,,,0,0,0,0,76,4,3,26,95,68,0,,0.0,0.0,12.8,71.6
王亜辰,仙台ベルフィーユ,6,83,50,383,130,28,33.9,26.6,95,15,12,20,111,2,10,35,3,0,0,15.8,2.6,0.4,7.4,0.0
田中涼子,大野石油広島オイラーズ,4,117,63,961,354,33,36.8,33.4,304,84,13,19,264,16,30,92,19,16,0,27.6,5.62,0.3,11.9,84.2
田井琴美,大野石油広島オイラーズ,14,22,1,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,,0.0,0.0,,50.0
田村真希,柏エンゼルクロス,1,106,31,0,0,0,,,0,0,0,0,48,3,1,15,0,0,0,,0.0,0.0,13.5,
皆本明日香,埼玉上尾メディックス,16,93,58,296,135,12,45.6,41.6,14,7,1,25,146,10,7,44,318,183,0,50.0,2.33,0.43,13.2,57.5
矢城あさみ,フォレストリーヴズ熊本,10,86,63,377,128,23,34.0,27.9,0,0,0,42,166,5,15,48,3,1,0,,2.03,0.67,8.0,33.3
矢山美沙,大野石油広島オイラーズ,1,117,62,187,52,9,27.8,23.0,2,1,0,34,200,4,14,63,0,0,0,50.0,0.84,0.55,8.1,
石橋ちとせ,柏エンゼルクロス,4,106,60,410,127,27,31.0,24.4,1,0,0,4,153,7,19,53,293,168,0,0.0,2.12,0.07,10.1,57.3
石田小枝,日立リヴァーレ,13,42,3,2,1,0,50.0,50.0,0,0,0,0,4,1,2,1,0,0,0,,0.33,0.0,18.8,
砂田遥,PFUブルーキャッツ,12,104,46,66,22,7,33.3,22.7,0,0,0,18,118,3,6,41,0,0,0,,0.48,0.39,10.0,
福島里奈,フォレストリーヴズ熊本,17,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福田みつ子,フォレストリーヴズ熊本,4,86,63,749,269,34,35.9,31.4,47,12,7,38,219,6,9,72,51,22,0,25.5,4.27,0.6,9.9,43.1
福田有里,大野石油広島オイラーズ,3,117,63,0,0,0,,,0,0,0,0,0,0,0,0,337,209,0,,0.0,0.0,,62.0
竹本由美,柏エンゼルクロス,2,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
竹田江里,埼玉上尾メディックス,24,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川絢加,日立リヴァーレ,1,6,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
細川麻美,埼玉上尾メディックス,15,44,4,4,2,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0,,
船崎恵視,PFUブルーキャッツ,2,104,64,20,8,0,40.0,40.0,1,0,0,9,250,14,24,107,3,0,0,0.0,0.12,0.14,13.9,0.0
色摩知巳,KUROBEアクアフェアリーズ,5,83,70,808,292,29,36.1,32.5,21,2,1,28,244,5,10,89,421,246,0,9.5,4.17,0.4,10.1,58.4
芦澤美加,大野石油広島オイラーズ,10,117,4,0,0,0,,,0,0,0,0,5,0,4,0,0,0,0,,0.0,0.0,-20.0,
芦野李沙,柏エンゼルクロス,13,106,43,61,15,2,24.6,21.3,1,1,0,4,6,0,0,2,52,25,0,100.0,0.35,0.09,8.3,48.1
芳賀小梨絵,仙台ベルフィーユ,3,83,43,11,4,0,36.4,36.4,2,0,0,1,96,1,3,39,0,0,0,0.0,0.09,0.02,10.4,
菅野友美,日立リヴァーレ,2,33,5,14,7,1,50.0,42.9,0,0,0,1,19,0,1,7,1,1,0,,1.4,0.2,7.9,100.0
菅野菜緒美,KUROBEアクアフェアリーズ,10,83,70,474,141,37,29.7,21.9,2,0,1,19,240,14,23,84,288,175,0,0.0,2.01,0.27,12.2,60.8
菅長愛子,柏エンゼルクロス,14,106,60,0,0,0,,,0,0,0,0,0,0,0,0,305,205,0,,0.0,0.0,,67.2
菊地めぐみ,GSS東京サンビームズ,16,94,54,291,82,18,28.2,22.0,0,0,0,16,143,5,11,43,84,38,0,,1.52,0.3,9.1,45.2
藤原夏海,JAぎふリオレーナ,16,94,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
見崎真琴,GSS東京サンビームズ,14,94,54,198,42,18,21.2,12.1,0,0,0,2,104,4,17,36,4,2,0,,0.78,0.04,8.4,50.0
足立史織,PFUブルーキャッツ,8,104,61,371,132,12,35.6,32.3,1,0,0,22,228,15,16,78,416,259,0,0.0,2.16,0.36,13.4,62.3
近藤志歩,埼玉上尾メディックス,23,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
遠井萌仁,日立リヴァーレ,12,64,59,268,106,13,39.6,34.7,18,5,2,14,225,8,28,90,498,339,0,27.8,1.8,0.24,10.4,68.1
酢田眞実,フォレストリーヴズ熊本,9,86,55,79,30,6,38.0,30.4,0,0,0,4,90,4,12,26,29,4,0,,0.55,0.07,8.3,13.8
重松史乃,GSS東京サンビームズ,1,94,54,49,20,0,40.8,40.8,1,0,0,3,139,7,18,54,2,0,0,0.0,0.37,0.06,11.5,0.0
長岡藍,GSS東京サンビームズ,6,94,54,790,223,60,28.2,20.6,21,6,5,4,110,1,23,37,133,77,0,28.6,4.13,0.07,4.1,57.9
関舞,埼玉上尾メディックス,19,93,58,0,0,0,,,0,0,0,0,0,0,0,0,235,172,0,,0.0,0.0,,73.2
雨堤みなみ,仙台ベルフィーユ,2,83,59,536,173,20,32.3,28.5,91,29,5,11,172,9,10,65,236,81,0,31.9,2.93,0.19,13.2,34.3
須江はるか,GSS東京サンビームズ,21,93,6,12,4,0,33.3,33.3,1,1,0,1,5,0,3,1,0,0,0,100.0,0.67,0.17,-10.0,
餅田千佳,PFUブルーキャッツ,1,58,21,0,0,0,,,0,0,0,0,36,5,1,6,39,26,0,,0.0,0.0,17.4,66.7
高桑冬華,大野石油広島オイラーズ,13,117,12,39,10,6,25.6,10.3,0,0,0,1,33,1,0,12,38,22,0,,0.83,0.08,12.1,57.9
高橋千晶,PFUブルーキャッツ,17,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋沙織,日立リヴァーレ,11,64,50,408,163,23,40.0,34.3,76,33,9,27,221,12,17,90,134,80,0,43.4,3.26,0.54,13.7,59.7
高野奈保,JAぎふリオレーナ,14,94,7,0,0,0,,,0,0,0,0,13,1,0,5,0,0,0,,0.0,0.0,17.3,
