試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2012-11-10,11,日立リヴァーレ,4,,江畑幸子,3,■,■,■,nan,nan,46,21,2,0.45652173913043476,0.41304347826086957,7.00,11,6,0,54.5,0,-,10,1,3,3,17.5,0,0,0,-
2012-11-10,11,日立リヴァーレ,5,L,佐藤あり紗,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,8,0,88.9
2012-11-10,11,日立リヴァーレ,6,,引地舞,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-11-10,11,日立リヴァーレ,8,,佐藤美弥,3,■,■,■,nan,nan,3,1,1,0.3333333333333333,0.0,0.33,0,0,0,-,3,1.00,15,1,1,3,10.3,0,0,0,-
2012-11-10,11,日立リヴァーレ,9,,永松幸乃,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-11-10,11,日立リヴァーレ,10,,ドリスジェニファー,3,■,■,■,nan,nan,25,11,2,0.44,0.36,3.67,0,0,0,-,2,0.67,12,0,0,3,6.2,0,0,0,-
2012-11-10,11,日立リヴァーレ,11,,高橋沙織,3,■,■,■,nan,nan,20,8,1,0.4,0.35,2.67,0,0,0,-,1,0.33,11,1,0,4,16.4,20,9,0,45.0
2012-11-10,11,日立リヴァーレ,12,,遠井萌仁,3,■,■,■,nan,nan,12,6,0,0.5,0.5,2.00,0,0,0,-,0,-,17,0,1,10,14.7,18,12,0,66.7
2012-11-10,11,日立リヴァーレ,13,,石田小枝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-11-10,11,日立リヴァーレ,14,,佐々木美麗,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-
2012-11-10,11,日立リヴァーレ,16,,松下琴美,3,■,■,■,nan,nan,7,4,1,0.5714285714285714,0.42857142857142855,1.33,0,0,0,-,1,0.33,6,0,2,2,8.3,1,0,0,0.0
2012-11-10,11,日立リヴァーレ,17,L,斎田杏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-11-10,11,日立リヴァーレ,18,,伊関悠,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0
2012-11-10,11,日立リヴァーレ,19,,永野沙也加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2012-11-10,11,仙台ベルフィーユ,2,,雨堤みなみ,3,□,□,■,nan,nan,17,5,0,0.29411764705882354,0.29411764705882354,1.67,1,0,0,0.0,0,-,3,0,1,0,0.0,6,3,0,50.0
