大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,ヴォレアス北海道,16,30,139,79,11,56.8,19,10,2,52.6,2.63,7,0.23,117,2,6,26,23,6.2,153,57,52,54.2,79,7,8,94
レギュラーラウンド,ヴォレアス北海道,16,30,139,79,11,56.8,19,10,2,52.6,2.63,7,0.23,117,2,6,26,23,6.2,153,57,52,54.2,79,7,8,94
V.LEAGUE DIVISION3 MEN 2018-19,ヴォレアス北海道,20,75,383,187,34,48.8,43,20,11,46.5,2.49,18,0.24,296,5,11,62,60,5.2,390,152,106,52.6,187,18,16,221
レギュラーラウンド,ヴォレアス北海道,20,75,383,187,34,48.8,43,20,11,46.5,2.49,18,0.24,296,5,11,62,60,5.2,390,152,106,52.6,187,18,16,221
Ｖ・チャレンジリーグⅡ男子 2017/18,ヴォレアス北海道,18,64,324,140,36,43.2,52,23,8,44.2,2.19,20,0.31,251,5,18,47,63,10.8,301,152,55,59.6,140,20,23,183
レギュラーラウンド,ヴォレアス北海道,18,64,324,140,36,43.2,52,23,8,44.2,2.19,20,0.31,251,5,18,47,63,10.8,301,152,55,59.6,140,20,23,183
Ｖ・チャレンジリーグ男子 2014/15,東京ヴェルディ,21,50,347,130,44,37.5,83,34,16,41.0,2.6,12,0.24,180,0,7,43,45,9.4,4,2,0,50.0,130,12,7,149
レギュラーラウンド,東京ヴェルディ,21,50,347,130,44,37.5,83,34,16,41.0,2.6,12,0.24,180,0,7,43,45,9.4,4,2,0,50.0,130,12,7,149
Ｖ・チャレンジリーグ男子 2013/14,東京ヴェルディ,7,18,64,24,7,37.5,11,5,2,45.5,1.33,1,0.06,44,0,0,10,19,10.8,23,7,0,30.4,24,1,0,25
レギュラーラウンド,東京ヴェルディ,7,18,64,24,7,37.5,11,5,2,45.5,1.33,1,0.06,44,0,0,10,19,10.8,23,7,0,30.4,24,1,0,25
レギュラーシーズン通算,,82,237,1257,560,132,44.6,208,92,39,44.2,2.36,58,0.24,888,12,42,188,210,6.7,871,370,213,54.7,560,58,54,672
通算,,82,237,1257,560,132,44.6,208,92,39,44.2,2.36,58,0.24,888,12,42,188,210,6.7,871,370,213,54.7,560,58,54,672
