大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,26,33,0,0,0,-,0,0,0,-,-,4,0.12,51,0,0,3,5,1.0,1,0,0,0.0,0,4,0,4
レギュラーラウンド,堺ブレイザーズ,25,32,0,0,0,-,0,0,0,-,-,4,0.12,50,0,0,3,5,1.0,1,0,0,0.0,0,4,0,4
GAME1（5位決定戦）,堺ブレイザーズ,1,1,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,堺ブレイザーズ,11,15,0,0,0,-,0,0,0,-,-,0,-,13,1,0,2,1,5.8,0,0,0,-,0,0,1,1
レギュラーラウンド,堺ブレイザーズ,11,15,0,0,0,-,0,0,0,-,-,0,-,13,1,0,2,1,5.8,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ男子 2017/18,堺ブレイザーズ,21,45,4,1,1,25.0,2,0,0,0.0,0.02,10,0.22,109,1,1,9,14,3.0,2,0,0,0.0,1,10,2,13
レギュラーラウンド,堺ブレイザーズ,21,45,4,1,1,25.0,2,0,0,0.0,0.02,10,0.22,109,1,1,9,14,3.0,2,0,0,0.0,1,10,2,13
レギュラーシーズン通算,,57,92,4,1,1,25.0,2,0,0,0.0,0.01,14,0.15,172,2,1,14,20,2.6,3,0,0,0.0,1,14,3,18
通算,,58,93,4,1,1,25.0,2,0,0,0.0,0.01,14,0.15,173,2,1,14,20,2.6,3,0,0,0.0,1,14,3,18
