大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,28,98,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,411,204,89,60.5,0,0,0,0
レギュラーラウンド,堺ブレイザーズ,27,95,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,394,196,83,60.3,0,0,0,0
GAME1（5位決定戦）,堺ブレイザーズ,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,17,8,6,64.7,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,堺ブレイザーズ,31,116,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,382,162,90,54.2,0,0,0,0
レギュラーラウンド,堺ブレイザーズ,27,99,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,331,142,82,55.3,0,0,0,0
ファイナル６,堺ブレイザーズ,4,17,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,51,20,8,47.1,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,FC東京,21,51,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,101,39,29,53.0,0,0,0,0
レギュラーラウンド,FC東京,21,51,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,101,39,29,53.0,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,FC東京,1,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
レギュラーラウンド,FC東京,1,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
チャレンジマッチ男子2016/17,FC東京,2,5,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,3,2,0,66.7,0,0,0,0
チャレンジマッチ,FC東京,2,5,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,3,2,0,66.7,0,0,0,0
レギュラーシーズン通算,,76,247,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,828,378,194,57.4,0,0,0,0
通算,,83,272,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,899,408,208,57.0,0,0,0,0
