大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,27,90,202,96,7,47.5,0,0,0,-,1.07,24,0.27,288,0,4,9,56,5.5,15,7,3,56.7,96,24,4,124
レギュラーラウンド,堺ブレイザーズ,26,87,194,91,7,46.9,0,0,0,-,1.05,24,0.28,275,0,4,9,55,5.6,13,6,3,57.7,91,24,4,119
GAME1（5位決定戦）,堺ブレイザーズ,1,3,8,5,0,62.5,0,0,0,-,1.67,0,-,13,0,0,0,1,1.9,2,1,0,50.0,5,0,0,5
V.LEAGUE DIVISION1 MEN 2018-19,堺ブレイザーズ,31,79,188,108,4,57.4,0,0,0,-,1.37,22,0.28,238,2,8,19,51,7.6,14,9,3,75.0,108,22,10,140
レギュラーラウンド,堺ブレイザーズ,26,60,141,80,4,56.7,0,0,0,-,1.33,14,0.23,178,2,7,14,39,8.6,8,5,2,75.0,80,14,9,103
ファイナル６,堺ブレイザーズ,5,19,47,28,0,59.6,0,0,0,-,1.47,8,0.42,60,0,1,5,12,4.6,6,4,1,75.0,28,8,1,37
Ｖ・プレミアリーグ男子 2017/18,堺ブレイザーズ,21,62,154,87,6,56.5,0,0,0,-,1.40,28,0.45,171,0,3,15,27,3.5,9,9,0,100.0,87,28,3,118
レギュラーラウンド,堺ブレイザーズ,21,62,154,87,6,56.5,0,0,0,-,1.40,28,0.45,171,0,3,15,27,3.5,9,9,0,100.0,87,28,3,118
Ｖ・プレミアリーグ男子 2016/17,堺ブレイザーズ,26,99,247,145,9,58.7,0,0,0,-,1.46,36,0.36,320,3,3,15,107,10.0,16,11,0,68.8,145,36,6,187
レギュラーラウンド,堺ブレイザーズ,21,79,193,115,9,59.6,0,0,0,-,1.46,25,0.32,250,2,3,10,82,10.0,8,5,0,62.5,115,25,5,145
ファイナル６,堺ブレイザーズ,5,20,54,30,0,55.6,0,0,0,-,1.50,11,0.55,70,1,0,5,25,10.4,8,6,0,75.0,30,11,1,42
Ｖ・プレミアリーグ男子 2015/16,堺ブレイザーズ,26,87,253,134,14,53.0,0,0,0,-,1.54,32,0.37,252,0,1,13,66,6.9,14,10,0,71.4,134,32,1,167
レギュラーラウンド,堺ブレイザーズ,21,69,204,110,10,53.9,0,0,0,-,1.59,27,0.39,202,0,1,11,53,7.0,12,8,0,66.7,110,27,1,138
ファイナル６,堺ブレイザーズ,5,18,49,24,4,49.0,0,0,0,-,1.33,5,0.28,50,0,0,2,13,6.5,2,2,0,100.0,24,5,0,29
Ｖ・プレミアリーグ男子 2014/15,堺ブレイザーズ,26,103,342,199,17,58.2,0,0,0,-,1.93,62,0.60,334,4,7,31,97,10.1,7,7,0,100.0,199,62,11,272
レギュラーラウンド,堺ブレイザーズ,21,84,268,155,13,57.8,0,0,0,-,1.85,44,0.52,274,3,7,21,75,10.0,6,6,0,100.0,155,44,10,209
ファイナル６,堺ブレイザーズ,5,19,74,44,4,59.5,0,0,0,-,2.32,18,0.95,60,1,0,10,22,10.8,1,1,0,100.0,44,18,1,63
Ｖ・プレミアリーグ男子 2013/14,堺ブレイザーズ,32,126,356,198,15,55.6,1,0,0,0.0,1.57,64,0.51,392,0,2,11,89,6.1,26,19,0,73.1,198,64,2,264
レギュラーラウンド,堺ブレイザーズ,28,109,308,171,11,55.5,1,0,0,0.0,1.57,54,0.50,336,0,2,10,78,6.3,20,14,0,70.0,171,54,2,227
セミファイナルラウンド,堺ブレイザーズ,3,12,30,16,3,53.3,0,0,0,-,1.33,4,0.33,38,0,0,1,7,4.6,4,4,0,100.0,16,4,0,20
ファイナルラウンド,堺ブレイザーズ,1,5,18,11,1,61.1,0,0,0,-,2.20,6,1.20,18,0,0,0,4,5.6,2,1,0,50.0,11,6,0,17
日韓V.LEAGUE TOP MATCH 男子2013,,1,5,10,5,0,50.0,0,0,0,-,1.00,4,0.80,20,0,0,1,6,7.5,0,0,0,-,5,4,0,9
日韓V.LEAGUE TOP MATCH,,1,5,10,5,0,50.0,0,0,0,-,1.00,4,0.80,20,0,0,1,6,7.5,0,0,0,-,5,4,0,9
Ｖ・プレミアリーグ男子 2012/13,堺ブレイザーズ,32,104,262,134,19,51.1,0,0,0,-,1.29,64,0.62,398,3,10,19,100,9.0,25,21,0,84.0,134,64,13,211
レギュラーラウンド,堺ブレイザーズ,28,87,228,117,16,51.3,0,0,0,-,1.34,60,0.69,331,3,10,17,81,9.4,21,18,0,85.7,117,60,13,190
