試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-01-26,パナソニックパンサーズ,1,,清水邦広,5,■,■,■,■,■,45,30,0,0.6666666666666666,0.6666666666666666,6.00,18,13,0,72.2,1,0.20,21,3,3,3,14.3,1,0,0,0.0
2020-01-26,パナソニックパンサーズ,2,,深津英臣,5,■,■,■,■,■,4,3,0,0.75,0.75,0.60,0,0,0,-,3,0.60,27,1,1,9,11.1,0,0,0,-
2020-01-26,パナソニックパンサーズ,4,,大竹壱青,4,□,□,nan,□,□,2,1,1,0.5,0.0,0.25,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,パナソニックパンサーズ,5,,渡辺奏吾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,パナソニックパンサーズ,6,,白澤健児,5,■,■,■,■,■,13,5,0,0.38461538461538464,0.38461538461538464,1.00,0,0,0,-,4,0.80,18,0,1,2,1.4,0,0,0,-
2020-01-26,パナソニックパンサーズ,7,,久原翼,5,■,■,■,■,■,34,15,2,0.4411764705882353,0.38235294117647056,3.00,4,2,1,50.0,3,0.60,17,0,1,3,2.9,26,15,7,71.2
2020-01-26,パナソニックパンサーズ,10,,山内晶大,4,■,■,■,■,nan,7,1,0,0.14285714285714285,0.14285714285714285,0.25,0,0,0,-,2,0.50,12,1,1,5,16.7,1,0,1,50.0
2020-01-26,パナソニックパンサーズ,13,,クビアクミハウ,5,■,■,■,■,■,38,19,1,0.5,0.47368421052631576,3.80,6,2,0,33.3,3,0.60,20,1,3,5,7.5,59,27,9,53.4
2020-01-26,パナソニックパンサーズ,14,,劉鴻敏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,パナソニックパンサーズ,16,L,伊賀亮平,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,パナソニックパンサーズ,17,L,永野健,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,6,5,70.8
2020-01-26,パナソニックパンサーズ,20,,新貴裕,3,nan,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,パナソニックパンサーズ,21,,兒玉康成,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2020-01-26,パナソニックパンサーズ,22,,小宮雄一郎,2,nan,nan,nan,□,■,0,0,0,,,-,0,0,0,-,0,-,6,0,1,3,8.3,1,0,1,50.0
2020-01-26,パナソニックパンサーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,143,74,4,0.5174825174825175,0.48951048951048953,14.80,28,17,1,60.7,16,3.20,123,6,11,30,8.7,100,48,23,59.5
