試合日,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-12-07,22,,奥田晃,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-21,22,,奥田晃,3,,□,□,□,,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-
2019-12-22,22,,奥田晃,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2020-01-18,22,,奥田晃,2,,□,■,,,3,2,0,0.6666666666666666,0.6666666666666666,1.00,0,0,0,-,0,-,8,0,0,0,0.0,0,0,0,-
2020-01-19,22,,奥田晃,5,□,■,■,■,■,3,0,1,0.0,-0.3333333333333333,-,0,0,0,-,0,-,24,0,1,2,1.0,0,0,0,-
2020-01-25,22,,奥田晃,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-26,22,,奥田晃,1,,□,,,,2,1,1,0.5,0.0,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2020-02-09,22,,奥田晃,3,■,■,■,,,1,1,0,1.0,1.0,0.33,0,0,0,-,1,0.33,8,0,0,0,0.0,0,0,0,-
2020-02-15,22,,奥田晃,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-02-16,22,,奥田晃,2,,□,□,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2020-02-22,22,,奥田晃,3,□,□,■,,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-02-23,22,,奥田晃,3,□,□,■,,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
