試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-12-22,ルートインホテルズブリリアントアリーズ,2,,小坂亜未,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,4,1,2,50.0
2019-12-22,ルートインホテルズブリリアントアリーズ,3,L,水谷真友,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,0,50.0
2019-12-22,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,5,■,■,■,■,■,3,2,0,0.6666666666666666,0.6666666666666666,0.40,0,0,0,-,0,-,18,1,1,7,13.9,0,0,0,-
2019-12-22,ルートインホテルズブリリアントアリーズ,5,,高橋愛未,5,■,■,■,■,■,52,16,4,0.3076923076923077,0.23076923076923078,3.20,1,0,1,0.0,2,0.40,20,2,1,8,18.8,22,16,2,77.3
2019-12-22,ルートインホテルズブリリアントアリーズ,6,,岸村恵実,5,■,■,■,■,■,45,16,1,0.35555555555555557,0.3333333333333333,3.20,0,0,0,-,5,1.00,10,0,2,0,-5.0,2,1,1,75.0
2019-12-22,ルートインホテルズブリリアントアリーズ,7,,平岡みさと,1,nan,nan,nan,□,nan,8,3,0,0.375,0.375,3.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2019-12-22,ルートインホテルズブリリアントアリーズ,8,L,石井彩,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,2,62.5
2019-12-22,ルートインホテルズブリリアントアリーズ,9,,降籏実可,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-
2019-12-22,ルートインホテルズブリリアントアリーズ,10,,常田美夢,5,■,■,■,■,■,20,5,2,0.25,0.15,1.00,0,0,0,-,4,0.80,19,1,0,7,14.5,2,1,0,50.0
2019-12-22,ルートインホテルズブリリアントアリーズ,11,,平原果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-22,ルートインホテルズブリリアントアリーズ,12,,綱田愛,5,■,■,■,■,■,34,13,1,0.38235294117647056,0.35294117647058826,2.60,0,0,0,-,0,-,19,1,0,8,15.8,24,12,3,56.2
2019-12-22,ルートインホテルズブリリアントアリーズ,13,,白石ふう香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-22,ルートインホテルズブリリアントアリーズ,15,,平野七菜,5,■,■,■,■,■,46,16,6,0.34782608695652173,0.21739130434782608,3.20,1,0,1,0.0,2,0.40,18,0,2,5,4.2,33,11,8,45.5
2019-12-22,ルートインホテルズブリリアントアリーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,208,71,14,0.34134615384615385,0.27403846153846156,14.20,2,0,2,0.0,13,2.60,108,5,6,35,11.3,97,47,18,57.7
