大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2020-21 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,19,42,2,0,1,0.0,0,0,0,-,-,2,0.05,10,0,0,0,1,2.5,3,2,0,66.7,0,2,0,2
レギュラーラウンド,ジェイテクトSTINGS,19,42,2,0,1,0.0,0,0,0,-,-,2,0.05,10,0,0,0,1,2.5,3,2,0,66.7,0,2,0,2
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,27,51,17,8,1,47.1,0,0,0,-,0.16,5,0.10,47,0,0,0,8,4.3,2,0,1,25.0,8,5,0,13
レギュラーラウンド,ジェイテクトSTINGS,25,43,14,7,1,50.0,0,0,0,-,0.16,4,0.09,32,0,0,0,4,3.1,2,0,1,25.0,7,4,0,11
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル,ジェイテクトSTINGS,1,5,3,1,0,33.3,0,0,0,-,0.20,1,0.20,15,0,0,0,4,6.7,0,0,0,-,1,1,0,2
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,26,73,114,49,8,43.0,0,0,0,-,0.67,35,0.48,242,2,0,6,39,4.2,6,2,2,50.0,49,35,2,86
レギュラーラウンド,ジェイテクトSTINGS,26,73,114,49,8,43.0,0,0,0,-,0.67,35,0.48,242,2,0,6,39,4.2,6,2,2,50.0,49,35,2,86
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,26,93,147,79,11,53.7,0,0,0,-,0.85,54,0.58,350,1,4,23,64,4.4,21,9,8,61.9,79,54,5,138
レギュラーラウンド,ジェイテクトSTINGS,21,74,125,62,9,49.6,0,0,0,-,0.84,48,0.65,289,1,3,17,49,4.2,20,9,8,65.0,62,48,4,114
ファイナル６,ジェイテクトSTINGS,5,19,22,17,2,77.3,0,0,0,-,0.89,6,0.32,61,0,1,6,15,5.3,1,0,0,0.0,17,6,1,24
天皇杯全日本選手権大会,,1,4,8,2,1,25.0,0,0,0,-,0.50,1,0.25,15,1,0,1,4,11.7,0,0,0,-,2,1,1,4
レギュラーラウンド,,1,4,8,2,1,25.0,0,0,0,-,0.50,1,0.25,15,1,0,1,4,11.7,0,0,0,-,2,1,1,4
