試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,1,,長岡望悠,3,■,■,■,nan,nan,40,19,1,47.5,45.0,6.33,13,7,0,53.8,1,0.33,12,0,1,4,8.3,0,0,0,-,20,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,2,,古藤千鶴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,3,,新鍋理沙,3,■,■,■,nan,nan,32,12,1,37.5,34.4,4.00,3,0,0,0.0,0,-,17,3,3,7,26.8,9,4,0,44.4,15,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,4,,岩坂名奈,3,■,■,■,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,4,1.33,11,0,1,4,9.1,0,0,0,-,7,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,5,,水田祐未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,6,,石井優希,3,■,■,■,nan,nan,33,12,3,36.4,27.3,4.00,0,0,0,-,0,-,12,0,3,6,12.5,31,16,0,51.6,12,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,8,,野本梨佳,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,1,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,9,,トカルスカマヤ,3,■,■,■,nan,nan,11,6,0,54.5,54.5,2.00,0,0,0,-,0,-,6,0,1,1,4.2,1,0,0,0.0,6,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,14,,森谷史佳,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,18,L,戸江真奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,20,L,筒井さやか,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,7,0,53.8,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,23,,石橋里紗,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,24,,中大路絢野,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,13,1,2,3,13.5,0,0,0,-,3,,,,,,,,
2016-10-29,久光製薬スプリングス,日立リヴァーレ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,129,53,5,41.1,37.2,17.67,16,7,0,43.8,7,2.33,74,4,12,26,13.9,54,27,0,50.0,64,118,37,5,31.4,2,0.67,12.2,53.4
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,1,,間橋香織,3,□,□,□,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,3,,井上奈々朱,3,■,■,■,nan,nan,8,4,1,50.0,37.5,1.33,0,0,0,-,0,-,11,0,3,6,13.6,0,0,0,-,4,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,4,,下平夏奈,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,5,L,佐藤あり紗,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,6,0,37.5,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,6,,引地舞,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,8,,佐藤美弥,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,9,0,0,7,19.4,1,0,0,0.0,2,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,9,,渡邊久惠,3,■,■,■,nan,nan,33,6,1,18.2,15.2,2.00,9,2,1,22.2,0,-,11,0,0,4,9.1,0,0,0,-,6,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,10,,内瀬戸真実,3,■,■,■,nan,nan,27,8,2,29.6,22.2,2.67,0,0,0,-,0,-,8,0,1,4,12.5,21,13,0,61.9,8,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,12,,遠井萌仁,3,■,■,■,nan,nan,26,8,0,30.8,30.8,2.67,2,0,0,0.0,0,-,9,0,1,2,5.6,14,10,0,71.4,8,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,14,,ジャクソンカースティ,3,■,■,■,nan,nan,17,9,1,52.9,47.1,3.00,0,0,0,-,2,0.67,10,1,1,2,13.0,0,0,0,-,12,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,16,,東原枝里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,17,L,斎田杏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,18,,小池杏菜,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,2,0,33.3,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,21,,長内美和子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2016-10-29,日立リヴァーレ,久光製薬スプリングス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,118,37,5,31.4,27.1,12.33,11,2,1,18.2,2,0.67,60,1,6,26,12.2,58,31,0,53.4,40,129,53,5,41.1,7,2.33,13.9,50.0
2016-10-30,東レアローズ,PFUブルーキャッツ,1,3,0,1,,カーリーウォーパット,4,■,■,■,■,nan,33,10,0,30.3,30.3,2.50,0,0,0,-,6,1.50,10,0,3,2,5.0,0,0,0,-,16,,,,,,,,
2016-10-30,東レアローズ,PFUブルーキャッツ,1,3,0,2,,木村沙織,4,■,■,■,■,nan,51,11,5,21.6,11.8,2.75,1,0,1,0.0,1,0.25,14,1,2,2,9.3,15,12,0,80.0,13,,,,,,,,
2016-10-30,東レアローズ,PFUブルーキャッツ,1,3,0,3,,迫田さおり,4,■,■,■,■,nan,61,17,6,27.9,18.0,4.25,19,6,2,31.6,0,-,12,0,0,3,6.2,0,0,0,-,17,,,,,,,,
