名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ヤカングマ,大分三好ヴァイセアドラー,14,78,859,442,49,51.5,45.8,379,182,23,20,351,20,32,99,2,1,1,48.0,5.7,0.3,10.5,75.0
上前仁,大分三好ヴァイセアドラー,6,12,0,0,0,,,0,0,0,0,6,0,0,3,16,8,3,,0.0,0.0,12.5,59.4
上坂将輝,トヨタ自動車サンホークス,18,7,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,,0.0,0.0,8.3,
中川剛,富士通カワサキレッドスピリッツ,1,61,462,232,47,50.2,40.0,190,91,27,14,287,18,52,52,1,0,0,47.9,3.8,0.2,6.3,0.0
中村航太朗,警視庁フォートファイターズ,13,83,738,313,40,42.4,37.0,110,37,13,47,340,26,45,78,536,276,137,33.6,3.8,0.6,10.1,64.3
中津芳文,埼玉アザレア,8,69,210,97,7,46.2,42.9,0,0,0,29,231,6,12,45,1,1,0,,1.4,0.4,6.2,100.0
中道元貴,警視庁フォートファイターズ,14,84,20,12,0,60.0,60.0,0,0,0,23,399,26,62,139,7,1,1,,0.1,0.3,11.3,21.4
丸谷将大,富士通カワサキレッドスピリッツ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保田雅人,大同特殊鋼レッドスター,3,79,531,211,34,39.7,33.3,10,4,3,22,277,14,60,68,421,218,104,40.0,2.7,0.3,5.8,64.1
二五田大輔,大同特殊鋼レッドスター,10,51,226,81,17,35.8,28.3,24,11,5,4,145,2,3,32,278,135,76,45.8,1.6,0.1,6.4,62.2
伊元幸正,埼玉アザレア,22,29,7,2,0,28.6,28.6,0,0,0,0,47,6,11,22,10,5,1,,0.1,0.0,18.6,55.0
伊澤啓生,大同特殊鋼レッドスター,1,44,279,127,15,45.5,40.1,36,14,4,12,139,5,24,32,239,93,61,38.9,2.9,0.3,5.0,51.7
伊藤裕之介,警視庁フォートファイターズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤秀俊,警視庁フォートファイターズ,17,67,0,0,0,,,0,0,0,0,91,3,11,20,0,0,0,,0.0,0.0,5.8,
冨吉駿平,警視庁フォートファイターズ,11,36,0,0,0,,,0,0,0,0,52,1,5,5,0,0,0,,0.0,0.0,1.9,
冨永航一,埼玉アザレア,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田将武,埼玉アザレア,18,13,0,0,0,,,0,0,0,0,18,0,4,1,0,0,0,,0.0,0.0,-4.2,
加藤克貴,埼玉アザレア,2,23,84,29,9,34.5,23.8,1,0,0,4,41,0,8,6,111,54,27,0.0,1.3,0.2,-1.2,60.8
加藤啓,警視庁フォートファイターズ,4,84,270,137,13,50.7,45.9,0,0,0,57,213,3,12,34,6,2,2,,1.6,0.7,4.0,50.0
加藤大雄,富士通カワサキレッドスピリッツ,7,27,58,27,7,46.6,34.5,0,0,0,16,53,1,7,12,1,0,1,,1.0,0.6,4.2,50.0
勝将哉,大分三好ヴァイセアドラー,4,32,124,57,8,46.0,39.5,17,8,2,3,97,4,20,21,206,68,67,47.1,1.8,0.1,4.4,49.3
勝本真太郎,つくばユナイテッドSunGAIA,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古田彰紀,警視庁フォートファイターズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡圭市,警視庁フォートファイターズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡衛,トヨタ自動車サンホークス,16,77,558,241,47,43.2,34.8,48,25,7,20,332,27,48,83,5,1,2,52.1,3.1,0.3,10.8,40.0
國府田有矢,つくばユナイテッドSunGAIA,20,4,3,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
土井友登,つくばユナイテッドSunGAIA,12,19,0,0,0,,,0,0,0,1,48,0,6,12,0,0,0,,0.0,0.1,3.1,
