名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中川剛,2018-02,富士通カワサキレッドスピリッツ,1,18,142,72,18,50.7,38.0,65,33,13,2,80,5,13,12,1,0,0,50.8,4.0,0.11,5.9,0.0
中村航太朗,2017-11,警視庁フォートファイターズ,13,21,185,80,8,43.2,38.9,29,10,2,9,78,6,13,17,143,69,41,34.5,3.81,0.43,9.0,62.6
中村航太朗,2017-12,警視庁フォートファイターズ,13,17,146,63,12,43.2,34.9,22,6,4,10,68,3,13,19,100,50,23,27.3,3.71,0.59,6.6,61.5
中村航太朗,2018-01,警視庁フォートファイターズ,13,23,188,83,12,44.1,37.8,32,11,4,15,98,8,6,20,153,75,45,34.4,3.61,0.65,11.7,63.7
中村航太朗,2018-02,警視庁フォートファイターズ,13,22,219,87,8,39.7,36.1,27,10,3,13,96,9,13,22,140,82,28,37.0,3.95,0.59,11.7,68.6
中津芳文,2017-11,埼玉アザレア,8,19,66,29,3,43.9,39.4,0,0,0,4,61,1,6,8,0,0,0,,1.53,0.21,2.5,
中津芳文,2017-12,埼玉アザレア,8,12,27,17,1,63.0,59.3,0,0,0,9,38,2,0,8,1,1,0,,1.42,0.75,10.5,100.0
中津芳文,2018-01,埼玉アザレア,8,22,69,27,2,39.1,36.2,0,0,0,11,79,1,6,20,0,0,0,,1.23,0.5,5.7,
中津芳文,2018-02,埼玉アザレア,8,16,48,24,1,50.0,47.9,0,0,0,5,53,2,0,9,0,0,0,,1.5,0.31,8.0,
中道元貴,2017-11,警視庁フォートファイターズ,14,22,4,2,0,50.0,50.0,0,0,0,5,110,13,14,39,1,0,0,,0.09,0.23,17.5,0.0
中道元貴,2017-12,警視庁フォートファイターズ,14,17,1,1,0,100.0,100.0,0,0,0,6,69,0,14,17,1,0,0,,0.06,0.35,1.1,0.0
中道元貴,2018-01,警視庁フォートファイターズ,14,23,5,4,0,80.0,80.0,0,0,0,5,118,7,21,45,2,0,0,,0.17,0.22,11.0,0.0
中道元貴,2018-02,警視庁フォートファイターズ,14,22,10,5,0,50.0,50.0,0,0,0,7,102,6,13,38,3,1,1,,0.23,0.32,12.0,50.0
丸谷将大,2018-02,富士通カワサキレッドスピリッツ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
久保田雅人,2017-11,大同特殊鋼レッドスター,3,20,134,47,8,35.1,29.1,1,0,0,8,73,4,12,21,91,46,22,0.0,2.35,0.4,8.6,62.6
久保田雅人,2017-12,大同特殊鋼レッドスター,3,14,87,36,3,41.4,37.9,1,1,0,2,48,0,13,11,89,53,18,100.0,2.57,0.14,-1.0,69.7
久保田雅人,2018-01,大同特殊鋼レッドスター,3,20,140,61,13,43.6,34.3,3,1,1,3,65,4,12,16,105,54,28,33.3,3.05,0.15,7.7,64.8
久保田雅人,2018-02,大同特殊鋼レッドスター,3,25,170,67,10,39.4,33.5,5,2,2,9,91,6,23,20,136,65,36,40.0,2.68,0.36,5.8,61.0
二五田大輔,2017-11,大同特殊鋼レッドスター,10,13,64,27,1,42.2,40.6,7,6,1,3,45,2,1,15,79,44,15,85.7,2.08,0.23,12.2,65.2
二五田大輔,2017-12,大同特殊鋼レッドスター,10,14,95,31,12,32.6,20.0,12,4,3,0,52,0,2,11,92,47,25,33.3,2.21,0.0,4.3,64.7
二五田大輔,2018-01,大同特殊鋼レッドスター,10,12,62,23,4,37.1,30.6,4,1,1,1,37,0,0,5,78,35,26,25.0,1.92,0.08,3.4,61.5
二五田大輔,2018-02,大同特殊鋼レッドスター,10,12,5,0,0,0.0,0.0,1,0,0,0,11,0,0,1,29,9,10,0.0,0.0,0.0,2.3,48.3
伊元幸正,2017-12,埼玉アザレア,22,8,0,0,0,,,0,0,0,0,14,3,2,6,2,0,0,,0.0,0.0,28.6,0.0
伊元幸正,2018-01,埼玉アザレア,22,12,3,2,0,66.7,66.7,0,0,0,0,15,0,5,7,8,5,1,,0.17,0.0,3.3,68.8
伊元幸正,2018-02,埼玉アザレア,22,9,4,0,0,0.0,0.0,0,0,0,0,18,3,4,9,0,0,0,,0.0,0.0,23.6,
伊澤啓生,2017-11,大同特殊鋼レッドスター,1,8,32,10,4,31.2,18.8,4,1,1,0,17,0,5,6,26,15,5,25.0,1.25,0.0,1.5,67.3
伊澤啓生,2017-12,大同特殊鋼レッドスター,1,2,5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5,2,1,,0.0,0.0,,50.0
伊澤啓生,2018-01,大同特殊鋼レッドスター,1,9,77,36,3,46.8,42.9,13,6,1,3,40,3,9,7,57,17,20,46.2,4.0,0.33,6.2,47.4
伊澤啓生,2018-02,大同特殊鋼レッドスター,1,25,165,81,8,49.1,44.2,19,7,2,9,82,2,10,19,151,59,35,36.8,3.24,0.36,5.2,50.7
伊藤裕之介,2017-12,警視庁フォートファイターズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤裕之介,2018-01,警視庁フォートファイターズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤裕之介,2018-02,警視庁フォートファイターズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤秀俊,2017-11,警視庁フォートファイターズ,17,19,0,0,0,,,0,0,0,0,26,0,2,7,0,0,0,,0.0,0.0,4.8,
佐藤秀俊,2017-12,警視庁フォートファイターズ,17,12,0,0,0,,,0,0,0,0,18,0,1,5,0,0,0,,0.0,0.0,5.6,
佐藤秀俊,2018-01,警視庁フォートファイターズ,17,16,0,0,0,,,0,0,0,0,19,2,4,2,0,0,0,,0.0,0.0,7.9,
佐藤秀俊,2018-02,警視庁フォートファイターズ,17,20,0,0,0,,,0,0,0,0,28,1,4,6,0,0,0,,0.0,0.0,5.4,
冨吉駿平,2017-11,警視庁フォートファイターズ,11,18,0,0,0,,,0,0,0,0,28,1,3,1,0,0,0,,0.0,0.0,1.8,
冨吉駿平,2017-12,警視庁フォートファイターズ,11,5,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,,0.0,0.0,0.0,
冨吉駿平,2018-01,警視庁フォートファイターズ,11,10,0,0,0,,,0,0,0,0,15,0,1,2,0,0,0,,0.0,0.0,1.7,
冨吉駿平,2018-02,警視庁フォートファイターズ,11,3,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
冨永航一,2017-11,埼玉アザレア,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨永航一,2017-12,埼玉アザレア,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨永航一,2018-01,埼玉アザレア,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨永航一,2018-02,埼玉アザレア,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
前田将武,2017-11,埼玉アザレア,18,11,0,0,0,,,0,0,0,0,16,0,4,1,0,0,0,,0.0,0.0,-4.7,
前田将武,2017-12,埼玉アザレア,18,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
加藤克貴,2017-11,埼玉アザレア,2,4,12,4,2,33.3,16.7,0,0,0,1,4,0,1,1,11,8,1,,1.0,0.25,0.0,77.3
加藤克貴,2017-12,埼玉アザレア,2,6,46,17,7,37.0,21.7,0,0,0,1,19,0,0,4,53,22,14,,2.83,0.17,5.3,54.7
加藤克貴,2018-01,埼玉アザレア,2,1,3,0,0,0.0,0.0,0,0,0,0,1,0,0,0,4,1,2,,0.0,0.0,0.0,50.0
加藤克貴,2018-02,埼玉アザレア,2,12,23,8,0,34.8,34.8,1,0,0,2,17,0,7,1,43,23,10,0.0,0.67,0.17,-8.8,65.1
加藤啓,2017-11,警視庁フォートファイターズ,4,22,80,42,3,52.5,48.8,0,0,0,17,50,1,3,6,3,1,2,,1.91,0.77,3.5,66.7
加藤啓,2017-12,警視庁フォートファイターズ,4,17,45,22,5,48.9,37.8,0,0,0,14,41,0,1,10,1,0,0,,1.29,0.82,5.5,0.0
加藤啓,2018-01,警視庁フォートファイターズ,4,23,79,44,2,55.7,53.2,0,0,0,16,55,2,3,11,1,1,0,,1.91,0.7,7.3,100.0
加藤啓,2018-02,警視庁フォートファイターズ,4,22,66,29,3,43.9,39.4,0,0,0,10,67,0,5,7,1,0,0,,1.32,0.45,0.7,0.0
加藤大雄,2017-11,富士通カワサキレッドスピリッツ,7,6,4,3,0,75.0,75.0,0,0,0,1,3,0,1,1,0,0,0,,0.5,0.17,0.0,
加藤大雄,2017-12,富士通カワサキレッドスピリッツ,7,9,21,12,2,57.1,47.6,0,0,0,5,23,1,3,7,1,0,1,,1.33,0.56,8.7,50.0
加藤大雄,2018-01,富士通カワサキレッドスピリッツ,7,6,20,7,2,35.0,25.0,0,0,0,7,19,0,2,3,0,0,0,,1.17,1.17,1.3,
加藤大雄,2018-02,富士通カワサキレッドスピリッツ,7,6,13,5,3,38.5,15.4,0,0,0,3,8,0,1,1,0,0,0,,0.83,0.5,0.0,
勝将哉,2017-11,大分三好ヴァイセアドラー,4,12,61,24,3,39.3,34.4,12,6,1,0,36,2,5,8,87,26,31,50.0,2.0,0.0,7.6,47.7
勝将哉,2017-12,大分三好ヴァイセアドラー,4,13,51,25,4,49.0,41.2,4,1,1,1,50,2,11,11,89,28,28,25.0,1.92,0.08,4.0,47.2
勝将哉,2018-01,大分三好ヴァイセアドラー,4,3,10,7,1,70.0,60.0,1,1,0,2,8,0,1,2,24,13,5,100.0,2.33,0.67,3.1,64.6
勝将哉,2018-02,大分三好ヴァイセアドラー,4,4,2,1,0,50.0,50.0,0,0,0,0,3,0,3,0,6,1,3,,0.25,0.0,-25.0,41.7
勝本真太郎,2017-11,つくばユナイテッドSunGAIA,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝本真太郎,2017-12,つくばユナイテッドSunGAIA,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古田彰紀,2018-01,警視庁フォートファイターズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡圭市,2018-01,警視庁フォートファイターズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉岡衛,2017-11,トヨタ自動車サンホークス,16,22,146,58,11,39.7,32.2,19,8,4,4,85,4,14,19,0,0,0,42.1,2.64,0.18,6.2,
吉岡衛,2017-12,トヨタ自動車サンホークス,16,14,104,37,7,35.6,28.8,4,2,0,5,59,6,10,10,1,0,1,50.0,2.64,0.36,10.2,50.0
吉岡衛,2018-01,トヨタ自動車サンホークス,16,20,149,72,11,48.3,40.9,4,2,0,5,92,11,11,24,3,1,0,50.0,3.6,0.25,15.5,33.3
吉岡衛,2018-02,トヨタ自動車サンホークス,16,21,159,74,18,46.5,35.2,21,13,3,6,96,6,13,30,1,0,1,61.9,3.52,0.29,10.7,50.0
國府田有矢,2017-11,つくばユナイテッドSunGAIA,20,3,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
國府田有矢,2017-12,つくばユナイテッドSunGAIA,20,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
國府田有矢,2018-01,つくばユナイテッドSunGAIA,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
國府田有矢,2018-02,つくばユナイテッドSunGAIA,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
土井友登,2018-01,つくばユナイテッドSunGAIA,12,16,0,0,0,,,0,0,0,1,44,0,6,11,0,0,0,,0.0,0.06,2.8,
土井友登,2018-02,つくばユナイテッドSunGAIA,12,3,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
坂本凱,2017-11,トヨタ自動車サンホークス,15,14,0,0,0,,,0,0,0,0,16,0,5,4,0,0,0,,0.0,0.0,-1.6,
坂本凱,2017-12,トヨタ自動車サンホークス,15,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
大保亮太朗,2017-11,トヨタ自動車サンホークス,9,18,34,10,5,29.4,14.7,0,0,0,8,24,0,0,3,0,0,0,,0.56,0.44,3.1,
大保亮太朗,2017-12,トヨタ自動車サンホークス,9,4,6,1,1,16.7,0.0,0,0,0,0,10,0,0,2,0,0,0,,0.25,0.0,5.0,
大保亮太朗,2018-01,トヨタ自動車サンホークス,9,3,4,3,0,75.0,75.0,0,0,0,0,5,0,0,2,0,0,0,,1.0,0.0,10.0,
大保亮太朗,2018-02,トヨタ自動車サンホークス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大和田賢吾,2017-11,埼玉アザレア,9,3,13,7,0,53.8,53.8,1,1,0,3,6,0,1,0,0,0,0,100.0,2.33,1.0,-4.2,
大和田賢吾,2017-12,埼玉アザレア,9,4,16,6,0,37.5,37.5,0,0,0,1,10,0,5,3,0,0,0,,1.5,0.25,-5.0,
大和田賢吾,2018-01,埼玉アザレア,9,1,0,0,0,,,0,0,0,0,4,1,1,2,0,0,0,,0.0,0.0,31.2,
大和田賢吾,2018-02,埼玉アザレア,9,4,9,7,0,77.8,77.8,0,0,0,1,10,0,2,1,0,0,0,,1.75,0.25,-2.5,
大西基之,2018-01,大分三好ヴァイセアドラー,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大西基之,2018-02,大分三好ヴァイセアドラー,5,4,5,1,0,20.0,20.0,0,0,0,1,9,0,0,1,0,0,0,,0.25,0.25,2.8,
大野充史,2017-11,埼玉アザレア,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野隆一,2017-11,警視庁フォートファイターズ,5,21,69,36,6,52.2,43.5,0,0,0,8,34,0,6,7,4,1,1,,1.71,0.38,0.7,37.5
大野隆一,2017-12,警視庁フォートファイターズ,5,8,20,14,1,70.0,65.0,0,0,0,4,20,0,3,0,0,0,0,,1.75,0.5,-3.8,
大野隆一,2018-01,警視庁フォートファイターズ,5,4,11,5,0,45.5,45.5,0,0,0,2,7,0,1,0,1,0,0,,1.25,0.5,-3.6,0.0
大野隆一,2018-02,警視庁フォートファイターズ,5,3,6,1,1,16.7,0.0,0,0,0,0,8,0,1,1,0,0,0,,0.33,0.0,0.0,
奥村航,2017-11,つくばユナイテッドSunGAIA,3,20,78,52,3,66.7,62.8,0,0,0,9,56,3,14,13,5,4,1,,2.6,0.45,4.9,90.0
奥村航,2017-12,つくばユナイテッドSunGAIA,3,14,51,31,3,60.8,54.9,0,0,0,9,43,1,10,14,3,0,2,,2.21,0.64,4.7,33.3
奥村航,2018-01,つくばユナイテッドSunGAIA,3,16,64,33,3,51.6,46.9,0,0,0,5,38,1,13,2,9,1,5,,2.06,0.31,-4.6,38.9
奥村航,2018-02,つくばユナイテッドSunGAIA,3,12,50,28,5,56.0,46.0,0,0,0,10,24,2,5,3,1,1,0,,2.33,0.83,6.2,100.0
奥田基嗣,2017-11,つくばユナイテッドSunGAIA,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田基嗣,2017-12,つくばユナイテッドSunGAIA,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
奥田基嗣,2018-01,つくばユナイテッドSunGAIA,7,6,17,9,1,52.9,47.1,0,0,0,4,16,1,2,4,0,0,0,,1.5,0.67,9.4,
奥田基嗣,2018-02,つくばユナイテッドSunGAIA,7,11,23,11,3,47.8,34.8,0,0,0,2,29,0,6,6,5,3,0,,1.0,0.18,0.0,60.0
宮原博明,2017-11,大同特殊鋼レッドスター,19,4,9,1,1,11.1,0.0,1,0,1,0,1,0,1,0,8,3,3,0.0,0.25,0.0,-25.0,56.2
宮原博明,2017-12,大同特殊鋼レッドスター,19,4,7,1,3,14.3,-28.6,1,1,0,0,2,0,0,1,5,0,2,100.0,0.25,0.0,12.5,20.0
宮原博明,2018-01,大同特殊鋼レッドスター,19,1,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,2,0,2,,0.0,0.0,0.0,50.0
宮原博明,2018-02,大同特殊鋼レッドスター,19,3,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,0.33,0.0,,
小島大輝,2017-11,埼玉アザレア,3,20,119,65,5,54.6,50.4,0,0,0,8,50,2,2,8,1,0,0,,3.25,0.4,7.0,0.0
小島大輝,2017-12,埼玉アザレア,3,14,59,30,5,50.8,42.4,0,0,0,2,45,0,3,1,0,0,0,,2.14,0.14,-1.1,
小島大輝,2018-01,埼玉アザレア,3,22,132,69,12,52.3,43.2,1,1,0,10,54,0,3,14,5,3,0,100.0,3.14,0.45,5.1,60.0
小島大輝,2018-02,埼玉アザレア,3,20,104,46,7,44.2,37.5,0,0,0,4,36,0,2,1,1,0,1,,2.3,0.2,-0.7,50.0
小川功太,2017-11,警視庁フォートファイターズ,12,13,86,39,7,45.3,37.2,12,3,4,3,48,0,3,13,104,51,31,25.0,3.0,0.23,5.2,63.9
小川功太,2017-12,警視庁フォートファイターズ,12,17,134,60,12,44.8,35.8,13,8,2,5,67,5,4,19,118,58,30,61.5,3.53,0.29,13.1,61.9
小川功太,2018-01,警視庁フォートファイターズ,12,16,108,42,12,38.9,27.8,10,1,3,6,46,1,4,4,98,48,24,10.0,2.62,0.38,2.2,61.2
小川功太,2018-02,警視庁フォートファイターズ,12,22,157,69,16,43.9,33.8,5,0,0,6,90,2,4,25,118,57,28,0.0,3.14,0.27,8.1,60.2
小川貴大,2017-11,警視庁フォートファイターズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小川貴大,2017-12,警視庁フォートファイターズ,1,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2,
小川貴大,2018-01,警視庁フォートファイターズ,1,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
小川貴大,2018-02,警視庁フォートファイターズ,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松柾,2017-11,大分三好ヴァイセアドラー,2,9,2,2,0,100.0,100.0,0,0,0,3,25,2,4,4,0,0,0,,0.22,0.33,8.0,
小松柾,2017-12,大分三好ヴァイセアドラー,2,11,2,2,0,100.0,100.0,0,0,0,5,34,0,3,2,2,0,2,,0.18,0.45,-0.7,50.0
小松柾,2018-01,大分三好ヴァイセアドラー,2,12,1,1,0,100.0,100.0,0,0,0,3,22,0,5,3,0,0,0,,0.08,0.25,-2.3,
小松柾,2018-02,大分三好ヴァイセアドラー,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小林哲也,2017-11,VC長野トライデンツ,4,22,204,95,6,46.6,43.6,59,26,3,5,93,6,13,32,0,0,0,44.1,4.32,0.23,11.6,
小林哲也,2017-12,VC長野トライデンツ,4,15,98,45,6,45.9,39.8,33,13,3,6,47,2,7,10,0,0,0,39.4,3.0,0.4,5.9,
小林哲也,2018-01,VC長野トライデンツ,4,14,112,45,10,40.2,31.2,36,18,7,4,45,1,14,12,1,0,0,50.0,3.21,0.29,1.1,0.0
小林哲也,2018-02,VC長野トライデンツ,4,16,132,54,11,40.9,32.6,40,15,1,3,58,2,23,13,0,0,0,37.5,3.38,0.19,-0.9,
小林慎平,2017-12,富士通カワサキレッドスピリッツ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林慎平,2018-01,富士通カワサキレッドスピリッツ,6,13,0,0,0,,,0,0,0,0,0,0,0,0,12,3,5,,0.0,0.0,,45.8
小林慎平,2018-02,富士通カワサキレッドスピリッツ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小河原拓磨,2017-11,VC長野トライデンツ,15,13,0,0,0,,,0,0,0,0,14,0,6,2,0,0,0,,0.0,0.0,-7.1,
小河原拓磨,2017-12,VC長野トライデンツ,15,6,0,0,0,,,0,0,0,0,6,0,2,0,0,0,0,,0.0,0.0,-8.3,
小河原拓磨,2018-01,VC長野トライデンツ,15,12,0,0,0,,,0,0,0,0,14,1,2,3,0,0,0,,0.0,0.0,8.9,
小河原拓磨,2018-02,VC長野トライデンツ,15,17,0,0,0,,,0,0,0,0,20,0,5,7,0,0,0,,0.0,0.0,2.5,
小針幸,2017-11,つくばユナイテッドSunGAIA,9,19,160,76,9,47.5,41.9,11,3,3,2,81,2,10,17,88,31,27,27.3,4.0,0.11,4.6,50.6
小針幸,2017-12,つくばユナイテッドSunGAIA,9,14,98,46,9,46.9,37.8,13,9,1,1,52,1,6,9,64,20,15,69.2,3.29,0.07,3.4,43.0
小針幸,2018-01,つくばユナイテッドSunGAIA,9,18,135,50,11,37.0,28.9,32,5,6,3,53,4,9,11,28,8,9,15.6,2.78,0.17,8.5,44.6
小針幸,2018-02,つくばユナイテッドSunGAIA,9,5,31,12,2,38.7,32.3,3,0,1,1,9,1,3,3,5,1,1,0.0,2.4,0.2,11.1,30.0
尾木将,2018-01,富士通カワサキレッドスピリッツ,19,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
山下輝樹,2017-11,トヨタ自動車サンホークス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下輝樹,2017-12,トヨタ自動車サンホークス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下輝樹,2018-01,トヨタ自動車サンホークス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山下輝樹,2018-02,トヨタ自動車サンホークス,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本憲吾,2017-11,VC長野トライデンツ,12,22,0,0,0,,,0,0,0,0,0,0,0,0,104,50,28,,0.0,0.0,,61.5
山本憲吾,2017-12,VC長野トライデンツ,12,18,0,0,0,,,0,0,0,0,0,0,0,0,81,37,30,,0.0,0.0,,64.2
山本憲吾,2018-01,VC長野トライデンツ,12,23,0,0,0,,,0,0,0,0,0,0,0,0,36,20,12,,0.0,0.0,,72.2
山本憲吾,2018-02,VC長野トライデンツ,12,19,0,0,0,,,0,0,0,0,0,0,0,0,85,31,19,,0.0,0.0,,47.6
岡村義郎,2017-11,富士通カワサキレッドスピリッツ,10,20,59,41,0,69.5,69.5,0,0,0,9,63,2,10,12,0,0,0,,2.05,0.45,4.0,
岡村義郎,2017-12,富士通カワサキレッドスピリッツ,10,14,47,29,2,61.7,57.4,0,0,0,7,50,1,1,9,2,1,0,,2.07,0.5,6.0,50.0
岡村義郎,2018-01,富士通カワサキレッドスピリッツ,10,18,57,34,7,59.6,47.4,1,0,0,13,48,1,3,6,4,2,0,0.0,1.89,0.72,3.6,50.0
岡村義郎,2018-02,富士通カワサキレッドスピリッツ,10,15,45,24,1,53.3,51.1,0,0,0,15,41,0,2,5,1,0,0,,1.6,1.0,1.8,0.0
岩井浩二,2017-11,富士通カワサキレッドスピリッツ,14,20,106,52,6,49.1,43.4,0,0,0,9,69,3,14,11,111,52,37,,2.6,0.45,3.3,63.5
岩井浩二,2017-12,富士通カワサキレッドスピリッツ,14,12,106,39,6,36.8,31.1,0,0,0,5,42,1,7,6,56,25,15,,3.25,0.42,1.8,58.0
岩井浩二,2018-01,富士通カワサキレッドスピリッツ,14,24,164,81,6,49.4,45.7,1,0,0,8,84,2,8,28,164,62,52,0.0,3.38,0.33,8.3,53.7
岩井浩二,2018-02,富士通カワサキレッドスピリッツ,14,20,126,45,9,35.7,28.6,2,1,0,8,66,4,11,10,125,71,25,50.0,2.25,0.4,5.7,66.8
峯村幸太,2017-11,VC長野トライデンツ,6,22,149,64,7,43.0,38.3,5,0,0,6,81,5,11,17,178,73,42,0.0,2.91,0.27,8.0,52.8
峯村幸太,2017-12,VC長野トライデンツ,6,18,118,53,6,44.9,39.8,4,1,2,2,59,7,6,18,127,60,25,25.0,2.94,0.11,16.9,57.1
峯村幸太,2018-01,VC長野トライデンツ,6,24,231,94,15,40.7,34.2,25,13,3,9,90,3,9,23,185,84,42,52.0,3.92,0.38,7.2,56.8
峯村幸太,2018-02,VC長野トライデンツ,6,19,124,51,9,41.1,33.9,11,2,2,3,85,6,8,34,105,36,35,18.2,2.68,0.16,14.7,51.0
峰尾拓,2017-11,VC長野トライデンツ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
峰尾拓,2017-12,VC長野トライデンツ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
峰尾拓,2018-01,VC長野トライデンツ,5,16,0,0,0,,,0,0,0,0,0,0,0,0,76,28,20,,0.0,0.0,,50.0
峰尾拓,2018-02,VC長野トライデンツ,5,4,0,0,0,,,0,0,0,0,0,0,0,0,19,8,2,,0.0,0.0,,47.4
島崎征士郎,2017-11,大分三好ヴァイセアドラー,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
島崎征士郎,2017-12,大分三好ヴァイセアドラー,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
