大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,ヴィアティン三重,20,73,324,143,24,44.1,1,0,0,0.0,1.96,46,0.63,307,6,6,33,71,7.0,17,11,3,73.5,143,46,12,201
レギュラーラウンド,ヴィアティン三重,20,73,324,143,24,44.1,1,0,0,0.0,1.96,46,0.63,307,6,6,33,71,7.0,17,11,3,73.5,143,46,12,201
V.LEAGUE DIVISION3 MEN 2018-19,ヴィアティン三重,20,63,193,96,10,49.7,2,0,0,0.0,1.52,50,0.79,276,7,16,43,104,13.9,5,5,0,100.0,96,50,23,169
レギュラーラウンド,ヴィアティン三重,20,63,193,96,10,49.7,2,0,0,0.0,1.52,50,0.79,276,7,16,43,104,13.9,5,5,0,100.0,96,50,23,169
Ｖ・チャレンジリーグⅡ男子 2017/18,ヴィアティン三重,14,29,138,57,13,41.3,0,0,0,-,1.97,14,0.48,86,0,2,7,33,9.9,1,0,0,0.0,57,14,2,73
レギュラーラウンド,ヴィアティン三重,14,29,138,57,13,41.3,0,0,0,-,1.97,14,0.48,86,0,2,7,33,9.9,1,0,0,0.0,57,14,2,73
レギュラーシーズン通算,,54,165,655,296,47,45.2,3,0,0,0.0,1.79,110,0.67,669,13,24,83,208,10.2,23,16,3,76.1,296,110,37,443
通算,,54,165,655,296,47,45.2,3,0,0,0.0,1.79,110,0.67,669,13,24,83,208,10.2,23,16,3,76.1,296,110,37,443
