大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,ヴィアティン三重,20,42,17,10,0,58.8,1,1,0,100.0,0.24,4,0.10,87,0,0,5,20,4.3,0,0,0,-,10,4,0,14
レギュラーラウンド,ヴィアティン三重,20,42,17,10,0,58.8,1,1,0,100.0,0.24,4,0.10,87,0,0,5,20,4.3,0,0,0,-,10,4,0,14
V.LEAGUE DIVISION3 MEN 2018-19,ヴィアティン三重,20,41,40,22,4,55.0,1,1,0,100.0,0.54,8,0.20,103,0,1,11,22,3.6,2,0,0,0.0,22,8,1,31
レギュラーラウンド,ヴィアティン三重,20,41,40,22,4,55.0,1,1,0,100.0,0.54,8,0.20,103,0,1,11,22,3.6,2,0,0,0.0,22,8,1,31
Ｖ・チャレンジリーグⅡ男子 2017/18,ヴィアティン三重,15,44,9,1,1,11.1,3,1,1,33.3,0.02,0,-,70,0,2,12,23,6.8,3,0,1,16.7,1,0,2,3
レギュラーラウンド,ヴィアティン三重,15,44,9,1,1,11.1,3,1,1,33.3,0.02,0,-,70,0,2,12,23,6.8,3,0,1,16.7,1,0,2,3
Ｖ・チャレンジリーグ男子 2013/14,大同特殊鋼レッドスター,15,12,1,1,0,100.0,0,0,0,-,0.08,0,-,4,0,0,1,2,12.5,0,0,0,-,1,0,0,1
レギュラーラウンド,大同特殊鋼レッドスター,15,12,1,1,0,100.0,0,0,0,-,0.08,0,-,4,0,0,1,2,12.5,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,70,139,67,34,5,50.7,5,3,1,60.0,0.24,12,0.09,264,0,3,29,67,4.7,5,0,1,10.0,34,12,3,49
通算,,70,139,67,34,5,50.7,5,3,1,60.0,0.24,12,0.09,264,0,3,29,67,4.7,5,0,1,10.0,34,12,3,49
