大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,ヴィアティン三重,20,21,75,34,6,45.3,0,0,0,-,1.62,2,0.10,52,1,0,1,9,5.8,5,4,1,90.0,34,2,1,37
レギュラーラウンド,ヴィアティン三重,20,21,75,34,6,45.3,0,0,0,-,1.62,2,0.10,52,1,0,1,9,5.8,5,4,1,90.0,34,2,1,37
V.LEAGUE DIVISION3 MEN 2018-19,ヴィアティン三重,17,33,114,61,9,53.5,1,0,0,0.0,1.85,23,0.70,111,0,1,2,20,5.0,10,6,1,65.0,61,23,1,85
レギュラーラウンド,ヴィアティン三重,17,33,114,61,9,53.5,1,0,0,0.0,1.85,23,0.70,111,0,1,2,20,5.0,10,6,1,65.0,61,23,1,85
Ｖ・チャレンジリーグⅡ男子 2017/18,ヴィアティン三重,13,24,82,43,1,52.4,0,0,0,-,1.79,9,0.38,76,1,1,3,15,6.6,2,1,0,50.0,43,9,2,54
レギュラーラウンド,ヴィアティン三重,13,24,82,43,1,52.4,0,0,0,-,1.79,9,0.38,76,1,1,3,15,6.6,2,1,0,50.0,43,9,2,54
Ｖ・チャレンジリーグⅡ男子 2016/17,近畿クラブスフィーダ,4,5,2,1,0,50.0,0,0,0,-,0.2,0,-,7,0,0,0,0,0.0,0,0,0,-,1,0,0,1
レギュラーラウンド,近畿クラブスフィーダ,4,5,2,1,0,50.0,0,0,0,-,0.2,0,-,7,0,0,0,0,0.0,0,0,0,-,1,0,0,1
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,3,9,20,11,0,55.0,0,0,0,-,1.22,7,0.78,26,0,0,3,6,5.8,1,1,0,100.0,11,7,0,18
レギュラーラウンド,近畿クラブスフィーダ,3,9,20,11,0,55.0,0,0,0,-,1.22,7,0.78,26,0,0,3,6,5.8,1,1,0,100.0,11,7,0,18
Ｖ・チャレンジリーグ男子 2014/15,近畿クラブスフィーダ,6,4,1,1,0,100.0,0,0,0,-,0.25,0,-,3,0,0,0,1,8.3,0,0,0,-,1,0,0,1
レギュラーラウンド,近畿クラブスフィーダ,6,4,1,1,0,100.0,0,0,0,-,0.25,0,-,3,0,0,0,1,8.3,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,63,96,294,151,16,51.4,1,0,0,0.0,1.57,41,0.43,275,2,2,9,51,5.3,18,12,2,72.2,151,41,4,196
通算,,63,96,294,151,16,51.4,1,0,0,0.0,1.57,41,0.43,275,2,2,9,51,5.3,18,12,2,72.2,151,41,4,196
