大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,ヴィアティン三重,20,73,460,179,43,38.9,109,40,16,36.7,2.45,22,0.3,233,6,5,39,70,8.0,0,0,0,-,179,22,11,212
レギュラーラウンド,ヴィアティン三重,20,73,460,179,43,38.9,109,40,16,36.7,2.45,22,0.3,233,6,5,39,70,8.0,0,0,0,-,179,22,11,212
V.LEAGUE DIVISION3 MEN 2018-19,ヴィアティン三重,18,49,347,143,25,41.2,85,37,12,43.5,2.92,16,0.33,175,3,3,38,44,4.3,3,2,1,83.3,143,16,6,165
レギュラーラウンド,ヴィアティン三重,18,49,347,143,25,41.2,85,37,12,43.5,2.92,16,0.33,175,3,3,38,44,4.3,3,2,1,83.3,143,16,6,165
Ｖ・チャレンジリーグⅡ男子 2017/18,ヴィアティン三重,18,66,497,205,41,41.2,90,43,15,47.8,3.11,18,0.27,236,11,6,31,83,12.7,1,1,0,100.0,205,18,17,240
レギュラーラウンド,ヴィアティン三重,18,66,497,205,41,41.2,90,43,15,47.8,3.11,18,0.27,236,11,6,31,83,12.7,1,1,0,100.0,205,18,17,240
レギュラーシーズン通算,,56,188,1304,527,109,40.4,284,120,43,42.3,2.8,56,0.3,644,20,14,108,197,8.7,4,3,1,87.5,527,56,34,617
通算,,56,188,1304,527,109,40.4,284,120,43,42.3,2.8,56,0.3,644,20,14,108,197,8.7,4,3,1,87.5,527,56,34,617
