名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブレシーブ成功率
栗山雅史,2021-02,サントリーサンバーズ,19,5,17,5,2,29.4,17.6,4,1,2,1,6,0,2,3,4.2,3,1,1,6,25.0,1.0,0.2,50.0
栗山雅史,2021-03,サントリーサンバーズ,19,2,12,5,1,41.7,33.3,6,3,0,0,5,0,0,3,15.0,0,0,0,5,50.0,2.5,0.0,
梅本鈴太郎,2021-03,堺ブレイザーズ,18,2,2,0,1,0.0,-50.0,0,0,0,1,1,0,0,0,0.0,0,0,0,1,,0.0,0.5,
梅野聡,2020-10,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
梅野聡,2020-11,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
梅野聡,2021-01,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
梅野聡,2021-02,東レアローズ,19,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
森崎健史,2020-10,VC長野トライデンツ,16,18,37,22,0,59.5,59.5,0,0,0,2,67,3,11,11,4.5,10,4,2,27,,1.22,0.11,50.0
森崎健史,2020-11,VC長野トライデンツ,16,25,44,18,3,40.9,34.1,0,0,0,6,81,4,14,23,7.7,12,6,3,28,,0.72,0.24,62.5
森崎健史,2020-12,VC長野トライデンツ,16,7,13,8,0,61.5,61.5,0,0,0,1,17,2,6,1,4.4,4,0,2,11,,1.14,0.14,25.0
森崎健史,2021-01,VC長野トライデンツ,16,13,26,16,2,61.5,53.8,0,0,0,3,46,3,4,10,9.8,4,1,1,22,,1.23,0.23,37.5
森崎健史,2021-03,VC長野トライデンツ,16,4,9,7,0,77.8,77.8,0,0,0,2,12,1,1,4,14.6,2,1,0,10,,1.75,0.5,50.0
椿山竜介,2020-10,ウルフドッグス名古屋,14,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
椿山竜介,2020-11,ウルフドッグス名古屋,14,11,55,30,2,54.5,50.9,10,6,0,1,25,3,6,8,14.0,0,0,0,34,60.0,2.73,0.09,
椿山竜介,2020-12,ウルフドッグス名古屋,14,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
椿山竜介,2021-01,ウルフドッグス名古屋,14,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
椿山竜介,2021-02,ウルフドッグス名古屋,14,4,5,2,0,40.0,40.0,1,0,0,0,6,0,2,2,0.0,0,0,0,2,0.0,0.5,0.0,
椿山竜介,2021-03,ウルフドッグス名古屋,14,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
椿芽久,2020-10,VC長野トライデンツ,13,12,1,0,0,0.0,0.0,0,0,0,0,7,0,1,1,0.0,0,0,0,0,,0.0,0.0,
椿芽久,2020-11,VC長野トライデンツ,13,24,2,2,0,100.0,100.0,0,0,0,1,18,0,2,2,0.0,0,0,0,3,,0.08,0.04,
椿芽久,2020-12,VC長野トライデンツ,13,10,1,1,0,100.0,100.0,0,0,0,0,32,0,0,2,1.6,4,0,0,1,,0.1,0.0,0.0
椿芽久,2021-01,VC長野トライデンツ,13,12,1,1,0,100.0,100.0,0,0,0,0,7,0,0,1,3.6,0,0,0,1,,0.08,0.0,
椿芽久,2021-02,VC長野トライデンツ,13,14,1,1,0,100.0,100.0,0,0,0,0,21,0,1,2,1.2,0,0,0,1,,0.07,0.0,
椿芽久,2021-03,VC長野トライデンツ,13,5,0,0,0,,,0,0,0,1,7,0,0,0,0.0,0,0,0,1,,0.0,0.2,
樋口裕希,2020-10,堺ブレイザーズ,2,12,60,22,3,36.7,31.7,14,7,1,5,46,3,6,22,15.2,86,30,20,30,50.0,1.83,0.42,46.5
樋口裕希,2020-11,堺ブレイザーズ,2,26,159,73,5,45.9,42.8,25,14,2,7,93,2,16,33,6.7,189,62,46,82,56.0,2.81,0.27,45.0
樋口裕希,2020-12,堺ブレイザーズ,2,9,67,34,2,50.7,47.8,16,10,1,3,28,1,9,8,2.7,35,17,3,38,62.5,3.78,0.33,52.9
樋口裕希,2021-01,堺ブレイザーズ,2,6,29,11,3,37.9,27.6,6,3,1,1,19,0,3,5,2.6,32,13,9,12,50.0,1.83,0.17,54.7
樋口裕希,2021-02,堺ブレイザーズ,2,28,94,48,4,51.1,46.8,25,15,1,13,54,0,7,12,2.3,101,45,26,61,60.0,1.71,0.46,57.4
樋口裕希,2021-03,堺ブレイザーズ,2,10,68,29,3,42.6,38.2,21,11,2,2,39,0,8,10,1.3,72,30,18,31,52.4,2.9,0.2,54.2
橘裕也,2020-10,FC東京,3,8,0,0,0,,,0,0,0,0,2,0,0,0,0.0,8,1,2,0,,0.0,0.0,25.0
橘裕也,2020-11,FC東京,3,15,0,0,0,,,0,0,0,0,0,0,0,0,,19,12,4,0,,0.0,0.0,73.7
橘裕也,2020-12,FC東京,3,6,0,0,0,,,0,0,0,0,0,0,0,0,,5,2,3,0,,0.0,0.0,70.0
橘裕也,2021-01,FC東京,3,13,0,0,0,,,0,0,0,0,0,0,0,0,,19,11,2,0,,0.0,0.0,63.2
橘裕也,2021-02,FC東京,3,16,0,0,0,,,0,0,0,0,0,0,0,0,,23,14,5,0,,0.0,0.0,71.7
橘裕也,2021-03,FC東京,3,7,0,0,0,,,0,0,0,0,0,0,0,0,,15,6,3,0,,0.0,0.0,50.0
武智洸史,2020-10,JTサンダーズ広島,8,10,35,17,4,48.6,37.1,2,1,1,5,22,0,7,5,-2.3,44,28,9,22,50.0,1.7,0.5,73.9
武智洸史,2020-11,JTサンダーズ広島,8,21,105,47,7,44.8,38.1,11,6,0,4,58,1,9,8,1.3,105,42,29,52,54.5,2.24,0.19,53.8
武智洸史,2020-12,JTサンダーズ広島,8,8,47,16,4,34.0,25.5,1,1,0,2,25,0,5,4,-1.0,40,15,11,18,100.0,2.0,0.25,51.2
武智洸史,2021-01,JTサンダーズ広島,8,6,5,3,0,60.0,60.0,0,0,0,0,4,0,0,0,0.0,13,4,4,3,,0.5,0.0,46.2
武智洸史,2021-02,JTサンダーズ広島,8,8,0,0,0,,,0,0,0,0,14,1,4,0,0.0,3,0,1,1,,0.0,0.0,16.7
武藤鉄也,2020-10,FC東京,18,17,61,31,3,50.8,45.9,0,0,0,6,53,2,5,10,6.1,7,4,2,39,,1.82,0.35,71.4
武藤鉄也,2020-11,FC東京,18,9,23,12,0,52.2,52.2,0,0,0,3,25,0,1,5,4.0,3,2,1,15,,1.33,0.33,83.3
永野健,2020-10,パナソニックパンサーズ,17,2,0,0,0,,,0,0,0,0,0,0,0,0,,10,4,4,0,,0.0,0.0,60.0
永野健,2020-11,パナソニックパンサーズ,17,23,0,0,0,,,0,0,0,0,0,0,0,0,,120,56,36,0,,0.0,0.0,61.7
永野健,2020-12,パナソニックパンサーズ,17,8,0,0,0,,,0,0,0,0,0,0,0,0,,26,18,6,0,,0.0,0.0,80.8
永野健,2021-01,パナソニックパンサーズ,17,25,0,0,0,,,0,0,0,0,0,0,0,0,,117,54,27,0,,0.0,0.0,57.7
永野健,2021-02,パナソニックパンサーズ,17,28,0,0,0,,,0,0,0,0,0,0,0,0,,135,67,40,0,,0.0,0.0,64.4
永野健,2021-03,パナソニックパンサーズ,17,10,0,0,0,,,0,0,0,0,0,0,0,0,,47,25,13,0,,0.0,0.0,67.0
永露元稀,2020-10,ウルフドッグス名古屋,21,9,0,0,0,,,0,0,0,0,11,1,2,2,9.1,0,0,0,1,,0.0,0.0,
永露元稀,2020-11,ウルフドッグス名古屋,21,19,0,0,0,,,0,0,0,0,36,3,4,10,12.5,0,0,0,3,,0.0,0.0,
永露元稀,2020-12,ウルフドッグス名古屋,21,6,0,0,0,,,0,0,0,0,8,1,1,1,12.5,0,0,0,1,,0.0,0.0,
永露元稀,2021-01,ウルフドッグス名古屋,21,21,1,1,0,100.0,100.0,0,0,0,1,33,2,5,9,9.1,0,0,0,4,,0.05,0.05,
永露元稀,2021-02,ウルフドッグス名古屋,21,19,0,0,0,,,0,0,0,0,24,2,6,3,5.2,0,0,0,2,,0.0,0.0,
永露元稀,2021-03,ウルフドッグス名古屋,21,10,0,0,0,,,0,0,0,0,11,0,3,3,0.0,0,0,0,0,,0.0,0.0,
池田幸太,2020-10,VC長野トライデンツ,9,18,152,64,20,42.1,28.9,42,20,9,2,60,2,22,10,-1.7,90,36,26,68,47.6,3.56,0.11,54.4
池田幸太,2020-11,VC長野トライデンツ,9,16,83,32,7,38.6,30.1,9,4,1,2,49,2,10,19,8.7,101,42,25,36,44.4,2.0,0.12,54.0
池田幸太,2020-12,VC長野トライデンツ,9,9,43,15,8,34.9,16.3,9,2,2,1,25,3,6,6,12.0,29,14,11,19,22.2,1.67,0.11,67.2
池田幸太,2021-01,VC長野トライデンツ,9,14,63,28,2,44.4,41.3,13,8,1,5,34,0,11,6,-3.7,88,36,28,33,61.5,2.0,0.36,56.8
池田幸太,2021-02,VC長野トライデンツ,9,28,81,32,7,39.5,30.9,11,7,1,8,56,3,14,19,7.6,121,48,28,43,63.6,1.14,0.29,51.2
池田幸太,2021-03,VC長野トライデンツ,9,5,11,5,3,45.5,18.2,0,0,0,0,12,0,5,0,-10.4,32,9,7,5,,1.0,0.0,39.1
池田颯太,2021-01,VC長野トライデンツ,3,10,20,5,2,25.0,15.0,2,0,1,1,10,0,1,3,5.0,0,0,0,6,0.0,0.5,0.1,
池田颯太,2021-02,VC長野トライデンツ,3,6,11,6,0,54.5,54.5,3,2,0,0,6,0,0,2,8.3,0,0,0,6,66.7,1.0,0.0,
池田颯太,2021-03,VC長野トライデンツ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,-25.0,0,0,0,0,,0.0,0.0,
河東祐大,2020-10,VC長野トライデンツ,8,18,4,1,0,25.0,25.0,0,0,0,1,61,0,0,7,2.9,0,0,0,2,,0.06,0.06,
河東祐大,2020-11,VC長野トライデンツ,8,24,4,1,0,25.0,25.0,0,0,0,2,81,1,0,11,4.6,2,0,0,4,,0.04,0.08,0.0
河東祐大,2020-12,VC長野トライデンツ,8,4,1,1,0,100.0,100.0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,,0.25,0.0,
河東祐大,2021-01,VC長野トライデンツ,8,21,1,0,0,0.0,0.0,0,0,0,0,54,0,1,11,4.6,1,0,0,0,,0.0,0.0,0.0
河東祐大,2021-02,VC長野トライデンツ,8,30,3,1,0,33.3,33.3,0,0,0,0,88,0,4,16,3.4,1,0,0,1,,0.03,0.0,0.0
河東祐大,2021-03,VC長野トライデンツ,8,14,1,1,0,100.0,100.0,0,0,0,2,43,0,1,6,2.9,0,0,0,3,,0.07,0.14,
波佐間泰平,2020-10,VC長野トライデンツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
波佐間泰平,2020-11,VC長野トライデンツ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
波佐間泰平,2020-12,VC長野トライデンツ,15,1,0,0,0,,,0,0,0,0,3,0,0,0,0.0,0,0,0,0,,0.0,0.0,
波佐間泰平,2021-01,VC長野トライデンツ,15,9,0,0,0,,,0,0,0,0,12,0,0,7,14.6,0,0,0,0,,0.0,0.0,
波佐間泰平,2021-02,VC長野トライデンツ,15,12,1,0,0,0.0,0.0,0,0,0,0,15,1,0,5,15.0,0,0,0,1,,0.0,0.0,
波佐間泰平,2021-03,VC長野トライデンツ,15,7,0,0,0,,,0,0,0,0,8,1,0,4,25.0,0,0,0,1,,0.0,0.0,
浅野博亮,2020-10,ジェイテクトSTINGS,19,11,0,0,0,,,0,0,0,0,0,0,0,0,,15,7,1,0,,0.0,0.0,50.0
浅野博亮,2020-11,ジェイテクトSTINGS,19,1,0,0,0,,,0,0,0,0,0,0,0,0,,1,0,0,0,,0.0,0.0,0.0
浅野博亮,2020-12,ジェイテクトSTINGS,19,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
浅野博亮,2021-01,ジェイテクトSTINGS,19,5,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,7,2,2,0,,0.0,0.0,42.9
浅野博亮,2021-02,ジェイテクトSTINGS,19,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
深津旭弘,2020-10,JTサンダーズ広島,3,15,7,6,0,85.7,85.7,0,0,0,3,77,3,5,21,9.1,2,0,0,12,,0.4,0.2,0.0
深津旭弘,2020-11,JTサンダーズ広島,3,30,12,8,0,66.7,66.7,1,0,0,5,113,4,7,39,10.6,2,0,1,17,0.0,0.27,0.17,25.0
深津旭弘,2020-12,JTサンダーズ広島,3,8,2,0,0,0.0,0.0,0,0,0,0,21,0,1,6,6.0,0,0,0,0,,0.0,0.0,
深津旭弘,2021-01,JTサンダーズ広島,3,24,7,6,0,85.7,85.7,0,0,0,6,84,0,4,17,3.9,1,0,0,12,,0.25,0.25,0.0
深津旭弘,2021-02,JTサンダーズ広島,3,21,10,6,0,60.0,60.0,1,0,0,6,80,1,4,27,8.4,4,0,0,13,0.0,0.29,0.29,0.0
深津英臣,2020-10,パナソニックパンサーズ,2,19,2,2,0,100.0,100.0,0,0,0,3,85,3,10,22,7.1,1,0,0,8,,0.11,0.16,0.0
深津英臣,2020-11,パナソニックパンサーズ,2,28,11,6,0,54.5,54.5,0,0,0,10,97,2,7,27,7.2,6,0,0,18,,0.21,0.36,0.0
深津英臣,2020-12,パナソニックパンサーズ,2,8,3,1,0,33.3,33.3,1,0,0,1,33,1,4,12,9.1,0,0,0,3,0.0,0.12,0.12,
深津英臣,2021-01,パナソニックパンサーズ,2,25,13,7,0,53.8,53.8,1,0,0,4,115,6,6,38,12.2,2,0,0,17,0.0,0.28,0.16,0.0
深津英臣,2021-02,パナソニックパンサーズ,2,28,5,1,0,20.0,20.0,0,0,0,4,102,2,6,36,9.3,0,0,0,7,,0.04,0.14,
深津英臣,2021-03,パナソニックパンサーズ,2,10,2,2,0,100.0,100.0,0,0,0,3,40,4,0,17,20.6,0,0,0,9,,0.2,0.3,
清水邦広,2020-10,パナソニックパンサーズ,1,19,146,80,8,54.8,49.3,41,22,2,8,59,4,10,17,9.7,2,0,1,92,53.7,4.21,0.42,25.0
清水邦広,2020-11,パナソニックパンサーズ,1,20,147,73,6,49.7,45.6,39,17,2,1,71,11,18,17,15.1,5,1,2,85,43.6,3.65,0.05,40.0
清水邦広,2021-01,パナソニックパンサーズ,1,20,168,83,13,49.4,41.7,69,31,8,2,71,9,13,35,20.4,6,2,2,94,44.9,4.15,0.1,50.0
清水邦広,2021-02,パナソニックパンサーズ,1,23,193,115,7,59.6,56.0,77,45,4,4,83,9,17,23,12.7,3,2,1,128,58.4,5.0,0.17,83.3
清水邦広,2021-03,パナソニックパンサーズ,1,10,68,42,2,61.8,58.8,31,18,1,1,48,6,7,15,16.7,0,0,0,49,58.1,4.2,0.1,
渡辺奏吾,2020-10,パナソニックパンサーズ,5,2,6,3,0,50.0,50.0,0,0,0,0,3,0,2,0,-16.7,3,1,0,3,,1.5,0.0,33.3
渡辺奏吾,2020-11,パナソニックパンサーズ,5,22,139,71,4,51.1,48.2,9,6,1,5,81,4,15,19,6.2,105,37,27,80,66.7,3.23,0.23,48.1
渡辺奏吾,2020-12,パナソニックパンサーズ,5,8,60,25,3,41.7,36.7,5,3,0,0,26,0,6,8,1.9,51,18,16,25,60.0,3.12,0.0,51.0
渡辺奏吾,2021-01,パナソニックパンサーズ,5,9,33,9,2,27.3,21.2,2,0,0,0,27,1,1,9,11.1,37,14,13,10,0.0,1.0,0.0,55.4
渡辺奏吾,2021-02,パナソニックパンサーズ,5,7,29,16,1,55.2,51.7,1,0,1,0,20,0,5,2,-3.8,31,13,5,16,0.0,2.29,0.0,50.0
渡辺奏吾,2021-03,パナソニックパンサーズ,5,3,11,4,0,36.4,36.4,0,0,0,0,4,1,0,0,25.0,15,3,5,5,,1.33,0.0,36.7
濱本豊,2020-10,大分三好ヴァイセアドラー,16,10,0,0,0,,,0,0,0,0,10,0,3,3,0.0,0,0,0,0,,0.0,0.0,
濱本豊,2020-11,大分三好ヴァイセアドラー,16,6,0,0,0,,,0,0,0,0,8,0,1,1,0.0,0,0,0,0,,0.0,0.0,
濱本豊,2021-01,大分三好ヴァイセアドラー,16,3,0,0,0,,,0,0,0,0,3,0,1,0,-8.3,0,0,0,0,,0.0,0.0,
濱本豊,2021-02,大分三好ヴァイセアドラー,16,16,0,0,0,,,0,0,0,0,20,0,4,3,-1.2,0,0,0,0,,0.0,0.0,
濱本豊,2021-03,大分三好ヴァイセアドラー,16,11,0,0,0,,,0,0,0,0,13,0,0,3,5.8,0,0,0,0,,0.0,0.0,
熊倉允,2020-10,JTサンダーズ広島,14,5,10,3,0,30.0,30.0,4,2,0,0,5,0,2,2,0.0,1,0,1,3,50.0,0.6,0.0,50.0
熊倉允,2020-11,JTサンダーズ広島,14,1,3,0,1,0.0,-33.3,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
熊倉允,2021-01,JTサンダーズ広島,14,1,0,0,0,,,0,0,0,0,1,0,0,1,25.0,0,0,0,0,,0.0,0.0,
熊倉允,2021-02,JTサンダーズ広島,14,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
熊倉允,2021-03,JTサンダーズ広島,14,1,2,0,1,0.0,-50.0,2,0,1,0,2,0,1,1,0.0,0,0,0,0,0.0,0.0,0.0,
玉宅健太郎,2020-10,FC東京,2,5,0,0,0,,,0,0,0,0,7,0,2,1,-3.6,0,0,0,0,,0.0,0.0,
玉宅健太郎,2020-11,FC東京,2,6,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
玉宅健太郎,2020-12,FC東京,2,4,0,0,0,,,0,0,0,0,6,1,1,1,16.7,0,0,0,1,,0.0,0.0,
玉宅健太郎,2021-01,FC東京,2,4,0,0,0,,,0,0,0,0,5,0,1,2,5.0,0,0,0,0,,0.0,0.0,
田尻信太郎,2020-10,大分三好ヴァイセアドラー,2,3,0,0,0,,,0,0,0,0,4,0,0,0,0.0,0,0,0,0,,0.0,0.0,
田尻信太郎,2021-02,大分三好ヴァイセアドラー,2,2,0,0,0,,,0,0,0,0,2,0,1,0,-12.5,0,0,0,0,,0.0,0.0,
白岩直也,2020-10,ウルフドッグス名古屋,7,2,6,2,0,33.3,33.3,0,0,0,0,8,0,2,0,-6.2,8,3,3,2,,1.0,0.0,56.2
白岩直也,2020-11,ウルフドッグス名古屋,7,1,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
白岩直也,2020-12,ウルフドッグス名古屋,7,3,0,0,0,,,0,0,0,0,0,0,0,0,,3,1,1,0,,0.0,0.0,50.0
白岩直也,2021-01,ウルフドッグス名古屋,7,20,5,4,0,80.0,80.0,0,0,0,0,2,0,1,0,-12.5,26,12,8,4,,0.2,0.0,61.5
白岩直也,2021-02,ウルフドッグス名古屋,7,16,0,0,0,,,0,0,0,0,0,0,0,0,,21,7,6,0,,0.0,0.0,47.6
白岩直也,2021-03,ウルフドッグス名古屋,7,3,9,4,0,44.4,44.4,0,0,0,0,11,0,0,1,2.3,16,2,4,4,,1.33,0.0,25.0
白澤健児,2020-10,パナソニックパンサーズ,6,3,5,2,0,40.0,40.0,0,0,0,2,10,0,0,0,0.0,0,0,0,4,,0.67,0.67,
白澤健児,2020-11,パナソニックパンサーズ,6,1,1,0,0,0.0,0.0,0,0,0,0,2,1,0,2,75.0,0,0,0,1,,0.0,0.0,
白澤健児,2020-12,パナソニックパンサーズ,6,3,6,6,0,100.0,100.0,0,0,0,0,8,0,0,2,6.2,0,0,0,6,,2.0,0.0,
白澤健児,2021-01,パナソニックパンサーズ,6,10,10,6,0,60.0,60.0,0,0,0,5,22,0,3,3,0.0,1,0,1,11,,0.6,0.5,50.0
白澤健児,2021-02,パナソニックパンサーズ,6,6,9,4,0,44.4,44.4,0,0,0,3,12,0,1,0,-2.1,0,0,0,7,,0.67,0.5,
白澤健児,2021-03,パナソニックパンサーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
真子康佑,2021-02,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
矢貫龍馬,2020-10,VC長野トライデンツ,14,2,0,0,0,,,0,0,0,1,2,0,0,0,0.0,0,0,0,1,,0.0,0.5,
矢貫龍馬,2020-11,VC長野トライデンツ,14,17,17,9,1,52.9,47.1,0,0,0,3,42,3,1,9,11.9,3,1,0,15,,0.53,0.18,33.3
矢貫龍馬,2020-12,VC長野トライデンツ,14,10,21,13,0,61.9,61.9,0,0,0,6,34,0,3,10,5.1,1,0,1,19,,1.3,0.6,50.0
矢貫龍馬,2021-01,VC長野トライデンツ,14,17,34,16,2,47.1,41.2,0,0,0,4,56,0,2,7,2.2,3,2,1,20,,0.94,0.24,83.3
矢貫龍馬,2021-02,VC長野トライデンツ,14,31,45,21,0,46.7,46.7,0,0,0,7,110,1,3,18,4.3,10,5,3,29,,0.68,0.23,65.0
矢貫龍馬,2021-03,VC長野トライデンツ,14,12,17,8,2,47.1,35.3,0,0,0,5,38,2,2,7,8.6,6,2,3,15,,0.67,0.42,58.3
石橋克哉,2020-11,大分三好ヴァイセアドラー,12,2,0,0,0,,,0,0,0,0,2,0,2,0,-25.0,0,0,0,0,,0.0,0.0,
神谷雄飛,2020-10,ウルフドッグス名古屋,8,2,0,0,0,,,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0.0,0.0,
神谷雄飛,2020-11,ウルフドッグス名古屋,8,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
神谷雄飛,2021-01,ウルフドッグス名古屋,8,6,0,0,0,,,0,0,0,0,7,0,1,2,3.6,0,0,0,0,,0.0,0.0,
神谷雄飛,2021-02,ウルフドッグス名古屋,8,5,1,1,0,100.0,100.0,0,0,0,0,5,0,0,2,10.0,0,0,0,1,,0.2,0.0,
神谷雄飛,2021-03,ウルフドッグス名古屋,8,3,0,0,0,,,0,0,0,0,3,0,1,0,-8.3,0,0,0,0,,0.0,0.0,
福山汰一,2020-10,ジェイテクトSTINGS,4,21,57,28,5,49.1,40.4,0,0,0,15,76,1,7,8,1.6,6,3,3,44,,1.33,0.71,75.0
福山汰一,2020-11,ジェイテクトSTINGS,4,29,71,34,3,47.9,43.7,0,0,0,22,111,5,5,26,9.2,11,5,5,61,,1.17,0.76,68.2
福山汰一,2020-12,ジェイテクトSTINGS,4,8,22,9,1,40.9,36.4,0,0,0,6,39,2,3,12,10.9,1,0,0,17,,1.12,0.75,0.0
福山汰一,2021-01,ジェイテクトSTINGS,4,22,54,29,1,53.7,51.9,0,0,0,8,82,0,10,29,5.8,12,6,4,37,,1.32,0.36,66.7
福山汰一,2021-02,ジェイテクトSTINGS,4,22,37,16,5,43.2,29.7,0,0,0,13,79,7,8,15,11.1,2,0,2,36,,0.73,0.59,50.0
福山汰一,2021-03,ジェイテクトSTINGS,4,10,20,12,1,60.0,55.0,0,0,0,4,34,2,2,14,14.7,2,0,1,18,,1.2,0.4,25.0
秦耕介,2020-10,サントリーサンバーズ,11,3,15,7,0,46.7,46.7,3,2,0,0,8,0,1,2,3.1,17,7,4,7,66.7,2.33,0.0,52.9
秦耕介,2020-11,サントリーサンバーズ,11,2,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0.0,0.0,
秦耕介,2021-01,サントリーサンバーズ,11,2,5,3,1,60.0,40.0,1,0,1,0,2,0,0,0,0.0,3,1,1,3,0.0,1.5,0.0,50.0
秦耕介,2021-02,サントリーサンバーズ,11,3,11,5,1,45.5,36.4,2,1,1,0,6,0,0,1,4.2,14,5,4,5,50.0,1.67,0.0,50.0
秦耕介,2021-03,サントリーサンバーズ,11,1,3,1,0,33.3,33.3,0,0,0,1,1,0,0,0,0.0,1,0,0,2,,1.0,1.0,0.0
竹元裕太郎,2020-10,堺ブレイザーズ,21,4,12,5,1,41.7,33.3,0,0,0,1,11,0,0,0,0.0,0,0,0,6,,1.25,0.25,
竹元裕太郎,2020-11,堺ブレイザーズ,21,10,3,0,0,0.0,0.0,0,0,0,0,6,0,0,2,8.3,0,0,0,0,,0.0,0.0,
竹元裕太郎,2021-01,堺ブレイザーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
竹元裕太郎,2021-02,堺ブレイザーズ,21,15,11,4,1,36.4,27.3,0,0,0,5,26,0,0,9,8.7,0,0,0,9,,0.27,0.33,
竹元裕太郎,2021-03,堺ブレイザーズ,21,3,5,3,1,60.0,40.0,0,0,0,3,8,0,2,2,0.0,1,1,0,6,,1.0,1.0,100.0
笠利真吾,2020-10,VC長野トライデンツ,5,6,32,9,3,28.1,18.8,6,1,1,1,16,0,4,3,-1.6,16,4,2,10,16.7,1.5,0.17,31.2
笠利真吾,2020-11,VC長野トライデンツ,5,22,86,35,8,40.7,31.4,3,0,1,1,62,1,11,19,4.8,103,42,26,37,0.0,1.59,0.05,53.4
笠利真吾,2020-12,VC長野トライデンツ,5,10,44,19,3,43.2,36.4,2,2,0,4,24,0,4,3,-1.0,69,26,17,23,100.0,1.9,0.4,50.0
笠利真吾,2021-01,VC長野トライデンツ,5,13,59,24,2,40.7,37.3,0,0,0,1,37,1,5,7,4.1,92,26,30,26,,1.85,0.08,44.6
笠利真吾,2021-02,VC長野トライデンツ,5,23,62,22,4,35.5,29.0,2,1,0,2,55,1,10,4,-0.9,103,47,22,25,50.0,0.96,0.09,56.3
笠利真吾,2021-03,VC長野トライデンツ,5,12,42,19,2,45.2,40.5,0,0,0,0,35,1,6,8,4.3,76,26,20,20,,1.58,0.0,47.4
米山裕太,2020-10,東レアローズ,5,6,14,5,0,35.7,35.7,1,0,0,1,11,0,2,0,-4.5,21,6,7,6,0.0,0.83,0.17,45.2
米山裕太,2020-11,東レアローズ,5,17,47,17,1,36.2,34.0,2,2,0,1,36,0,6,6,0.0,45,20,9,18,100.0,1.0,0.06,54.4
米山裕太,2021-01,東レアローズ,5,7,19,4,1,21.1,15.8,0,0,0,1,11,0,2,2,0.0,17,7,6,5,,0.57,0.14,58.8
米山裕太,2021-02,東レアローズ,5,9,8,4,1,50.0,37.5,0,0,0,0,4,0,2,1,-6.2,15,6,5,4,,0.44,0.0,56.7
米山裕太,2021-03,東レアローズ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,
米田亘希,2020-10,大分三好ヴァイセアドラー,24,3,15,5,0,33.3,33.3,5,3,0,0,4,1,2,0,12.5,16,6,3,6,60.0,1.67,0.0,46.9
米田亘希,2020-11,大分三好ヴァイセアドラー,24,5,0,0,0,,,0,0,0,0,6,1,2,0,8.3,0,0,0,1,,0.0,0.0,
米田亘希,2020-12,大分三好ヴァイセアドラー,24,3,0,0,0,,,0,0,0,0,3,0,1,0,-8.3,0,0,0,0,,0.0,0.0,
米田亘希,2021-01,大分三好ヴァイセアドラー,24,18,2,2,0,100.0,100.0,0,0,0,0,23,1,4,6,6.5,2,0,0,3,,0.11,0.0,0.0
米田亘希,2021-02,大分三好ヴァイセアドラー,24,27,5,2,0,40.0,40.0,2,1,0,0,42,3,12,7,4.2,18,7,1,5,50.0,0.07,0.0,41.7
