試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,2,,山口舞,5,□,□,□,□,□,2,1,0,50.0,50.0,0.20,0,0,0,-,0,-,5,0,0,1,5.0,4,0,0,0.0,1
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,3,,米村信子,5,□,□,□,□,■,7,3,0,42.9,42.9,0.60,0,0,0,-,2,0.40,5,0,0,1,5.0,10,7,0,70.0,5
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,4,,野村まり,5,■,■,■,■,■,19,7,0,36.8,36.8,1.40,0,0,0,-,7,1.40,13,0,0,4,7.7,0,0,0,-,14
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,13,,神蔵なほ子,3,nan,□,nan,□,□,9,2,1,22.2,11.1,0.67,0,0,0,-,0,-,3,0,0,0,0.0,2,2,0,100.0,2
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,15,,岡野弘子,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,5,1,0,0,16.0,0,0,0,-,1
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,16,,河野志保,5,■,■,■,■,■,28,8,1,28.6,25.0,1.60,0,0,0,-,3,0.60,17,0,0,3,4.4,8,2,0,25.0,11
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,18,L,金森純子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,7,0,43.8,0
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,21,,森和代,5,■,■,■,■,■,52,16,3,30.8,25.0,3.20,2,2,0,100.0,3,0.60,11,0,3,3,6.8,16,7,0,43.8,19
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,23,,藤野郁子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,25,,川井梅香,5,■,■,■,■,■,50,16,1,32.0,30.0,3.20,1,1,0,100.0,2,0.40,21,0,1,8,9.5,15,9,0,60.0,18
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,33,,若浦貴子,4,■,■,■,■,nan,33,7,2,21.2,15.2,1.75,0,0,0,-,1,0.25,9,0,1,2,5.6,18,9,0,50.0,8
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,41,,小菅真弓,5,■,■,■,■,■,4,2,0,50.0,50.0,0.40,0,0,0,-,0,-,15,0,0,9,15.0,0,0,0,-,2
2003-02-09,シーガルズ,NECレッドロケッツ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,204,62,8,30.4,26.5,12.40,3,3,0,100.0,18,3.60,104,1,5,31,8.2,89,43,0,48.3,81
