試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,2,,山口舞,2,□,□,nan,nan,nan,2,0,1,0.0,-50.0,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,3,,米村信子,1,nan,□,nan,nan,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,1,0,0,0,0.0,2,2,0,100.0,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,4,,野村まり,3,■,■,■,nan,nan,11,2,0,18.2,18.2,0.67,0,0,0,-,1,0.33,9,1,0,0,8.9,0,0,0,-,4,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,13,,神蔵なほ子,3,■,■,□,nan,nan,19,6,2,31.6,21.1,2.00,0,0,0,-,0,-,8,1,0,2,16.2,10,4,0,40.0,7,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,15,,岡野弘子,3,■,■,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,1,1,4.2,0,0,0,-,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,16,,河野志保,1,nan,nan,■,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,2,2,0,100.0,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,18,,金森純子,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,4,2,0,50.0,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,21,,森和代,3,■,■,■,nan,nan,18,5,2,27.8,16.7,1.67,0,0,0,-,1,0.33,5,0,0,1,5.0,10,5,0,50.0,6,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,22,L,小倉由香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,12,0,80.0,0,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,25,,川井梅香,3,■,■,■,nan,nan,22,5,1,22.7,18.2,1.67,0,0,0,-,2,0.67,9,0,0,0,0.0,4,2,0,50.0,7,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,33,,若浦貴子,3,■,■,■,nan,nan,16,3,3,18.8,0.0,1.00,0,0,0,-,3,1.00,4,0,0,0,0.0,16,11,0,68.8,6,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,41,,小菅真弓,2,nan,□,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.50,2,0,0,0,0.0,2,0,0,0.0,1,,,,,,,,
2002-12-12,シーガルズ,NECレッドロケッツ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,91,21,10,23.1,12.1,7.00,0,0,0,-,8,2.67,50,2,1,5,5.7,65,40,0,61.5,31,97,48,5,49.5,7,2.33,12.2,85.7
