大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,KUROBEアクアフェアリーズ,24,69,70,16,1,22.9,0,0,0,-,0.23,7,0.10,119,1,2,15,35,6.7,110,34,28,43.6,16,7,3,26
スターカンファレンス,KUROBEアクアフェアリーズ,15,46,47,9,0,19.1,0,0,0,-,0.20,7,0.15,71,1,2,10,16,6.3,80,22,22,41.2,9,7,3,19
交流戦,KUROBEアクアフェアリーズ,6,14,23,7,1,30.4,0,0,0,-,0.50,0,-,29,0,0,4,10,5.2,30,12,6,50.0,7,0,0,7
チャレンジ４,KUROBEアクアフェアリーズ,3,9,0,0,0,-,0,0,0,-,-,0,-,19,0,0,1,9,10.5,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,KUROBEアクアフェアリーズ,22,71,369,136,26,36.9,3,1,0,33.3,1.92,21,0.30,205,1,7,11,63,10.2,31,8,4,32.3,136,21,8,165
Eastern Conference,KUROBEアクアフェアリーズ,10,34,185,75,14,40.5,3,1,0,33.3,2.21,13,0.38,101,1,2,6,25,7.7,19,4,4,31.6,75,13,3,91
交流戦,KUROBEアクアフェアリーズ,10,30,184,61,12,33.2,0,0,0,-,2.03,8,0.27,93,0,4,5,35,12.4,12,4,0,33.3,61,8,4,73
チャレンジステージ,KUROBEアクアフェアリーズ,2,7,0,0,0,-,0,0,0,-,-,0,-,11,0,1,0,3,15.9,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグⅠ女子 2017/18,KUROBEアクアフェアリーズ,18,55,113,40,5,35.4,0,0,0,-,0.73,6,0.11,133,2,4,8,44,11.3,34,15,6,52.9,40,6,6,52
レギュラーラウンド,KUROBEアクアフェアリーズ,18,55,113,40,5,35.4,0,0,0,-,0.73,6,0.11,133,2,4,8,44,11.3,34,15,6,52.9,40,6,6,52
Ｖ・チャレンジリーグⅠ女子 2016/17,KUROBEアクアフェアリーズ,21,51,147,54,11,36.7,2,0,1,0.0,1.06,7,0.14,132,4,2,12,58,15.2,112,67,0,59.8,54,7,6,67
レギュラーラウンド,KUROBEアクアフェアリーズ,21,51,147,54,11,36.7,2,0,1,0.0,1.06,7,0.14,132,4,2,12,58,15.2,112,67,0,59.8,54,7,6,67
Ｖ・チャレンジリーグⅠ女子 2015/16,KUROBEアクアフェアリーズ,21,53,147,41,9,27.9,0,0,0,-,0.77,22,0.42,142,2,8,11,64,17.2,64,37,0,57.8,41,22,10,73
レギュラーラウンド,KUROBEアクアフェアリーズ,21,53,147,41,9,27.9,0,0,0,-,0.77,22,0.42,142,2,8,11,64,17.2,64,37,0,57.8,41,22,10,73
Ｖ・チャレンジリーグ女子 2014/15,KUROBEアクアフェアリーズ,18,51,93,33,5,35.5,1,0,0,0.0,0.65,13,0.25,27,0,1,2,11,13.1,65,35,0,53.8,33,13,1,47
レギュラーラウンド,KUROBEアクアフェアリーズ,18,51,93,33,5,35.5,1,0,0,0.0,0.65,13,0.25,27,0,1,2,11,13.1,65,35,0,53.8,33,13,1,47
レギュラーシーズン通算,,119,334,939,320,57,34.1,6,1,1,16.7,0.96,76,0.23,728,10,23,58,263,11.6,416,196,38,51.7,320,76,33,429
通算,,124,350,939,320,57,34.1,6,1,1,16.7,0.91,76,0.22,758,10,24,59,275,11.6,416,196,38,51.7,320,76,34,430
