大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,KUROBEアクアフェアリーズ,22,23,55,11,4,20.0,6,2,0,33.3,0.48,3,0.13,36,0,0,3,11,5.6,24,6,6,37.5,11,3,0,14
スターカンファレンス,KUROBEアクアフェアリーズ,15,16,36,5,3,13.9,6,2,0,33.3,0.31,1,0.06,21,0,0,2,6,4.8,24,6,6,37.5,5,1,0,6
交流戦,KUROBEアクアフェアリーズ,4,5,18,5,1,27.8,0,0,0,-,1.00,2,0.40,12,0,0,1,3,4.2,0,0,0,-,5,2,0,7
チャレンジ４,KUROBEアクアフェアリーズ,3,2,1,1,0,100.0,0,0,0,-,0.50,0,-,3,0,0,0,2,16.7,0,0,0,-,1,0,0,1
V.LEAGUE DIVISION1 WOMEN 2018-19,東レアローズ,33,39,11,6,2,54.5,1,0,0,0.0,0.15,1,0.03,56,1,2,7,14,8.5,15,1,4,20.0,6,1,3,10
Western Conference,東レアローズ,8,7,3,0,2,0.0,0,0,0,-,-,0,-,8,0,0,1,2,3.1,1,0,0,0.0,0,0,0,0
交流戦,東レアローズ,12,9,2,1,0,50.0,1,0,0,0.0,0.11,1,0.11,8,0,0,2,2,0.0,3,0,0,0.0,1,1,0,2
ファイナル８,東レアローズ,7,10,6,5,0,83.3,0,0,0,-,0.50,0,-,19,1,0,0,6,13.2,11,1,4,27.3,5,0,1,6
ファイナル３,東レアローズ,3,8,0,0,0,-,0,0,0,-,-,0,-,12,0,2,2,2,16.7,0,0,0,-,0,0,2,2
ファイナル,東レアローズ,3,5,0,0,0,-,0,0,0,-,-,0,-,9,0,0,2,2,0.0,0,0,0,-,0,0,0,0
