大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,KUROBEアクアフェアリーズ,24,90,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,295,148,73,62.5,0,0,0,0
スターカンファレンス,KUROBEアクアフェアリーズ,15,57,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,205,102,51,62.2,0,0,0,0
交流戦,KUROBEアクアフェアリーズ,6,20,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,49,31,8,71.4,0,0,0,0
チャレンジ４,KUROBEアクアフェアリーズ,3,13,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,41,15,14,53.7,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,KUROBEアクアフェアリーズ,22,75,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,216,129,38,68.5,0,0,0,0
Eastern Conference,KUROBEアクアフェアリーズ,10,36,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,120,70,21,67.1,0,0,0,0
交流戦,KUROBEアクアフェアリーズ,10,32,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,63,39,9,69.0,0,0,0,0
チャレンジステージ,KUROBEアクアフェアリーズ,2,7,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,33,20,8,72.7,0,0,0,0
Ｖ・チャレンジリーグⅠ女子 2017/18,KUROBEアクアフェアリーズ,18,68,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,276,168,52,70.3,0,0,0,0
レギュラーラウンド,KUROBEアクアフェアリーズ,18,68,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,276,168,52,70.3,0,0,0,0
Ｖ・チャレンジリーグⅠ女子 2016/17,仙台ベルフィーユ,21,53,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,235,173,0,73.6,0,0,0,0
レギュラーラウンド,仙台ベルフィーユ,21,53,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,235,173,0,73.6,0,0,0,0
Ｖ・チャレンジリーグ女子 2014/15,大野石油広島オイラーズ,18,64,0,0,0,-,0,0,0,-,-,0,-,77,1,1,5,26,10.8,244,171,0,70.1,0,0,2,2
レギュラーラウンド,大野石油広島オイラーズ,18,64,0,0,0,-,0,0,0,-,-,0,-,77,1,1,5,26,10.8,244,171,0,70.1,0,0,2,2
Ｖ・チャレンジリーグ女子 2013/14,大野石油広島オイラーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,大野石油広島オイラーズ,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,100,330,0,0,0,-,0,0,0,-,-,0,-,77,1,1,5,26,9.4,1192,754,141,69.2,0,0,2,2
通算,,105,350,0,0,0,-,0,0,0,-,-,0,-,77,1,1,5,26,9.4,1266,789,163,68.8,0,0,2,2
