名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カダンビブラクシデイス,2011-01,日立リヴァーレ,17,4,15,82,37,2,45.1,42.7,0,0,0,10,49,0,5,15,0,0,0,,2.47,0.67,5.1,
カダンビブラクシデイス,2011-02,日立リヴァーレ,17,8,13,63,39,3,61.9,57.1,1,0,0,15,54,4,5,21,0,0,0,0.0,3.0,1.15,14.8,
カダンビブラクシデイス,2011-03,日立リヴァーレ,17,6,7,26,10,3,38.5,26.9,0,0,0,9,23,1,2,8,0,0,0,,1.43,1.29,10.9,
ティファニードッズ,2010-11,埼玉上尾メディックス,1,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
ティファニードッズ,2011-01,埼玉上尾メディックス,1,2,5,2,2,0,100.0,100.0,0,0,0,1,5,0,0,2,0,0,0,,0.4,0.2,10.0,
ティファニードッズ,2011-02,埼玉上尾メディックス,1,6,7,29,17,1,58.6,55.2,4,3,0,1,15,1,2,5,0,0,0,75.0,2.43,0.14,11.7,
上村麻衣,2010-11,四国Eighty8Queen,10,22,10,21,8,1,38.1,33.3,0,0,0,5,41,0,2,28,0,0,0,,0.8,0.5,15.9,
上村麻衣,2010-12,四国Eighty8Queen,10,24,6,19,9,1,47.4,42.1,0,0,0,1,18,1,2,2,1,0,0,,1.5,0.17,5.6,0.0
上村麻衣,2011-01,四国Eighty8Queen,10,8,31,98,33,6,33.7,27.6,0,0,0,14,116,2,7,38,5,3,0,,1.06,0.45,8.4,60.0
上村麻衣,2011-02,四国Eighty8Queen,10,8,12,33,11,2,33.3,27.3,0,0,0,7,42,1,4,14,1,0,0,,0.92,0.58,8.3,0.0
上村麻衣,2011-03,四国Eighty8Queen,10,6,7,15,5,0,33.3,33.3,0,0,0,1,24,1,0,3,2,0,0,,0.71,0.14,7.3,0.0
中島美菜子,2010-11,四国Eighty8Queen,5,22,10,6,2,0,33.3,33.3,0,0,0,3,27,1,2,16,0,0,0,,0.2,0.3,16.7,
中島美菜子,2010-12,四国Eighty8Queen,5,24,6,6,3,0,50.0,50.0,0,0,0,2,14,0,0,6,0,0,0,,0.5,0.33,10.7,
中島美菜子,2011-01,四国Eighty8Queen,5,8,29,21,9,1,42.9,38.1,0,0,0,7,79,4,2,26,0,0,0,,0.31,0.24,12.7,
中島美菜子,2011-02,四国Eighty8Queen,5,8,6,0,0,0,,,0,0,0,0,8,0,2,1,0,0,0,,0.0,0.0,-3.1,
中島美菜子,2011-03,四国Eighty8Queen,5,6,5,1,1,0,100.0,100.0,0,0,0,0,4,0,1,1,0,0,0,,0.2,0.0,0.0,
中村かおり,2010-11,日立リヴァーレ,11,22,6,0,0,0,,,0,0,0,0,0,0,0,0,19,13,0,,0.0,0.0,,68.4
中村かおり,2010-12,日立リヴァーレ,11,48,13,0,0,0,,,0,0,0,0,0,0,0,0,70,57,0,,0.0,0.0,,81.4
中村かおり,2011-01,日立リヴァーレ,11,6,23,0,0,0,,,0,0,0,0,0,0,0,0,99,79,0,,0.0,0.0,,79.8
中村かおり,2011-02,日立リヴァーレ,11,8,13,0,0,0,,,0,0,0,0,0,0,0,0,60,45,0,,0.0,0.0,,75.0
中村かおり,2011-03,日立リヴァーレ,11,6,7,0,0,0,,,0,0,0,0,0,0,0,0,46,38,0,,0.0,0.0,,82.6
中田明香,2011-02,大野石油広島オイラーズ,16,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中野清香,2010-11,三洋電機レッドソア,8,22,6,73,25,3,34.2,30.1,16,4,1,0,26,0,0,11,0,0,0,25.0,4.17,0.0,10.6,
中野清香,2010-12,三洋電機レッドソア,8,24,9,124,40,6,32.3,27.4,24,12,2,2,39,2,2,11,2,2,0,50.0,4.44,0.22,10.9,100.0
中野清香,2011-01,三洋電機レッドソア,8,7,29,403,153,11,38.0,35.2,102,46,4,10,117,10,3,35,6,5,0,45.1,5.28,0.34,15.4,83.3
中野清香,2011-02,三洋電機レッドソア,8,12,22,277,83,15,30.0,24.5,66,20,8,8,63,4,7,17,3,1,0,30.3,3.77,0.36,10.3,33.3
中野清香,2011-03,三洋電機レッドソア,8,6,7,116,39,2,33.6,31.9,25,8,0,2,30,2,1,10,1,1,0,32.0,5.57,0.29,14.2,100.0
丸山祐希,2010-11,柏エンゼルクロス,11,22,6,1,0,0,0.0,0.0,0,0,0,0,19,0,1,4,0,0,0,,0.0,0.0,3.9,
丸山祐希,2010-12,柏エンゼルクロス,11,72,23,5,1,0,20.0,20.0,0,0,0,0,84,1,2,28,1,0,0,,0.04,0.0,8.9,0.0
丸山祐希,2011-01,柏エンゼルクロス,11,4,15,2,0,0,0.0,0.0,0,0,0,1,53,0,2,19,0,0,0,,0.0,0.07,8.0,
丸山祐希,2011-02,柏エンゼルクロス,11,8,15,3,0,0,0.0,0.0,0,0,0,0,42,1,0,7,1,0,0,,0.0,0.0,6.5,0.0
丸山祐希,2011-03,柏エンゼルクロス,11,6,9,1,1,0,100.0,100.0,0,0,0,0,20,1,0,7,0,0,0,,0.11,0.0,13.8,
丸山香菜子,2010-11,フォレストリーヴズ熊本,8,22,6,47,15,1,31.9,29.8,0,0,0,0,17,1,2,4,32,14,0,,2.5,0.0,8.8,43.8
丸山香菜子,2010-12,フォレストリーヴズ熊本,8,48,6,46,14,6,30.4,17.4,0,0,0,2,17,0,0,7,22,15,0,,2.33,0.33,10.3,68.2
丸山香菜子,2011-01,フォレストリーヴズ熊本,8,5,22,171,62,9,36.3,31.0,0,0,0,2,73,1,4,16,164,112,0,,2.82,0.09,5.5,68.3
丸山香菜子,2011-02,フォレストリーヴズ熊本,8,12,21,197,59,7,29.9,26.4,1,0,0,1,63,2,6,16,176,122,0,0.0,2.81,0.05,7.1,69.3
丸山香菜子,2011-03,フォレストリーヴズ熊本,8,3,3,18,6,2,33.3,22.2,0,0,0,0,10,0,1,3,17,15,0,,2.0,0.0,5.0,88.2
久保みゆき,2010-11,フォレストリーヴズ熊本,15,22,6,0,0,0,,,0,0,0,0,0,0,0,0,46,21,0,,0.0,0.0,,45.7
久保みゆき,2010-12,フォレストリーヴズ熊本,15,48,14,0,0,0,,,0,0,0,0,0,0,0,0,80,56,0,,0.0,0.0,,70.0
久保みゆき,2011-01,フォレストリーヴズ熊本,15,5,22,0,0,0,,,0,0,0,0,0,0,0,0,121,77,0,,0.0,0.0,,63.6
久保みゆき,2011-02,フォレストリーヴズ熊本,15,12,21,0,0,0,,,0,0,0,0,0,0,0,0,120,74,0,,0.0,0.0,,61.7
久保みゆき,2011-03,フォレストリーヴズ熊本,15,3,3,0,0,0,,,0,0,0,0,0,0,0,0,21,15,0,,0.0,0.0,,71.4
乾鈴惠,2010-11,四国Eighty8Queen,12,22,10,39,17,4,43.6,33.3,0,0,0,2,43,4,3,18,68,36,0,,1.7,0.2,18.0,52.9
乾鈴惠,2010-12,四国Eighty8Queen,12,24,6,26,15,1,57.7,53.8,0,0,0,4,17,1,1,6,51,35,0,,2.5,0.67,13.2,68.6
乾鈴惠,2011-01,四国Eighty8Queen,12,8,31,177,73,10,41.2,35.6,0,0,0,6,119,4,11,34,242,171,0,,2.35,0.19,8.2,70.7
乾鈴惠,2011-02,四国Eighty8Queen,12,8,12,59,16,3,27.1,22.0,0,0,0,2,33,1,0,15,56,40,0,,1.33,0.17,14.4,71.4
乾鈴惠,2011-03,四国Eighty8Queen,12,6,7,27,7,0,25.9,25.9,0,0,0,1,19,1,2,2,45,30,0,,1.0,0.14,5.3,66.7
井西彩乃,2010-11,KUROBEアクアフェアリーズ,6,22,7,46,16,2,34.8,30.4,6,1,1,1,29,1,4,7,33,22,0,16.7,2.29,0.14,6.0,66.7
井西彩乃,2010-12,KUROBEアクアフェアリーズ,6,48,17,148,60,13,40.5,31.8,15,3,2,10,58,3,3,12,79,63,0,20.0,3.53,0.59,9.1,79.7
井西彩乃,2011-01,KUROBEアクアフェアリーズ,6,6,21,201,77,13,38.3,31.8,11,3,2,14,83,6,3,20,118,88,0,27.3,3.67,0.67,12.3,74.6
井西彩乃,2011-02,KUROBEアクアフェアリーズ,6,8,14,125,42,4,33.6,30.4,10,2,0,2,41,1,5,11,80,53,0,20.0,3.0,0.14,6.1,66.2
井西彩乃,2011-03,KUROBEアクアフェアリーズ,6,6,8,64,25,7,39.1,28.1,5,3,1,5,30,0,2,6,37,29,0,60.0,3.12,0.62,3.3,78.4
仁里奈那美,2010-11,四国Eighty8Queen,7,22,7,0,0,0,,,0,0,0,0,9,0,1,3,7,3,0,,0.0,0.0,5.6,42.9
仁里奈那美,2010-12,四国Eighty8Queen,7,24,5,0,0,0,,,0,0,0,0,8,1,1,0,3,3,0,,0.0,0.0,9.4,100.0
仁里奈那美,2011-01,四国Eighty8Queen,7,8,16,0,0,0,,,0,0,0,0,25,1,2,7,12,10,0,,0.0,0.0,9.0,83.3
仁里奈那美,2011-02,四国Eighty8Queen,7,8,8,0,0,0,,,0,0,0,0,9,1,0,4,8,5,0,,0.0,0.0,22.2,62.5
仁里奈那美,2011-03,四国Eighty8Queen,7,6,7,0,0,0,,,0,0,0,0,15,0,1,3,7,4,0,,0.0,0.0,3.3,57.1
仲本知佳,2010-11,柏エンゼルクロス,15,22,6,24,5,0,20.8,20.8,0,0,0,3,16,0,0,0,0,0,0,,0.83,0.5,0.0,
仲本知佳,2010-12,柏エンゼルクロス,15,72,23,80,25,3,31.2,27.5,0,0,0,9,79,3,4,23,1,0,0,,1.09,0.39,9.8,0.0
仲本知佳,2011-01,柏エンゼルクロス,15,4,15,55,25,3,45.5,40.0,0,0,0,10,42,0,5,14,0,0,0,,1.67,0.67,5.4,
仲本知佳,2011-02,柏エンゼルクロス,15,8,15,45,19,3,42.2,35.6,0,0,0,6,58,2,0,6,0,0,0,,1.27,0.4,6.0,
仲本知佳,2011-03,柏エンゼルクロス,15,6,9,30,6,2,20.0,13.3,0,0,0,1,32,0,1,14,0,0,0,,0.67,0.11,10.2,
伊藤智美,2010-11,KUROBEアクアフェアリーズ,1,22,6,21,6,1,28.6,23.8,0,0,0,0,7,0,1,2,13,6,0,,1.0,0.0,3.6,46.2
伊藤智美,2010-12,KUROBEアクアフェアリーズ,1,48,15,47,19,4,40.4,31.9,4,0,2,1,34,1,1,12,28,9,0,0.0,1.27,0.07,11.0,32.1
伊藤智美,2011-01,KUROBEアクアフェアリーズ,1,6,20,99,43,2,43.4,41.4,4,1,1,4,50,3,3,13,33,22,0,25.0,2.15,0.2,11.0,66.7
伊藤智美,2011-02,KUROBEアクアフェアリーズ,1,8,13,27,9,3,33.3,22.2,5,2,0,3,26,1,1,13,14,6,0,40.0,0.69,0.23,15.4,42.9
伊藤智美,2011-03,KUROBEアクアフェアリーズ,1,6,6,51,18,2,35.3,31.4,2,0,1,1,17,0,0,5,16,12,0,0.0,3.0,0.17,7.4,75.0
伊藤睦美,2010-11,KUROBEアクアフェアリーズ,3,22,6,33,14,3,42.4,33.3,4,1,0,0,9,1,1,3,5,2,0,25.0,2.33,0.0,16.7,40.0
伊藤睦美,2010-12,KUROBEアクアフェアリーズ,3,48,10,44,15,3,34.1,27.3,7,3,0,2,23,4,0,9,6,1,0,42.9,1.5,0.2,27.2,16.7
伊藤睦美,2011-01,KUROBEアクアフェアリーズ,3,6,8,35,10,3,28.6,20.0,2,0,1,4,16,2,0,4,8,3,0,0.0,1.25,0.5,18.8,37.5
伊藤睦美,2011-02,KUROBEアクアフェアリーズ,3,8,12,71,26,4,36.6,31.0,0,0,0,3,34,1,3,3,1,1,0,,2.17,0.25,2.9,100.0
伊藤睦美,2011-03,KUROBEアクアフェアリーズ,3,6,5,36,14,0,38.9,38.9,0,0,0,1,15,0,1,1,0,0,0,,2.8,0.2,0.0,
伊藤綾子,2010-11,柏エンゼルクロス,6,22,6,32,10,1,31.2,28.1,0,0,0,0,14,0,1,2,0,0,0,,1.67,0.0,1.8,
伊藤綾子,2010-12,柏エンゼルクロス,6,72,23,121,51,1,42.1,41.3,0,0,0,11,53,1,2,11,0,0,0,,2.22,0.48,6.1,
伊藤綾子,2011-01,柏エンゼルクロス,6,4,15,75,34,1,45.3,44.0,0,0,0,3,41,3,4,12,0,0,0,,2.27,0.2,12.2,
伊藤綾子,2011-02,柏エンゼルクロス,6,8,15,91,28,5,30.8,25.3,0,0,0,5,28,1,1,5,0,0,0,,1.87,0.33,7.1,
伊藤綾子,2011-03,柏エンゼルクロス,6,6,9,56,23,4,41.1,33.9,0,0,0,2,21,0,1,10,0,0,0,,2.56,0.22,10.7,
位田愛,2010-11,KUROBEアクアフェアリーズ,9,22,0,4,2,0,50.0,50.0,0,0,0,1,21,0,1,9,0,0,0,,inf,inf,9.5,
位田愛,2010-12,KUROBEアクアフェアリーズ,9,48,0,9,3,0,33.3,33.3,0,0,0,0,48,0,2,23,3,0,0,,inf,,10.9,0.0
位田愛,2011-01,KUROBEアクアフェアリーズ,9,6,0,7,2,0,28.6,28.6,0,0,0,2,71,2,3,23,1,1,0,,inf,inf,9.9,100.0
位田愛,2011-02,KUROBEアクアフェアリーズ,9,8,0,4,0,0,0.0,0.0,0,0,0,2,43,1,2,10,0,0,0,,,inf,7.0,
位田愛,2011-03,KUROBEアクアフェアリーズ,9,6,0,2,1,0,50.0,50.0,0,0,0,2,24,0,0,9,1,0,0,,inf,inf,9.4,0.0
佐々木侑,2010-11,三洋電機レッドソア,3,22,6,52,24,1,46.2,44.2,14,5,1,3,24,1,5,9,7,4,0,35.7,4.0,0.5,8.3,57.1
佐々木侑,2010-12,三洋電機レッドソア,3,24,5,73,22,4,30.1,24.7,12,2,2,5,13,0,0,5,3,1,0,16.7,4.4,1.0,9.6,33.3
佐々木侑,2011-01,三洋電機レッドソア,3,7,21,203,65,18,32.0,23.2,25,6,3,5,74,1,1,20,24,15,0,24.0,3.1,0.24,7.8,62.5
佐々木侑,2011-02,三洋電機レッドソア,3,8,8,61,22,9,36.1,21.3,10,2,4,2,25,0,2,4,5,4,0,20.0,2.75,0.25,2.0,80.0
佐々木夏希,2010-11,PFUブルーキャッツ,6,22,1,5,1,1,20.0,0.0,0,0,0,0,1,0,0,1,0,0,0,,1.0,0.0,25.0,
佐々木夏希,2010-12,PFUブルーキャッツ,6,48,8,27,11,1,40.7,37.0,2,1,0,0,16,0,0,10,5,3,0,50.0,1.38,0.0,15.6,60.0
佐々木夏希,2011-01,PFUブルーキャッツ,6,5,8,34,10,1,29.4,26.5,3,2,0,0,9,0,1,1,1,0,0,66.7,1.25,0.0,0.0,0.0
佐々木夏希,2011-02,PFUブルーキャッツ,6,10,8,42,11,5,26.2,14.3,7,2,1,0,11,0,2,1,18,12,0,28.6,1.38,0.0,-2.3,66.7
佐々木夏希,2011-03,PFUブルーキャッツ,6,6,4,21,9,3,42.9,28.6,5,2,1,2,6,0,0,4,5,5,0,40.0,2.25,0.5,16.7,100.0
佐々木萌,2010-11,三洋電機レッドソア,6,22,3,17,7,0,41.2,41.2,1,1,0,0,8,0,0,2,9,6,0,100.0,2.33,0.0,6.2,66.7
佐々木萌,2010-12,三洋電機レッドソア,6,24,5,51,19,1,37.3,35.3,3,1,0,0,18,1,2,4,22,15,0,33.3,3.8,0.0,8.3,68.2
佐々木萌,2011-01,三洋電機レッドソア,6,5,11,63,20,3,31.7,27.0,2,1,0,2,33,1,2,7,84,55,0,50.0,1.82,0.18,6.8,65.5
佐々木萌,2011-02,三洋電機レッドソア,6,12,16,130,50,13,38.5,28.5,17,6,4,4,52,0,2,13,98,68,0,35.3,3.12,0.25,5.3,69.4
佐々木萌,2011-03,三洋電機レッドソア,6,6,7,67,26,4,38.8,32.8,16,6,1,2,36,3,2,10,38,28,0,37.5,3.71,0.29,13.9,73.7
