名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エバンドログエッラ,サントリーサンバーズ,7,59,635,288,66,45.4,35.0,303,135,40,22,222,15,49,82,1,0,0,44.6,4.9,0.4,10.5,0.0
オムルチェンイゴール,豊田合成トレフェルサ,15,81,1013,507,60,50.0,44.1,440,222,33,29,362,51,67,160,7,4,0,50.5,6.3,0.4,20.5,57.1
カジースキマテイ,ジェイテクトSTINGS,1,81,769,365,43,47.5,41.9,130,73,11,33,311,32,58,146,502,297,0,56.2,4.5,0.4,17.4,59.2
ジョルジェフニコラ,東レアローズ,14,86,1038,498,69,48.0,41.3,453,210,35,10,342,28,62,169,19,6,0,46.4,5.8,0.1,16.0,31.6
セルジオフェリックス,FC東京,17,80,806,402,79,49.9,40.1,221,125,18,20,271,15,70,94,435,203,0,56.6,5.0,0.2,7.7,46.7
ダンチアマラウ,パナソニックパンサーズ,18,82,683,319,44,46.7,40.3,112,57,13,32,301,13,55,90,573,360,0,50.9,3.9,0.4,7.2,62.8
ブロックソムジョエル,パナソニックパンサーズ,7,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
ペピチミラン,堺ブレイザーズ,6,78,757,372,75,49.1,39.2,275,145,35,33,293,38,69,125,0,0,0,52.7,4.8,0.4,17.7,
ヴィソットレアンドロ,JTサンダーズ,18,87,958,444,85,46.3,37.5,418,198,49,43,349,22,73,142,12,3,0,47.4,5.1,0.5,11.2,25.0
中島健太,JTサンダーズ,4,48,81,52,2,64.2,61.7,0,0,0,17,137,5,24,38,15,9,0,,1.1,0.4,6.2,60.0
久保山尚,ジェイテクトSTINGS,16,17,2,1,0,50.0,50.0,0,0,0,0,9,0,1,2,0,0,0,,0.1,0.0,2.8,
久原大輝,JTサンダーズ,8,15,0,0,0,,,0,0,0,0,0,0,0,0,26,17,0,,0.0,0.0,,65.4
井上仁,FC東京,29,14,21,8,2,38.1,28.6,0,0,0,7,26,0,7,9,2,2,0,,0.6,0.5,1.9,100.0
井上俊輔,JTサンダーズ,9,22,5,2,0,40.0,40.0,0,0,0,5,34,0,6,14,1,0,0,,0.1,0.2,5.9,0.0
井上崇昭,豊田合成トレフェルサ,8,19,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
井上裕介,堺ブレイザーズ,2,73,0,0,0,,,0,0,0,0,0,0,0,0,376,242,0,,0.0,0.0,,64.4
井手智,東レアローズ,22,43,0,0,0,,,0,0,0,0,0,0,0,0,53,29,0,,0.0,0.0,,54.7
今富稜介,堺ブレイザーズ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,8,2,0,,0.0,0.0,,25.0
今村一貴,堺ブレイザーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
今村貴彦,パナソニックパンサーズ,9,3,8,1,2,12.5,-12.5,0,0,0,0,7,0,2,0,9,2,0,,0.3,0.0,-7.1,22.2
今村駿,堺ブレイザーズ,19,24,2,1,0,50.0,50.0,0,0,0,3,41,0,4,14,2,0,0,,0.0,0.1,6.1,0.0
伊藤康貴,堺ブレイザーズ,11,44,44,16,4,36.4,27.3,0,0,0,0,63,5,9,30,133,85,0,,0.4,0.0,16.3,63.9
伏見大和,東レアローズ,3,45,77,39,6,50.6,42.9,0,0,0,18,76,4,19,25,2,2,0,,0.9,0.4,7.2,100.0
佐川翔,堺ブレイザーズ,8,72,23,8,1,34.8,30.4,1,0,0,11,213,1,23,48,6,0,0,0.0,0.1,0.2,3.4,0.0
佐野翔,東レアローズ,4,23,92,33,2,35.9,33.7,21,11,1,4,51,2,13,14,41,6,0,52.4,1.4,0.2,4.4,14.6
傳田亮太,豊田合成トレフェルサ,22,80,172,100,9,58.1,52.9,0,0,0,47,285,12,47,110,16,11,0,,1.2,0.6,9.7,68.8
八子大輔,JTサンダーズ,14,87,476,213,22,44.7,40.1,60,43,3,15,366,20,64,141,496,213,0,71.7,2.4,0.2,10.7,42.9
内山正平,豊田合成トレフェルサ,4,79,14,4,1,28.6,21.4,0,0,0,28,245,1,8,53,4,0,0,,0.1,0.4,5.0,0.0
内藤和也,堺ブレイザーズ,5,52,18,8,0,44.4,44.4,2,1,0,2,78,1,12,32,21,17,0,50.0,0.2,0.0,7.7,81.0
冨士本大生,パナソニックパンサーズ,4,3,10,2,0,20.0,20.0,0,0,0,0,6,0,1,3,12,1,0,,0.7,0.0,8.3,8.3
出耒田敬,堺ブレイザーズ,7,73,210,118,10,56.2,51.4,1,0,0,41,196,0,26,38,10,5,0,0.0,1.6,0.6,1.5,50.0
前田一誠,豊田合成トレフェルサ,5,25,0,0,0,,,0,0,0,0,15,0,0,3,2,1,0,,0.0,0.0,5.0,50.0
加藤伊織,豊田合成トレフェルサ,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
千々木駿介,堺ブレイザーズ,10,73,451,182,33,40.4,33.0,92,37,7,14,237,21,36,76,495,259,0,40.2,2.5,0.2,13.1,52.3
古田史郎,ジェイテクトSTINGS,4,74,529,222,38,42.0,34.8,185,79,18,17,233,12,47,64,1,0,0,42.7,3.0,0.2,7.0,0.0
古賀幸一郎,豊田合成トレフェルサ,10,81,0,0,0,,,0,0,0,0,0,0,0,0,421,315,0,,0.0,0.0,,74.8
合田心平,パナソニックパンサーズ,19,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉岡光大,JTサンダーズ,5,9,14,6,1,42.9,35.7,0,0,0,1,4,0,3,0,16,7,0,,0.7,0.1,-18.8,43.8
和中謙治,FC東京,28,3,1,1,0,100.0,100.0,1,1,0,0,1,0,0,0,2,1,0,100.0,0.3,0.0,0.0,50.0
唐川大志,JTサンダーズ,15,86,0,0,0,,,0,0,0,0,0,0,0,0,450,277,0,,0.0,0.0,,61.6
坂梨朋彦,堺ブレイザーズ,14,14,0,0,0,,,0,0,0,0,0,0,0,0,61,33,0,,0.0,0.0,,54.1
塚崎祐平,JTサンダーズ,16,6,15,3,2,20.0,6.7,11,3,2,0,2,0,0,1,0,0,0,27.3,0.5,0.0,12.5,
塩田達也,サントリーサンバーズ,12,12,45,30,3,66.7,60.0,0,0,0,8,33,2,5,11,0,0,0,,2.5,0.7,10.6,
大木貴之,東レアローズ,20,38,6,2,0,33.3,33.3,0,0,0,0,55,4,12,17,4,2,0,,0.1,0.0,9.5,50.0
大竹貴久,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥村航,FC東京,11,64,180,107,11,59.4,53.3,0,0,0,20,212,9,38,70,21,14,0,,1.7,0.3,8.0,66.7
安井勇誠,JTサンダーズ,11,51,266,124,10,46.6,42.9,19,11,2,5,135,2,20,53,208,105,0,57.9,2.4,0.1,7.6,50.5
安永拓弥,JTサンダーズ,1,63,102,54,5,52.9,48.0,1,0,0,29,155,6,39,24,5,2,0,0.0,0.9,0.5,1.5,40.0
富松崇彰,東レアローズ,1,79,212,111,12,52.4,46.7,0,0,0,70,240,4,12,65,5,1,0,,1.4,0.9,7.2,20.0
専田和也,パナソニックパンサーズ,12,36,0,0,0,,,0,0,0,0,29,0,9,6,24,10,0,,0.0,0.0,-2.6,41.7
小宮雄一郎,東レアローズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小田嶋大貴,FC東京,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内晶大,パナソニックパンサーズ,10,7,19,10,2,52.6,42.1,0,0,0,3,32,2,2,15,2,1,0,,1.4,0.4,16.4,50.0
山岡祐也,FC東京,10,65,4,1,0,25.0,25.0,0,0,0,0,154,0,9,48,3,0,0,,0.0,0.0,6.3,0.0
山本将平,FC東京,6,66,340,127,31,37.4,28.2,47,23,6,17,258,21,59,110,496,310,0,48.9,1.9,0.3,13.1,62.5
山本洋平,FC東京,23,15,0,0,0,,,0,0,0,0,0,0,0,0,17,6,0,,0.0,0.0,,35.3
山本湧,サントリーサンバーズ,15,17,5,3,0,60.0,60.0,0,0,0,3,48,4,10,14,0,0,0,,0.2,0.2,10.4,
山村宏太,サントリーサンバーズ,1,68,111,61,2,55.0,53.2,0,0,0,36,168,3,8,41,21,12,0,,0.9,0.5,6.7,57.1
山添信也,パナソニックパンサーズ,3,78,146,85,6,58.2,54.1,0,0,0,22,294,5,19,89,13,10,0,,1.1,0.3,7.7,76.9
山田脩造,豊田合成トレフェルサ,1,33,83,32,5,38.6,32.5,1,0,0,4,44,0,9,14,52,31,0,0.0,1.0,0.1,2.8,59.6
山田要平,FC東京,4,36,25,16,0,64.0,64.0,0,0,0,1,76,4,5,16,2,0,0,,0.4,0.0,8.9,0.0
