名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
渡辺俊介,11,東レアローズ,6,37,0,0,0,,,0,0,0,0,0,0,0,0,216,151,0,0,,0.0,0.0,,69.9
渡辺俊介,12,東レアローズ,6,15,0,0,0,,,0,0,0,0,0,0,0,0,78,58,0,0,,0.0,0.0,,74.4
渡辺奏吾,01,パナソニックパンサーズ,5,25,112,57,8,50.9,43.8,12,4,5,9,85,2,15,23,135,54,0,68,33.3,2.3,0.4,4.7,40.0
渡辺奏吾,02,パナソニックパンサーズ,5,7,32,14,4,43.8,31.2,3,2,1,1,32,1,2,3,41,25,0,16,66.7,2.0,0.1,3.9,61.0
渡辺奏吾,11,パナソニックパンサーズ,5,33,187,72,11,38.5,32.6,20,11,2,7,124,5,23,37,178,79,0,84,55.0,2.2,0.2,6.9,44.4
渡辺奏吾,12,パナソニックパンサーズ,5,14,64,23,6,35.9,26.6,5,3,1,3,54,4,6,8,59,29,0,30,60.0,1.6,0.2,8.3,49.2
玉宅健太郎,10,FC東京,2,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
玉宅健太郎,11,FC東京,2,1,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,0,,0.0,0.0,25.0,0.0
玉宅健太郎,12,FC東京,2,8,3,0,0,0.0,0.0,0,0,0,1,15,0,2,4,0,0,0,1,,0.0,0.1,3.3,
田城貴之,01,パナソニックパンサーズ,14,2,2,1,0,50.0,50.0,0,0,0,0,5,0,2,2,1,0,0,1,,0.5,0.0,0.0,0.0
田城貴之,02,パナソニックパンサーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田城貴之,11,パナソニックパンサーズ,14,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田城貴之,12,パナソニックパンサーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
町野仁志,01,JTサンダーズ,2,22,24,8,1,33.3,29.2,0,0,0,6,71,1,4,22,1,1,0,15,,0.4,0.3,7.7,100.0
町野仁志,02,JTサンダーズ,2,4,3,0,0,0.0,0.0,0,0,0,0,8,0,0,1,0,0,0,0,,0.0,0.0,3.1,
町野仁志,10,JTサンダーズ,2,4,6,2,0,33.3,33.3,0,0,0,1,13,0,0,0,1,0,0,3,,0.5,0.2,0.0,0.0
町野仁志,11,JTサンダーズ,2,17,33,16,2,48.5,42.4,0,0,0,2,36,0,0,13,2,2,0,18,,0.9,0.1,9.0,100.0
町野仁志,12,JTサンダーズ,2,15,28,17,0,60.7,60.7,0,0,0,7,48,1,3,10,3,2,0,25,,1.1,0.5,5.7,66.7
白岩直也,01,豊田合成トレフェルサ,7,28,81,35,8,43.2,33.3,2,2,0,3,91,4,15,31,155,89,0,42,100.0,1.2,0.1,8.8,57.4
白岩直也,02,豊田合成トレフェルサ,7,3,5,1,0,20.0,20.0,0,0,0,1,8,2,2,2,15,7,0,4,,0.3,0.3,25.0,46.7
白岩直也,11,豊田合成トレフェルサ,7,31,86,44,7,51.2,43.0,3,1,0,7,108,1,12,36,216,133,0,52,33.3,1.4,0.2,6.5,61.6
白岩直也,12,豊田合成トレフェルサ,7,14,54,25,1,46.3,44.4,0,0,0,1,54,5,3,20,105,74,0,31,,1.8,0.1,17.1,70.5
白澤健児,01,パナソニックパンサーズ,6,24,66,38,1,57.6,56.1,1,0,0,8,61,1,5,15,4,4,0,47,0.0,1.6,0.3,5.7,100.0
白澤健児,02,パナソニックパンサーズ,6,9,14,9,0,64.3,64.3,0,0,0,7,32,0,1,8,0,0,0,16,,1.0,0.8,5.5,
白澤健児,11,パナソニックパンサーズ,6,33,58,32,0,55.2,55.2,0,0,0,24,103,3,3,19,11,8,0,59,,1.0,0.7,6.8,72.7
白澤健児,12,パナソニックパンサーズ,6,14,27,13,1,48.1,44.4,0,0,0,5,36,0,5,7,0,0,0,18,,0.9,0.4,1.4,
盛重龍,01,FC東京,22,14,1,0,0,0.0,0.0,0,0,0,1,1,0,1,0,1,0,0,1,,0.0,0.1,-25.0,0.0
盛重龍,02,FC東京,22,6,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
盛重龍,10,FC東京,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
盛重龍,11,FC東京,22,11,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.1,,
盛重龍,12,FC東京,22,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
相澤寿,01,東レアローズ,7,3,1,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
相澤寿,11,東レアローズ,7,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石島雄介,01,堺ブレイザーズ,3,27,143,56,16,39.2,28.0,16,7,4,8,118,15,23,40,122,68,0,79,43.8,2.1,0.3,16.3,55.7
石島雄介,02,堺ブレイザーズ,3,3,13,3,0,23.1,23.1,0,0,0,1,8,0,1,5,12,5,0,4,,1.0,0.3,12.5,41.7
石島雄介,11,堺ブレイザーズ,3,30,150,67,7,44.7,40.0,21,9,0,7,117,16,20,47,138,82,0,90,42.9,2.2,0.2,19.4,59.4
石島雄介,12,堺ブレイザーズ,3,17,75,22,6,29.3,21.3,6,1,1,9,68,7,15,20,92,55,0,38,16.7,1.3,0.5,12.1,59.8
竹浪貴志,01,FC東京,5,9,15,6,1,40.0,33.3,3,2,1,0,5,0,1,0,0,0,0,6,66.7,0.7,0.0,-5.0,
竹浪貴志,11,FC東京,5,17,23,8,2,34.8,26.1,4,2,0,1,16,0,3,6,1,1,0,9,50.0,0.5,0.1,4.7,100.0
竹浪貴志,12,FC東京,5,8,52,24,6,46.2,34.6,21,10,1,2,27,0,1,7,7,1,0,26,47.6,3.0,0.2,5.6,14.3
筧本翔昂,01,JTサンダーズ,20,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
筧本翔昂,02,JTサンダーズ,20,2,1,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
筧本翔昂,10,JTサンダーズ,20,1,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,1,,0.0,1.0,0.0,
筧本翔昂,11,JTサンダーズ,20,23,46,18,1,39.1,37.0,1,0,0,15,77,2,4,27,4,1,0,35,0.0,0.8,0.7,10.1,25.0
筧本翔昂,12,JTサンダーズ,20,6,8,3,0,37.5,37.5,0,0,0,4,20,0,1,7,1,1,0,7,,0.5,0.7,7.5,100.0
米山裕太,01,東レアローズ,5,11,11,3,1,27.3,18.2,2,1,0,0,14,0,5,4,17,5,0,3,50.0,0.3,0.0,-1.8,29.4
米山裕太,02,東レアローズ,5,5,6,1,1,16.7,0.0,2,0,1,2,8,0,3,2,7,1,0,3,0.0,0.2,0.4,-3.1,14.3
米山裕太,11,東レアローズ,5,29,66,25,2,37.9,34.8,9,3,0,0,59,1,10,22,100,58,0,26,33.3,0.9,0.0,6.8,58.0
米山裕太,12,東レアローズ,5,11,20,2,2,10.0,0.0,1,0,0,0,24,1,2,5,27,21,0,3,0.0,0.2,0.0,7.3,77.8
米山達也,01,サントリーサンバーズ,20,20,1,0,0,0.0,0.0,1,0,0,0,32,0,6,18,0,0,0,0,0.0,0.0,0.0,9.4,
米山達也,02,サントリーサンバーズ,20,6,0,0,0,,,0,0,0,0,7,0,0,3,0,0,0,0,,0.0,0.0,10.7,
米山達也,10,サントリーサンバーズ,20,4,0,0,0,,,0,0,0,0,6,1,0,4,0,0,0,1,,0.0,0.0,33.3,
米山達也,11,サントリーサンバーズ,20,26,7,1,0,14.3,14.3,5,1,0,0,33,3,2,4,0,0,0,4,20.0,0.0,0.0,10.6,
米山達也,12,サントリーサンバーズ,20,12,0,0,0,,,0,0,0,0,18,1,1,4,0,0,0,1,,0.0,0.0,9.7,
細中久里寿,02,豊田合成トレフェルサ,21,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
興梠亮,01,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
興梠亮,02,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
興梠亮,10,ジェイテクトSTINGS,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
興梠亮,11,ジェイテクトSTINGS,12,1,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
興梠亮,12,ジェイテクトSTINGS,12,5,0,0,0,,,0,0,0,0,0,0,0,0,18,12,0,0,,0.0,0.0,,66.7
若山智昭,01,ジェイテクトSTINGS,15,6,38,13,2,34.2,28.9,16,7,1,3,7,0,3,0,0,0,0,16,43.8,2.2,0.5,-10.7,
若山智昭,02,ジェイテクトSTINGS,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
若山智昭,11,ジェイテクトSTINGS,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
若山智昭,12,ジェイテクトSTINGS,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
菅直哉,01,JTサンダーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
菅直哉,12,JTサンダーズ,6,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
藤井直伸,01,東レアローズ,21,25,7,2,1,28.6,14.3,0,0,0,7,79,0,7,24,1,0,0,9,,0.1,0.3,5.4,0.0
藤井直伸,02,東レアローズ,21,7,0,0,0,,,0,0,0,4,16,0,2,5,1,0,0,4,,0.0,0.6,4.7,0.0
藤井直伸,11,東レアローズ,21,35,8,4,0,50.0,50.0,2,0,0,8,112,4,18,34,1,0,0,16,0.0,0.1,0.2,7.1,0.0
藤井直伸,12,東レアローズ,21,5,2,1,0,50.0,50.0,0,0,0,1,19,1,3,5,1,0,0,3,,0.2,0.2,7.9,0.0
衛藤英興,01,FC東京,15,29,40,19,3,47.5,40.0,0,0,0,16,55,1,6,10,4,2,0,36,,0.7,0.6,3.6,50.0
衛藤英興,02,FC東京,15,7,11,8,0,72.7,72.7,0,0,0,6,13,0,2,2,3,2,0,14,,1.1,0.9,0.0,66.7
衛藤英興,10,FC東京,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
衛藤英興,11,FC東京,15,11,18,8,1,44.4,38.9,0,0,0,3,15,1,0,1,2,0,0,12,,0.7,0.3,8.3,0.0
衛藤英興,12,FC東京,15,12,14,6,2,42.9,28.6,0,0,0,4,28,2,1,4,10,4,0,12,,0.5,0.3,9.8,40.0
袴谷亮介,01,ジェイテクトSTINGS,11,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
袴谷亮介,10,ジェイテクトSTINGS,11,3,9,4,1,44.4,33.3,0,0,0,0,18,3,2,7,0,0,0,7,,1.3,0.0,23.6,
袴谷亮介,11,ジェイテクトSTINGS,11,24,67,27,4,40.3,34.3,0,0,0,6,105,4,25,43,5,5,0,37,,1.1,0.2,8.1,100.0
袴谷亮介,12,ジェイテクトSTINGS,11,4,4,4,0,100.0,100.0,0,0,0,1,10,0,4,3,1,1,0,5,,1.0,0.2,-2.5,100.0
角田辰徳,01,ジェイテクトSTINGS,18,18,2,2,0,100.0,100.0,0,0,0,1,1,0,0,0,4,3,0,3,,0.1,0.1,0.0,75.0
角田辰徳,02,ジェイテクトSTINGS,18,5,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
角田辰徳,10,ジェイテクトSTINGS,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
角田辰徳,11,ジェイテクトSTINGS,18,16,6,2,1,33.3,16.7,0,0,0,0,0,0,0,0,2,2,0,2,,0.1,0.0,,100.0
角田辰徳,12,ジェイテクトSTINGS,18,9,3,1,0,33.3,33.3,1,0,0,0,1,0,0,0,2,1,0,1,0.0,0.1,0.0,0.0,50.0
谷村孝,01,パナソニックパンサーズ,8,15,0,0,0,,,0,0,0,0,1,0,0,0,21,11,0,0,,0.0,0.0,0.0,52.4
谷村孝,02,パナソニックパンサーズ,8,2,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
谷村孝,11,パナソニックパンサーズ,8,11,0,0,0,,,0,0,0,0,5,0,1,1,14,9,0,0,,0.0,0.0,0.0,64.3
谷村孝,12,パナソニックパンサーズ,8,10,0,0,0,,,0,0,0,0,0,0,0,0,9,4,0,0,,0.0,0.0,,44.4
越川優,01,JTサンダーズ,7,11,6,3,1,50.0,33.3,0,0,0,1,5,0,0,1,19,14,0,4,,0.3,0.1,5.0,73.7
越川優,02,JTサンダーズ,7,8,49,17,3,34.7,28.6,1,0,1,5,18,1,4,10,25,16,0,23,0.0,2.1,0.6,13.9,64.0
越川優,10,JTサンダーズ,7,4,27,16,1,59.3,55.6,2,2,0,0,16,1,6,5,21,14,0,17,100.0,4.0,0.0,4.7,66.7
越川優,11,JTサンダーズ,7,32,249,102,16,41.0,34.5,32,12,7,9,108,12,25,36,240,141,0,123,37.5,3.2,0.3,13.7,58.8
越川優,12,JTサンダーズ,7,8,39,15,2,38.5,33.3,2,1,0,3,31,4,5,11,60,34,0,22,50.0,1.9,0.4,17.7,56.7
辰巳正敏,01,ジェイテクトSTINGS,9,25,43,25,3,58.1,51.2,0,0,0,16,85,2,10,22,3,2,0,43,,1.0,0.6,5.9,66.7
辰巳正敏,02,ジェイテクトSTINGS,9,6,11,7,0,63.6,63.6,0,0,0,5,35,0,4,15,0,0,0,12,,1.2,0.8,7.9,
辰巳正敏,10,ジェイテクトSTINGS,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
辰巳正敏,11,ジェイテクトSTINGS,9,25,50,27,4,54.0,46.0,0,0,0,13,66,1,8,19,2,1,0,41,,1.1,0.5,5.7,50.0
辰巳正敏,12,ジェイテクトSTINGS,9,15,31,15,1,48.4,45.2,0,0,0,3,41,0,3,16,2,2,0,18,,1.0,0.2,7.9,100.0
近裕崇,01,豊田合成トレフェルサ,6,29,70,38,5,54.3,47.1,0,0,0,10,89,4,10,35,1,0,0,52,,1.3,0.3,11.5,0.0
近裕崇,02,豊田合成トレフェルサ,6,5,12,10,0,83.3,83.3,0,0,0,4,15,0,2,6,1,1,0,14,,2.0,0.8,6.7,100.0
近裕崇,11,豊田合成トレフェルサ,6,32,81,47,3,58.0,54.3,0,0,0,14,132,6,10,56,7,4,0,67,,1.5,0.4,13.3,57.1
近裕崇,12,豊田合成トレフェルサ,6,14,26,16,1,61.5,57.7,0,0,0,12,50,1,5,21,2,1,0,29,,1.1,0.9,10.0,50.0
酒井大祐,01,サントリーサンバーズ,5,26,0,0,0,,,0,0,0,0,0,0,0,0,133,87,0,0,,0.0,0.0,,65.4
酒井大祐,02,サントリーサンバーズ,5,8,0,0,0,,,0,0,0,0,0,0,0,0,42,33,0,0,,0.0,0.0,,78.6
酒井大祐,11,サントリーサンバーズ,5,27,0,0,0,,,0,0,0,0,0,0,0,0,56,35,0,0,,0.0,0.0,,62.5
酒井大祐,12,サントリーサンバーズ,5,12,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,0,,0.0,0.0,,0.0
重村健太,01,豊田合成トレフェルサ,3,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
重村健太,02,豊田合成トレフェルサ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
重村健太,11,豊田合成トレフェルサ,3,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
重村健太,12,豊田合成トレフェルサ,3,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
金丸晃大,01,ジェイテクトSTINGS,2,27,48,26,4,54.2,45.8,1,0,0,19,92,2,14,22,8,6,0,47,0.0,1.0,0.7,4.3,75.0
金丸晃大,02,ジェイテクトSTINGS,2,6,10,5,0,50.0,50.0,0,0,0,3,16,0,1,7,1,0,0,8,,0.8,0.5,9.4,0.0
金丸晃大,10,ジェイテクトSTINGS,2,3,6,4,1,66.7,50.0,0,0,0,3,8,1,0,4,1,1,0,8,,1.3,1.0,25.0,100.0
金丸晃大,11,ジェイテクトSTINGS,2,9,15,9,1,60.0,53.3,0,0,0,2,22,0,2,5,3,3,0,11,,1.0,0.2,3.4,100.0
金子隆行,01,サントリーサンバーズ,8,10,7,2,0,28.6,28.6,0,0,0,1,2,0,0,0,19,10,0,3,,0.2,0.1,0.0,52.6
金子隆行,02,サントリーサンバーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
金子隆行,10,サントリーサンバーズ,8,1,3,1,0,33.3,33.3,0,0,0,0,2,0,1,1,4,3,0,1,,1.0,0.0,0.0,75.0
金子隆行,11,サントリーサンバーズ,8,26,97,37,9,38.1,28.9,4,0,2,6,91,3,8,18,178,112,0,46,0.0,1.4,0.2,6.0,62.9
金子隆行,12,サントリーサンバーズ,8,11,32,10,2,31.2,25.0,1,0,0,2,30,2,2,11,66,31,0,14,0.0,0.9,0.2,14.2,47.0
鈴木健太,01,FC東京,27,14,0,0,0,,,0,0,0,0,23,3,4,11,0,0,0,3,,0.0,0.0,20.7,
鈴木健太,02,FC東京,27,4,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,0,,0.0,0.0,-12.5,
鈴木健太,12,FC東京,27,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
鈴木寛史,01,サントリーサンバーズ,2,22,34,19,1,55.9,52.9,0,0,0,11,44,0,2,6,5,4,0,30,,0.9,0.5,2.3,80.0
鈴木寛史,02,サントリーサンバーズ,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
鈴木寛史,10,サントリーサンバーズ,2,4,5,3,0,60.0,60.0,0,0,0,0,13,1,1,6,0,0,0,4,,0.8,0.0,17.3,
鈴木寛史,11,サントリーサンバーズ,2,26,49,26,1,53.1,51.0,0,0,0,7,68,3,14,13,5,4,0,36,,1.0,0.3,4.0,80.0
鈴木寛史,12,サントリーサンバーズ,2,4,4,0,0,0.0,0.0,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
鈴木悠二,01,東レアローズ,18,26,117,46,6,39.3,34.2,21,7,1,7,96,7,10,52,83,32,0,60,33.3,1.8,0.3,18.2,38.6
鈴木悠二,02,東レアローズ,18,8,25,13,2,52.0,44.0,5,4,1,1,36,3,0,23,17,5,0,17,80.0,1.6,0.1,24.3,29.4
鈴木悠二,11,東レアローズ,18,37,142,55,8,38.7,33.1,12,5,0,7,107,6,17,57,80,47,0,68,41.7,1.5,0.2,15.0,58.8
鈴木悠二,12,東レアローズ,18,14,34,15,1,44.1,41.2,6,3,0,0,36,1,3,20,28,13,0,16,50.0,1.1,0.0,14.6,46.4
鈴木頌卓,01,FC東京,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木頌卓,10,FC東京,21,3,3,1,0,33.3,33.3,0,0,0,0,9,0,1,1,0,0,0,1,,0.3,0.0,0.0,
鈴木頌卓,11,FC東京,21,30,49,26,3,53.1,46.9,0,0,0,7,99,3,8,16,7,5,0,36,,0.9,0.2,5.1,71.4
鈴木頌卓,12,FC東京,21,5,3,1,0,33.3,33.3,0,0,0,0,14,1,0,3,1,1,0,2,,0.2,0.0,12.5,100.0
長友優磨,01,FC東京,14,6,0,0,0,,,0,0,0,0,8,0,3,1,0,0,0,0,,0.0,0.0,-6.2,
長友優磨,02,FC東京,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
長友優磨,10,FC東京,14,2,9,3,0,33.3,33.3,4,1,0,1,4,0,0,1,1,0,0,4,25.0,1.5,0.5,6.2,0.0
長友優磨,11,FC東京,14,14,7,2,1,28.6,14.3,3,1,0,0,22,0,2,8,0,0,0,2,33.3,0.1,0.0,6.8,
長友優磨,12,FC東京,14,10,3,1,0,33.3,33.3,2,1,0,0,16,0,1,7,0,0,0,1,50.0,0.1,0.0,9.4,
関田誠大,01,パナソニックパンサーズ,13,13,0,0,0,,,0,0,0,0,14,0,2,5,0,0,0,0,,0.0,0.0,5.4,
関田誠大,02,パナソニックパンサーズ,13,8,0,0,0,,,0,0,0,0,7,1,1,5,0,0,0,1,,0.0,0.0,28.6,
阿部裕太,01,サントリーサンバーズ,9,3,1,1,0,100.0,100.0,0,0,0,0,12,1,1,3,0,0,0,2,,0.3,0.0,12.5,
阿部裕太,10,サントリーサンバーズ,9,4,1,1,0,100.0,100.0,0,0,0,3,14,0,1,3,0,0,0,4,,0.2,0.8,3.6,
阿部裕太,11,サントリーサンバーズ,9,18,7,2,0,28.6,28.6,0,0,0,3,51,0,2,9,0,0,0,5,,0.1,0.2,3.4,
阿部裕太,12,サントリーサンバーズ,9,2,0,0,0,,,0,0,0,2,5,0,0,3,0,0,0,2,,0.0,1.0,15.0,
高松卓矢,01,豊田合成トレフェルサ,12,29,130,62,7,47.7,42.3,7,0,3,4,94,5,9,35,101,48,0,71,0.0,2.1,0.1,12.2,47.5
高松卓矢,02,豊田合成トレフェルサ,12,6,31,14,1,45.2,41.9,0,0,0,0,27,2,4,6,27,17,0,16,,2.3,0.0,9.3,63.0
高松卓矢,11,豊田合成トレフェルサ,12,30,199,92,7,46.2,42.7,14,4,2,3,98,4,16,31,119,52,0,99,28.6,3.1,0.1,7.9,43.7
高松卓矢,12,豊田合成トレフェルサ,12,14,87,37,2,42.5,40.2,4,2,0,5,53,4,8,21,40,21,0,46,50.0,2.6,0.4,13.7,52.5
高橋和人,01,ジェイテクトSTINGS,7,15,77,36,5,46.8,40.3,6,3,0,0,34,4,9,12,65,34,0,40,50.0,2.4,0.0,14.0,52.3
高橋和人,02,ジェイテクトSTINGS,7,6,36,21,1,58.3,55.6,5,4,0,1,31,0,4,17,37,15,0,22,80.0,3.5,0.2,10.5,40.5
高橋和人,10,ジェイテクトSTINGS,7,3,14,8,1,57.1,50.0,2,1,0,1,11,0,4,6,14,10,0,9,50.0,2.7,0.3,4.5,71.4
高橋和人,11,ジェイテクトSTINGS,7,22,66,19,5,28.8,21.2,6,3,2,3,54,1,12,24,70,35,0,23,50.0,0.9,0.1,7.4,50.0
高橋和人,12,ジェイテクトSTINGS,7,11,10,3,2,30.0,10.0,2,2,0,0,21,1,5,9,14,10,0,4,100.0,0.3,0.0,9.5,71.4
高橋慎治,01,ジェイテクトSTINGS,6,27,3,0,1,0.0,-33.3,0,0,0,2,110,3,5,28,5,0,0,5,,0.0,0.1,8.0,0.0
高橋慎治,02,ジェイテクトSTINGS,6,6,1,1,0,100.0,100.0,0,0,0,2,20,1,3,9,0,0,0,4,,0.2,0.3,12.5,
高橋慎治,10,ジェイテクトSTINGS,6,3,0,0,0,,,0,0,0,2,13,2,1,6,0,0,0,4,,0.0,0.7,25.0,
高橋慎治,11,ジェイテクトSTINGS,6,30,2,1,0,50.0,50.0,0,0,0,5,87,3,7,33,1,0,0,9,,0.0,0.2,10.9,0.0
高橋慎治,12,ジェイテクトSTINGS,6,15,1,1,0,100.0,100.0,0,0,0,0,37,2,2,7,0,0,0,3,,0.1,0.0,8.8,
高橋賢,01,サントリーサンバーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,02,サントリーサンバーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,10,サントリーサンバーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高野直哉,02,堺ブレイザーズ,4,5,18,9,2,50.0,38.9,3,3,0,1,21,1,6,9,33,19,0,11,100.0,1.8,0.2,8.3,57.6
鶴田大樹,01,サントリーサンバーズ,11,22,11,4,1,36.4,27.3,0,0,0,1,25,1,8,11,37,23,0,6,,0.2,0.0,7.0,62.2
鶴田大樹,02,サントリーサンバーズ,11,8,0,0,0,,,0,0,0,0,0,0,0,0,13,12,0,0,,0.0,0.0,,92.3
鶴田大樹,10,サントリーサンバーズ,11,4,0,0,0,,,0,0,0,0,0,0,0,0,24,18,0,0,,0.0,0.0,,75.0
鶴田大樹,11,サントリーサンバーズ,11,17,0,0,0,,,0,0,0,0,0,0,0,0,73,43,0,0,,0.0,0.0,,58.9
鶴田大樹,12,サントリーサンバーズ,11,12,0,0,0,,,0,0,0,0,0,0,0,0,69,43,0,0,,0.0,0.0,,62.3
黒木康太郎,01,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒木康太郎,02,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒木康太郎,11,東レアローズ,17,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
黒木康太郎,12,東レアローズ,17,10,32,19,0,59.4,59.4,0,0,0,3,33,0,5,12,1,0,0,22,,1.9,0.3,5.3,0.0
黒澤雄介,01,豊田合成トレフェルサ,16,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
黒澤雄介,02,豊田合成トレフェルサ,16,1,4,1,1,25.0,0.0,0,0,0,0,1,0,1,0,6,4,0,1,,1.0,0.0,-25.0,66.7
