名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
イエリズバシャ,NECレッドロケッツ,3,55,191,69,17,36.1,27.2,23,7,3,13,48,0,4,16,2,0,0,30.4,1.3,0.2,6.2,0.0
テトリディクソン,東レアローズ,21,67,347,180,14,51.9,47.8,0,0,0,34,226,10,11,81,3,3,0,,2.7,0.5,12.2,100.0
パオリーニローレン,日立リヴァーレ,7,81,639,321,41,50.2,43.8,0,0,0,45,263,18,26,108,27,17,0,,4.0,0.6,14.6,63.0
ボカンタチアナ,久光製薬スプリングス,7,11,20,8,0,40.0,40.0,0,0,0,0,2,0,1,1,3,2,0,,0.7,0.0,0.0,66.7
ポリーナラヒモワ,トヨタ車体クインシーズ,17,85,1288,583,117,45.3,36.2,420,190,53,40,348,48,73,160,3,1,0,45.2,6.9,0.5,20.0,33.3
マーフィーケリー,埼玉上尾メディックス,15,84,1143,455,66,39.8,34.0,379,120,43,26,312,26,48,129,0,0,0,31.7,5.4,0.3,14.8,
ミアイエルコフ,デンソーエアリービーズ,88,66,797,269,54,33.8,27.0,97,31,13,15,218,18,24,79,223,100,0,32.0,4.1,0.2,14.6,44.8
三浦茉実,埼玉上尾メディックス,9,16,6,0,0,0.0,0.0,0,0,0,1,3,0,0,2,1,0,0,,0.0,0.1,16.7,0.0
上野香織,NECレッドロケッツ,11,6,15,6,1,40.0,33.3,0,0,0,0,17,0,2,7,3,3,0,,1.0,0.0,7.4,100.0
下平夏奈,東レアローズ,12,9,0,0,0,,,0,0,0,0,11,0,2,5,0,0,0,,0.0,0.0,6.8,
中大路絢野,久光製薬スプリングス,24,26,0,0,0,,,0,0,0,0,34,2,1,16,0,0,0,,0.0,0.0,16.9,
中川千世,デンソーエアリービーズ,7,13,0,0,0,,,0,0,0,0,2,0,0,0,24,9,0,,0.0,0.0,0.0,37.5
中川有美,東レアローズ,20,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
丸元美緒,デンソーエアリービーズ,18,13,16,4,1,25.0,18.8,0,0,0,0,4,0,0,3,1,0,0,,0.3,0.0,18.8,0.0
丸山亜季,岡山シーガルズ,20,84,0,0,0,,,0,0,0,0,0,0,0,0,221,150,0,,0.0,0.0,,67.9
丸山裕子,埼玉上尾メディックス,20,60,170,51,14,30.0,21.8,0,0,0,15,156,3,14,58,14,11,0,,0.8,0.2,9.0,78.6
井上奈々朱,日立リヴァーレ,3,81,292,146,26,50.0,41.1,1,0,0,32,240,17,26,100,14,9,0,0.0,1.8,0.4,14.8,64.3
今野加奈子,岡山シーガルズ,3,10,31,12,3,38.7,29.0,0,0,0,0,10,0,0,4,27,13,0,,1.2,0.0,10.0,48.1
伊藤望,東レアローズ,15,75,380,149,20,39.2,33.9,1,0,0,25,232,13,19,89,8,7,0,0.0,2.0,0.3,13.1,87.5
佐々木美麗,日立リヴァーレ,14,40,274,96,16,35.0,29.2,39,13,5,10,85,4,9,22,176,89,0,33.3,2.4,0.2,8.5,50.6
佐々木萌,岡山シーガルズ,7,79,797,229,29,28.7,25.1,8,0,0,11,194,7,8,62,420,229,0,0.0,2.9,0.1,10.6,54.5
佐川奈美,NECレッドロケッツ,14,11,10,0,0,0.0,0.0,2,0,0,1,3,0,1,0,0,0,0,0.0,0.0,0.1,-8.3,
佐藤あり紗,日立リヴァーレ,5,81,0,0,0,,,0,0,0,0,0,0,0,0,265,155,0,,0.0,0.0,,58.5
佐藤澪,トヨタ車体クインシーズ,15,82,0,0,0,,,0,0,0,0,0,0,0,0,236,149,0,,0.0,0.0,,63.1
佐藤美弥,日立リヴァーレ,8,79,34,13,0,38.2,38.2,0,0,0,16,297,20,19,126,6,0,0,,0.2,0.2,15.7,0.0
内瀬戸真実,日立リヴァーレ,10,81,554,202,40,36.5,29.2,24,8,3,13,329,11,17,140,468,292,0,33.3,2.5,0.2,12.7,62.4
冨永こよみ,埼玉上尾メディックス,2,67,15,7,0,46.7,46.7,0,0,0,4,76,5,6,33,1,0,0,,0.1,0.1,15.5,0.0
南波美紅,久光製薬スプリングス,17,9,0,0,0,,,0,0,0,0,11,1,1,2,0,0,0,,0.0,0.0,11.4,
古藤千鶴,久光製薬スプリングス,2,84,37,20,2,54.1,48.6,1,0,0,8,331,16,14,129,3,2,0,0.0,0.2,0.1,13.5,66.7
古賀紗理那,NECレッドロケッツ,2,84,755,273,33,36.2,31.8,88,27,7,37,295,9,32,112,564,314,0,30.7,3.2,0.4,9.8,55.7
吉村志穂,埼玉上尾メディックス,3,67,431,138,21,32.0,27.1,17,4,1,6,199,2,13,71,508,250,0,23.5,2.1,0.1,8.3,49.2
吉田みなみ,岡山シーガルズ,1,18,4,0,1,0.0,-25.0,0,0,0,0,2,0,0,1,1,0,0,,0.0,0.0,12.5,0.0
土田望未,埼玉上尾メディックス,1,79,10,2,0,20.0,20.0,0,0,0,2,213,10,11,90,2,0,0,,0.0,0.0,14.0,0.0
坂本奈々香,デンソーエアリービーズ,3,34,231,56,14,24.2,18.2,4,0,0,4,81,3,4,27,21,11,0,0.0,1.6,0.1,10.8,52.4
堀川真理,東レアローズ,9,47,37,11,3,29.7,21.6,0,0,0,2,5,0,0,2,0,0,0,,0.2,0.0,10.0,
堀江彩,デンソーエアリービーズ,16,59,19,4,1,21.1,15.8,0,0,0,1,79,4,8,32,0,0,0,,0.1,0.0,12.7,
大升知春,岡山シーガルズ,25,20,29,3,5,10.3,-6.9,2,0,1,0,14,1,1,8,18,4,0,0.0,0.2,0.0,19.6,22.2
大室璃紗,埼玉上尾メディックス,23,20,0,0,0,,,0,0,0,0,5,0,0,2,42,17,0,,0.0,0.0,10.0,40.5
大竹里歩,デンソーエアリービーズ,12,80,509,179,26,35.2,30.1,4,0,0,55,166,4,11,75,7,6,0,0.0,2.2,0.7,12.0,85.7
大野果奈,NECレッドロケッツ,5,78,349,124,15,35.5,31.2,1,0,0,25,218,10,6,97,24,12,0,0.0,1.6,0.3,15.0,50.0
大野果歩,東レアローズ,11,25,63,18,3,28.6,23.8,0,0,0,12,57,2,5,20,3,2,0,,0.7,0.5,10.1,66.7
奥山優奈,NECレッドロケッツ,16,13,0,0,0,,,0,0,0,0,13,1,2,3,0,0,0,,0.0,0.0,9.6,
宇賀神みずき,岡山シーガルズ,5,21,1,1,0,100.0,100.0,0,0,0,0,12,0,1,1,0,0,0,,0.0,0.0,0.0,
宮下遥,岡山シーガルズ,14,84,36,17,2,47.2,41.7,2,1,0,14,323,11,8,121,3,0,0,50.0,0.2,0.2,12.2,0.0
宮本菜月,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
家高七央子,NECレッドロケッツ,13,47,64,24,3,37.5,32.8,0,0,0,2,59,4,2,23,3,2,0,,0.5,0.0,15.7,66.7
小口樹葉,デンソーエアリービーズ,9,65,0,0,0,,,0,0,0,0,0,0,0,0,262,154,0,,0.0,0.0,,58.8
小山綾菜,NECレッドロケッツ,12,13,41,12,2,29.3,24.4,2,0,0,0,28,2,2,11,38,12,0,0.0,0.9,0.0,15.2,31.6
小池杏菜,日立リヴァーレ,18,4,0,0,0,,,0,0,0,0,0,0,0,0,6,2,0,,0.0,0.0,,33.3
小田桃香,トヨタ車体クインシーズ,10,25,153,45,4,29.4,26.8,0,0,0,3,84,1,2,28,165,73,0,,1.8,0.1,8.9,44.2
小笹奈津子,埼玉上尾メディックス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小野寺友香,日立リヴァーレ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,岡山シーガルズ,12,6,15,5,1,33.3,26.7,0,0,0,0,6,0,1,2,0,0,0,,0.8,0.0,4.2,
山口かなめ,NECレッドロケッツ,4,84,47,32,1,68.1,66.0,0,0,0,23,271,8,17,113,2,0,0,,0.4,0.3,11.8,0.0
山口舞,岡山シーガルズ,2,73,303,135,15,44.6,39.6,0,0,0,11,104,2,4,17,6,4,0,,1.8,0.2,5.0,66.7
山岸あかね,埼玉上尾メディックス,7,84,0,0,0,,,0,0,0,0,0,0,0,0,269,168,0,,0.0,0.0,,62.5
山田侑樹,トヨタ車体クインシーズ,9,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
山田真里,トヨタ車体クインシーズ,12,58,58,15,5,25.9,17.2,3,0,0,3,65,2,3,28,229,112,0,0.0,0.3,0.1,12.7,48.9
山田美花,デンソーエアリービーズ,13,27,0,0,0,,,0,0,0,0,0,0,0,0,76,44,0,,0.0,0.0,,57.9
岩坂名奈,久光製薬スプリングス,4,84,255,123,11,48.2,43.9,1,0,0,51,305,11,15,127,19,13,0,0.0,1.5,0.6,12.8,68.4
岩崎紗也加,NECレッドロケッツ,10,60,0,0,0,,,0,0,0,0,2,0,1,0,106,55,0,,0.0,0.0,-12.5,51.9
峯村沙紀,東レアローズ,6,27,71,18,6,25.4,16.9,1,0,0,7,48,4,5,16,114,68,0,0.0,0.7,0.3,14.1,59.6
島村春世,NECレッドロケッツ,7,84,577,222,22,38.5,34.7,8,1,1,41,273,18,20,109,23,12,0,12.5,2.6,0.5,14.7,52.2
川島亜依美,岡山シーガルズ,28,74,209,80,6,38.3,35.4,1,0,0,19,248,10,14,109,6,3,0,0.0,1.1,0.3,13.6,50.0
川村小捺,日立リヴァーレ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川畑夏希,岡山シーガルズ,24,18,23,6,0,26.1,26.1,0,0,0,0,11,1,0,2,36,18,0,,0.3,0.0,13.6,50.0
川畑愛希,岡山シーガルズ,8,74,717,228,22,31.8,28.7,3,1,0,14,200,12,0,67,234,125,0,33.3,3.1,0.2,14.4,53.4
平松美有紀,トヨタ車体クインシーズ,5,85,358,159,17,44.4,39.7,1,0,0,41,182,2,18,55,30,21,0,0.0,1.9,0.5,6.2,70.0
座安琴希,久光製薬スプリングス,10,46,0,0,0,,,0,0,0,0,0,0,0,0,145,94,0,,0.0,0.0,,64.8
引地舞,日立リヴァーレ,6,30,0,0,0,,,0,0,0,1,49,6,8,20,0,0,0,,0.0,0.0,18.4,
志智真梨奈,トヨタ車体クインシーズ,19,17,25,6,4,24.0,8.0,0,0,0,1,27,1,1,10,47,19,0,,0.4,0.1,12.0,40.4
戸江真奈,久光製薬スプリングス,18,84,0,0,0,,,0,0,0,0,0,0,0,0,148,90,0,,0.0,0.0,,60.8
斎田杏,日立リヴァーレ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,久光製薬スプリングス,3,81,755,278,41,36.8,31.4,36,8,5,30,347,20,39,136,297,218,0,22.2,3.4,0.4,12.8,73.4
有田沙織,埼玉上尾メディックス,6,17,31,10,1,32.3,29.0,2,0,0,0,13,0,0,4,21,11,0,0.0,0.6,0.0,7.7,52.4
木村沙織,東レアローズ,3,80,786,269,38,34.2,29.4,51,15,2,25,391,27,31,147,359,244,0,29.4,3.4,0.3,14.3,68.0
木村美里,東レアローズ,8,80,0,0,0,,,0,0,0,0,0,0,0,0,444,250,0,,0.0,0.0,,56.3
杉原若葉,東レアローズ,16,37,9,2,2,22.2,0.0,5,0,1,1,55,7,10,21,2,0,0,0.0,0.1,0.0,17.7,0.0
