月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,11,,久原大輝,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
11,11,,久原大輝,1,0,0,0,0,0,3,1,0,33.33333333333333,33.33333333333333,3.0,0,0,0,,0,0.0,0,0,0,0,,2,0,0,0.0
12,11,,久原大輝,4,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,4,0,1,0,-6.25,0,0,0,
01,11,,久原大輝,3,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,4,1,0,1,31.25,0,0,0,
02,11,,久原大輝,7,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,8,0,1,2,3.125,0,0,0,
