名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
三芳健斗,富士通カワサキレッドスピリッツ,6,9,8,3,4,37.5,-12.5,0,0,0,1,10,0,1,3,0,0,0,,0.3,0.1,5.0,
上場雄也,東京ヴェルディ,20,66,561,255,60,45.5,34.8,159,75,24,56,255,16,46,62,0,0,0,47.2,3.9,0.8,7.8,
上西園宏和,警視庁フォートファイターズ,18,4,0,0,0,,,0,0,0,0,6,0,3,0,0,0,0,,0.0,0.0,-12.5,
上道映人,トヨタ自動車サンホークス,13,59,654,239,123,36.5,17.7,160,51,39,13,206,17,61,64,69,42,0,31.9,4.1,0.2,8.6,60.9
上野和也,大同特殊鋼レッドスター,12,37,222,100,22,45.0,35.1,13,4,4,10,90,6,5,25,0,0,0,30.8,2.7,0.3,12.2,
下田健一,警視庁フォートファイターズ,11,62,605,269,56,44.5,35.2,190,82,26,11,245,6,33,74,8,5,0,43.2,4.3,0.2,6.6,62.5
中川一,兵庫デルフィーノ,1,55,271,131,21,48.3,40.6,12,3,3,32,150,0,11,31,10,7,0,25.0,2.4,0.6,3.3,70.0
中村成輔,兵庫デルフィーノ,21,62,32,16,0,50.0,50.0,1,1,0,4,194,4,4,55,4,0,0,100.0,0.3,0.1,8.6,0.0
中村有壮,富士通カワサキレッドスピリッツ,13,15,0,0,0,,,0,0,0,0,5,0,1,1,71,49,0,,0.0,0.0,0.0,69.0
中田亮二,近畿クラブスフィーダ,10,31,10,4,1,40.0,30.0,0,0,0,0,37,0,3,10,21,10,0,,0.1,0.0,4.7,47.6
中谷宏大,FC東京,15,50,0,0,0,,,0,0,0,0,0,0,0,0,308,204,0,,0.0,0.0,,66.2
中道淑人,大同特殊鋼レッドスター,17,28,0,0,0,,,0,0,0,0,28,1,5,4,30,20,0,,0.0,0.0,2.7,66.7
丸山陽,兵庫デルフィーノ,2,45,100,36,9,36.0,27.0,0,0,0,4,122,6,8,36,11,6,0,,0.8,0.1,10.7,54.5
亀田圭司,大同特殊鋼レッドスター,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上圭,FC東京,10,4,2,2,0,100.0,100.0,2,2,0,0,4,0,3,0,0,0,0,100.0,0.5,0.0,-18.8,
今一騎,富士通カワサキレッドスピリッツ,5,37,224,109,22,48.7,38.8,63,21,6,4,103,4,8,23,3,2,0,33.3,2.9,0.1,7.5,66.7
伊東克明,FC東京,9,56,286,160,25,55.9,47.2,43,26,9,11,192,6,23,53,261,193,0,60.5,2.9,0.2,7.0,73.9
伊藤達也,兵庫デルフィーノ,25,40,0,0,0,,,0,0,0,0,0,0,0,0,318,223,0,,0.0,0.0,,70.1
余座太一郎,警視庁フォートファイターズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
倉田真,大同特殊鋼レッドスター,4,66,476,237,49,49.8,39.5,160,62,29,27,266,15,32,62,292,203,0,38.8,3.6,0.4,8.5,69.5
児島啓吾,大同特殊鋼レッドスター,5,24,31,9,5,29.0,12.9,0,0,0,6,64,0,7,17,2,2,0,,0.4,0.2,3.9,100.0
其原健太,ジェイテクトSTINGS,11,26,123,53,13,43.1,32.5,4,3,0,5,86,2,10,20,118,80,0,75.0,2.0,0.2,5.2,67.8
冨田周平,つくばユナイテッドSunGAIA,11,34,0,0,0,,,0,0,0,0,40,0,10,5,0,0,0,,0.0,0.0,-3.1,
前川航,兵庫デルフィーノ,3,39,217,75,35,34.6,18.4,64,23,14,8,98,5,16,32,0,0,0,35.9,1.9,0.2,9.2,
前田裕幸,トヨタ自動車サンホークス,4,22,89,29,9,32.6,22.5,0,0,0,3,60,0,1,10,123,77,0,,1.3,0.1,3.8,62.6
加賀龍哉,FC東京,14,50,155,71,20,45.8,32.9,2,0,0,58,139,6,12,46,4,4,0,0.0,1.4,1.2,10.4,100.0
勝田祥平,富士通カワサキレッドスピリッツ,7,62,380,161,47,42.4,30.0,22,9,4,23,206,10,34,56,552,388,0,40.9,2.6,0.4,7.5,70.3
北沢浩,富士通カワサキレッドスピリッツ,15,63,37,16,1,43.2,40.5,0,0,0,7,220,7,9,75,2,1,0,,0.3,0.1,10.7,50.0
半田剛史,兵庫デルフィーノ,5,65,550,224,65,40.7,28.9,115,46,20,32,216,3,12,80,115,66,0,40.0,3.4,0.5,9.3,57.4
反田光男,ジェイテクトSTINGS,6,10,51,24,4,47.1,39.2,20,11,1,3,25,1,5,5,0,0,0,55.0,2.4,0.3,4.0,
吉田成伸,FC東京,2,4,0,0,0,,,0,0,0,0,5,0,4,0,0,0,0,,0.0,0.0,-20.0,
吉田敬一郎,東京ヴェルディ,25,7,0,0,0,,,0,0,0,0,4,0,0,4,0,0,0,,0.0,0.0,25.0,
吉田雄一,ジェイテクトSTINGS,8,65,190,100,15,52.6,44.7,0,0,0,48,173,1,0,22,2,0,0,,1.5,0.7,3.8,0.0
吉野淳,東京ヴェルディ,2,66,0,0,0,,,0,0,0,0,0,0,0,0,377,282,0,,0.0,0.0,,74.8
和井田剛史,東京ヴェルディ,21,63,535,266,56,49.7,39.3,74,32,13,15,302,10,50,70,145,80,0,43.2,4.2,0.2,5.0,55.2
堀江直伸,近畿クラブスフィーダ,2,10,0,0,0,,,0,0,0,0,3,0,1,1,1,1,0,,0.0,0.0,0.0,100.0
堀江賢司,警視庁フォートファイターズ,15,16,5,0,1,0.0,-20.0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,100.0
塚田尚久,大同特殊鋼レッドスター,1,11,13,5,3,38.5,15.4,0,0,0,0,15,0,2,4,6,3,0,,0.5,0.0,3.3,50.0
塩崎健一,兵庫デルフィーノ,10,64,275,113,28,41.1,30.9,0,0,0,6,197,4,9,56,494,348,0,,1.8,0.1,8.0,70.4
増元真二,富士通カワサキレッドスピリッツ,10,15,11,5,1,45.5,36.4,1,0,1,0,21,0,5,7,8,3,0,0.0,0.3,0.0,2.4,37.5
増山光洋,東京ヴェルディ,22,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
外山裕樹,つくばユナイテッドSunGAIA,7,11,6,1,0,16.7,16.7,0,0,0,0,15,1,5,3,0,0,0,,0.1,0.0,3.3,
大久保元晴,つくばユナイテッドSunGAIA,3,64,60,30,5,50.0,41.7,1,0,1,29,219,4,7,72,1,0,0,0.0,0.5,0.5,9.2,0.0
大川剛,警視庁フォートファイターズ,12,32,141,55,5,39.0,35.5,2,1,0,16,117,1,13,32,178,102,0,50.0,1.7,0.5,4.9,57.3
大庭健裕,FC東京,8,31,80,47,4,58.8,53.8,0,0,0,15,71,3,5,17,4,3,0,,1.5,0.5,8.5,75.0
大木貴之,つくばユナイテッドSunGAIA,6,65,614,304,47,49.5,41.9,119,55,12,16,214,6,13,46,3,1,0,46.2,4.7,0.2,6.7,33.3
大野晃義,トヨタ自動車サンホークス,2,5,19,7,2,36.8,26.3,0,0,0,1,14,0,4,0,0,0,0,,1.4,0.2,-7.1,
大野農,トヨタ自動車サンホークス,11,34,0,0,0,,,0,0,0,0,38,0,7,5,43,24,0,,0.0,0.0,-1.3,55.8
