名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
今一騎,2008-01,富士通カワサキレッドスピリッツ,5,6,6,32,8,5,25.0,9.4,13,1,2,2,15,1,4,3,0,0,0,7.7,1.33,0.33,5.0,
今一騎,2008-02,富士通カワサキレッドスピリッツ,5,12,11,41,22,6,53.7,39.0,12,4,1,1,26,0,1,6,0,0,0,33.3,2.0,0.09,4.8,
今一騎,2008-03,富士通カワサキレッドスピリッツ,5,18,20,151,79,11,52.3,45.0,38,16,3,1,62,3,3,14,3,2,0,42.1,3.95,0.05,9.3,66.7
伊東克明,2008-01,FC東京,9,6,20,97,52,8,53.6,45.4,11,6,2,4,65,2,7,19,107,83,0,54.5,2.6,0.2,7.7,77.6
伊東克明,2008-02,FC東京,9,12,16,70,43,6,61.4,52.9,11,7,3,3,53,1,6,17,77,54,0,63.6,2.69,0.19,7.1,70.1
伊東克明,2008-03,FC東京,9,18,20,119,65,11,54.6,45.4,21,13,4,4,74,3,10,17,77,56,0,61.9,3.25,0.2,6.4,72.7
伊藤達也,2008-01,兵庫デルフィーノ,25,4,14,0,0,0,,,0,0,0,0,0,0,0,0,101,65,0,,0.0,0.0,,64.4
伊藤達也,2008-02,兵庫デルフィーノ,25,8,13,0,0,0,,,0,0,0,0,0,0,0,0,109,81,0,,0.0,0.0,,74.3
伊藤達也,2008-03,兵庫デルフィーノ,25,12,13,0,0,0,,,0,0,0,0,0,0,0,0,108,77,0,,0.0,0.0,,71.3
余座太一郎,2008-01,警視庁フォートファイターズ,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
倉田真,2008-01,大同特殊鋼レッドスター,4,6,22,137,72,14,52.6,42.3,34,11,7,9,86,3,13,19,69,43,0,32.4,3.27,0.41,5.2,62.3
倉田真,2008-02,大同特殊鋼レッドスター,4,8,14,90,54,7,60.0,52.2,33,17,3,6,64,5,6,16,63,40,0,51.5,3.86,0.43,11.7,63.5
倉田真,2008-03,大同特殊鋼レッドスター,4,24,30,249,111,28,44.6,33.3,93,34,19,12,116,7,13,27,160,120,0,36.6,3.7,0.4,9.1,75.0
児島啓吾,2008-01,大同特殊鋼レッドスター,5,4,14,22,6,3,27.3,13.6,0,0,0,4,54,0,6,16,2,2,0,,0.43,0.29,4.6,100.0
児島啓吾,2008-02,大同特殊鋼レッドスター,5,8,6,9,3,2,33.3,11.1,0,0,0,2,10,0,1,1,0,0,0,,0.5,0.33,0.0,
児島啓吾,2008-03,大同特殊鋼レッドスター,5,24,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
其原健太,2008-01,ジェイテクトSTINGS,11,6,7,34,17,2,50.0,44.1,1,1,0,1,27,0,6,3,39,25,0,100.0,2.43,0.14,-2.8,64.1
其原健太,2008-02,ジェイテクトSTINGS,11,12,13,68,30,8,44.1,32.4,2,2,0,4,49,0,4,15,63,43,0,100.0,2.31,0.31,5.6,68.3
其原健太,2008-03,ジェイテクトSTINGS,11,18,6,21,6,3,28.6,14.3,1,0,0,0,10,2,0,2,16,12,0,0.0,1.0,0.0,25.0,75.0
冨田周平,2008-01,つくばユナイテッドSunGAIA,11,4,12,0,0,0,,,0,0,0,0,15,0,1,4,0,0,0,,0.0,0.0,5.0,
冨田周平,2008-02,つくばユナイテッドSunGAIA,11,12,15,0,0,0,,,0,0,0,0,18,0,5,1,0,0,0,,0.0,0.0,-5.6,
冨田周平,2008-03,つくばユナイテッドSunGAIA,11,18,7,0,0,0,,,0,0,0,0,7,0,4,0,0,0,0,,0.0,0.0,-14.3,
前川航,2008-01,兵庫デルフィーノ,3,4,14,97,30,19,30.9,11.3,21,9,5,4,28,0,5,14,0,0,0,42.9,2.14,0.29,8.0,
前川航,2008-02,兵庫デルフィーノ,3,8,12,86,33,10,38.4,26.7,37,13,8,1,40,3,6,8,0,0,0,35.1,2.75,0.08,8.8,
前川航,2008-03,兵庫デルフィーノ,3,12,13,34,12,6,35.3,17.6,6,1,1,3,30,2,5,10,0,0,0,16.7,0.92,0.23,10.8,
前田裕幸,2008-01,トヨタ自動車サンホークス,4,6,8,36,13,5,36.1,22.2,0,0,0,0,23,0,0,5,55,39,0,,1.62,0.0,5.4,70.9
前田裕幸,2008-02,トヨタ自動車サンホークス,4,12,9,41,11,3,26.8,19.5,0,0,0,2,21,0,0,1,49,25,0,,1.22,0.22,1.2,51.0
前田裕幸,2008-03,トヨタ自動車サンホークス,4,12,5,12,5,1,41.7,33.3,0,0,0,1,16,0,1,4,19,13,0,,1.0,0.2,4.7,68.4
加賀龍哉,2008-01,FC東京,14,6,17,65,26,12,40.0,21.5,2,0,0,17,51,3,4,13,2,2,0,0.0,1.53,1.0,10.3,100.0
加賀龍哉,2008-02,FC東京,14,12,14,30,19,5,63.3,46.7,0,0,0,19,46,2,3,21,0,0,0,,1.36,1.36,14.1,
加賀龍哉,2008-03,FC東京,14,18,19,60,26,3,43.3,38.3,0,0,0,22,42,1,5,12,2,2,0,,1.37,1.16,6.5,100.0
勝田祥平,2008-01,富士通カワサキレッドスピリッツ,7,6,24,172,69,17,40.1,30.2,12,6,1,7,82,3,9,18,193,135,0,50.0,2.88,0.29,6.4,69.9
勝田祥平,2008-02,富士通カワサキレッドスピリッツ,7,12,18,96,38,15,39.6,24.0,7,2,2,9,63,3,12,18,163,111,0,28.6,2.11,0.5,7.1,68.1
勝田祥平,2008-03,富士通カワサキレッドスピリッツ,7,15,20,112,54,15,48.2,34.8,3,1,1,7,61,4,13,20,196,142,0,33.3,2.7,0.35,9.4,72.4
北沢浩,2008-01,富士通カワサキレッドスピリッツ,15,6,25,16,8,0,50.0,50.0,0,0,0,0,89,5,2,28,1,1,0,,0.32,0.0,12.9,100.0
北沢浩,2008-02,富士通カワサキレッドスピリッツ,15,12,20,12,5,1,41.7,33.3,0,0,0,2,80,1,2,34,0,0,0,,0.25,0.1,11.2,
北沢浩,2008-03,富士通カワサキレッドスピリッツ,15,18,18,9,3,0,33.3,33.3,0,0,0,5,51,1,5,13,1,0,0,,0.17,0.28,5.9,0.0
半田剛史,2008-01,兵庫デルフィーノ,5,6,22,162,66,15,40.7,31.5,16,4,2,13,67,0,3,19,44,25,0,25.0,3.0,0.59,6.0,56.8
半田剛史,2008-02,兵庫デルフィーノ,5,12,20,204,70,26,34.3,21.6,52,16,8,11,70,2,2,32,48,28,0,30.8,3.5,0.55,13.6,58.3
半田剛史,2008-03,兵庫デルフィーノ,5,18,23,184,88,24,47.8,34.8,47,26,10,8,79,1,7,29,23,13,0,55.3,3.83,0.35,8.2,56.5
反田光男,2008-03,ジェイテクトSTINGS,6,15,10,51,24,4,47.1,39.2,20,11,1,3,25,1,5,5,0,0,0,55.0,2.4,0.3,4.0,
吉田成伸,2008-01,FC東京,2,6,3,0,0,0,,,0,0,0,0,4,0,3,0,0,0,0,,0.0,0.0,-18.8,
吉田成伸,2008-02,FC東京,2,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉田成伸,2008-03,FC東京,2,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
吉田敬一郎,2008-01,東京ヴェルディ,25,5,4,0,0,0,,,0,0,0,0,3,0,0,3,0,0,0,,0.0,0.0,25.0,
吉田敬一郎,2008-02,東京ヴェルディ,25,8,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
吉田敬一郎,2008-03,東京ヴェルディ,25,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田雄一,2008-01,ジェイテクトSTINGS,8,6,22,62,31,2,50.0,46.8,0,0,0,15,64,1,0,7,0,0,0,,1.41,0.68,4.3,
吉田雄一,2008-02,ジェイテクトSTINGS,8,12,22,73,35,8,47.9,37.0,0,0,0,18,60,0,0,6,1,0,0,,1.59,0.82,2.5,0.0
吉田雄一,2008-03,ジェイテクトSTINGS,8,18,21,55,34,5,61.8,52.7,0,0,0,15,49,0,0,9,1,0,0,,1.62,0.71,4.6,0.0
吉野淳,2008-01,東京ヴェルディ,2,6,22,0,0,0,,,0,0,0,0,0,0,0,0,135,99,0,,0.0,0.0,,73.3
吉野淳,2008-02,東京ヴェルディ,2,12,23,0,0,0,,,0,0,0,0,0,0,0,0,127,102,0,,0.0,0.0,,80.3
吉野淳,2008-03,東京ヴェルディ,2,18,21,0,0,0,,,0,0,0,0,0,0,0,0,115,81,0,,0.0,0.0,,70.4
和井田剛史,2008-01,東京ヴェルディ,21,6,22,190,107,23,56.3,44.2,21,13,3,4,108,2,26,31,45,24,0,61.9,4.86,0.18,3.0,53.3
和井田剛史,2008-02,東京ヴェルディ,21,12,23,196,89,22,45.4,34.2,27,7,5,5,110,6,11,22,42,22,0,25.9,3.87,0.22,8.0,52.4
和井田剛史,2008-03,東京ヴェルディ,21,18,18,149,70,11,47.0,39.6,26,12,5,6,84,2,13,17,58,34,0,46.2,3.89,0.33,3.6,58.6
堀江直伸,2008-01,近畿クラブスフィーダ,2,4,3,0,0,0,,,0,0,0,0,2,0,1,0,1,1,0,,0.0,0.0,-12.5,100.0
堀江直伸,2008-03,近畿クラブスフィーダ,2,9,7,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
堀江賢司,2008-02,警視庁フォートファイターズ,15,4,4,1,0,0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
堀江賢司,2008-03,警視庁フォートファイターズ,15,18,12,4,0,1,0.0,-25.0,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
塚田尚久,2008-01,大同特殊鋼レッドスター,1,6,1,3,2,0,66.7,66.7,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
塚田尚久,2008-02,大同特殊鋼レッドスター,1,8,3,2,1,1,50.0,0.0,0,0,0,0,6,0,1,1,3,2,0,,0.33,0.0,0.0,66.7
塚田尚久,2008-03,大同特殊鋼レッドスター,1,24,7,8,2,2,25.0,0.0,0,0,0,0,9,0,1,3,3,1,0,,0.29,0.0,5.6,33.3
塩崎健一,2008-01,兵庫デルフィーノ,10,6,22,105,43,9,41.0,32.4,0,0,0,2,73,0,3,22,184,125,0,,1.95,0.09,6.5,67.9
塩崎健一,2008-02,兵庫デルフィーノ,10,12,20,85,33,12,38.8,24.7,0,0,0,1,57,1,4,14,155,114,0,,1.65,0.05,6.1,73.5
塩崎健一,2008-03,兵庫デルフィーノ,10,18,22,85,37,7,43.5,35.3,0,0,0,3,67,3,2,20,155,109,0,,1.68,0.14,11.2,70.3
増元真二,2008-01,富士通カワサキレッドスピリッツ,10,3,9,0,0,0,,,0,0,0,0,11,0,4,2,0,0,0,,0.0,0.0,-4.5,
増元真二,2008-02,富士通カワサキレッドスピリッツ,10,4,2,11,5,1,45.5,36.4,1,0,1,0,5,0,0,4,8,3,0,0.0,2.5,0.0,20.0,37.5
増元真二,2008-03,富士通カワサキレッドスピリッツ,10,9,4,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,,0.0,0.0,0.0,
増山光洋,2008-01,東京ヴェルディ,22,5,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
増山光洋,2008-02,東京ヴェルディ,22,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
外山裕樹,2008-01,つくばユナイテッドSunGAIA,7,6,8,4,0,0,0.0,0.0,0,0,0,0,11,0,2,3,0,0,0,,0.0,0.0,2.3,
外山裕樹,2008-02,つくばユナイテッドSunGAIA,7,4,3,2,1,0,50.0,50.0,0,0,0,0,4,1,3,0,0,0,0,,0.33,0.0,6.2,
大久保元晴,2008-01,つくばユナイテッドSunGAIA,3,6,22,17,8,3,47.1,29.4,1,0,1,9,69,1,2,25,0,0,0,0.0,0.36,0.41,9.8,
大久保元晴,2008-02,つくばユナイテッドSunGAIA,3,12,19,21,13,2,61.9,52.4,0,0,0,7,73,1,3,19,0,0,0,,0.68,0.37,6.8,
大久保元晴,2008-03,つくばユナイテッドSunGAIA,3,18,23,22,9,0,40.9,40.9,0,0,0,13,77,2,2,28,1,0,0,,0.39,0.57,11.0,0.0
大川剛,2008-01,警視庁フォートファイターズ,12,6,7,28,13,1,46.4,42.9,0,0,0,5,18,0,6,6,36,20,0,,1.86,0.71,0.0,55.6
大川剛,2008-02,警視庁フォートファイターズ,12,12,19,101,37,3,36.6,33.7,2,1,0,10,83,0,3,23,110,68,0,50.0,1.95,0.53,6.0,61.8
大川剛,2008-03,警視庁フォートファイターズ,12,18,6,12,5,1,41.7,33.3,0,0,0,1,16,1,4,3,32,14,0,,0.83,0.17,4.7,43.8
大庭健裕,2008-01,FC東京,8,6,18,39,22,2,56.4,51.3,0,0,0,8,36,2,1,8,3,2,0,,1.22,0.44,10.4,66.7
大庭健裕,2008-02,FC東京,8,8,12,38,24,1,63.2,60.5,0,0,0,7,32,1,3,9,0,0,0,,2.0,0.58,7.8,
大庭健裕,2008-03,FC東京,8,6,1,3,1,1,33.3,0.0,0,0,0,0,3,0,1,0,1,1,0,,1.0,0.0,-8.3,100.0
大木貴之,2008-01,つくばユナイテッドSunGAIA,6,6,23,201,98,25,48.8,36.3,16,11,2,5,63,2,5,13,2,0,0,68.8,4.26,0.22,6.3,0.0
大木貴之,2008-02,つくばユナイテッドSunGAIA,6,12,19,179,99,4,55.3,53.1,49,22,3,7,64,1,5,13,1,1,0,44.9,5.21,0.37,4.7,100.0
大木貴之,2008-03,つくばユナイテッドSunGAIA,6,18,23,234,107,18,45.7,38.0,54,22,7,4,87,3,3,20,0,0,0,40.7,4.65,0.17,8.3,
大野晃義,2008-01,トヨタ自動車サンホークス,2,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,2008-02,トヨタ自動車サンホークス,2,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野晃義,2008-03,トヨタ自動車サンホークス,2,18,5,19,7,2,36.8,26.3,0,0,0,1,14,0,4,0,0,0,0,,1.4,0.2,-7.1,
大野農,2008-01,トヨタ自動車サンホークス,11,6,16,0,0,0,,,0,0,0,0,19,0,3,2,18,9,0,,0.0,0.0,-1.3,50.0
大野農,2008-02,トヨタ自動車サンホークス,11,12,10,0,0,0,,,0,0,0,0,12,0,3,2,12,8,0,,0.0,0.0,-2.1,66.7
大野農,2008-03,トヨタ自動車サンホークス,11,18,8,0,0,0,,,0,0,0,0,7,0,1,1,13,7,0,,0.0,0.0,0.0,53.8
太田有紀,2008-01,トヨタ自動車サンホークス,1,4,14,73,35,10,47.9,34.2,7,5,1,2,43,1,13,8,93,57,0,71.4,2.5,0.14,-0.6,61.3
太田有紀,2008-02,トヨタ自動車サンホークス,1,6,10,67,34,7,50.7,40.3,11,4,2,4,30,2,14,5,63,45,0,36.4,3.4,0.4,-0.8,71.4
太田有紀,2008-03,トヨタ自動車サンホークス,1,18,21,235,109,38,46.4,30.2,57,25,15,9,59,4,24,13,124,87,0,43.9,5.19,0.43,2.1,70.2
奥田晃,2008-01,東京ヴェルディ,12,6,13,8,5,0,62.5,62.5,0,0,0,2,36,0,1,3,0,0,0,,0.38,0.15,1.4,
奥田晃,2008-02,東京ヴェルディ,12,4,5,6,2,0,33.3,33.3,0,0,0,4,19,0,1,1,0,0,0,,0.4,0.8,0.0,
宮下彰展,2008-01,警視庁フォートファイターズ,23,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宮下彰展,2008-02,警視庁フォートファイターズ,23,12,3,7,3,1,42.9,28.6,0,0,0,0,3,0,1,1,4,2,0,,1.0,0.0,0.0,50.0
宮下彰展,2008-03,警視庁フォートファイターズ,23,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
寺嶋大樹,2008-02,ジェイテクトSTINGS,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺嶋大樹,2008-03,ジェイテクトSTINGS,7,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小口創一郎,2008-01,富士通カワサキレッドスピリッツ,3,3,14,48,20,6,41.7,29.2,8,2,2,12,41,2,10,8,3,3,0,25.0,1.43,0.86,3.7,100.0
小口創一郎,2008-02,富士通カワサキレッドスピリッツ,3,12,20,57,29,5,50.9,42.1,1,1,0,15,48,3,7,11,0,0,0,100.0,1.45,0.75,8.3,
小口創一郎,2008-03,富士通カワサキレッドスピリッツ,3,18,23,46,22,4,47.8,39.1,3,0,0,15,74,8,17,17,0,0,0,0.0,0.96,0.65,10.8,
小川将司,2008-01,つくばユナイテッドSunGAIA,4,6,23,184,92,16,50.0,41.3,38,17,9,9,114,6,18,25,23,12,0,44.7,4.0,0.39,6.8,52.2
小川将司,2008-02,つくばユナイテッドSunGAIA,4,12,19,149,53,21,35.6,21.5,35,5,12,7,87,2,12,17,30,21,0,14.3,2.79,0.37,3.7,70.0
小川将司,2008-03,つくばユナイテッドSunGAIA,4,18,23,150,65,20,43.3,30.0,23,4,9,3,89,2,10,23,52,28,0,17.4,2.83,0.13,5.9,53.8
小川直紀,2008-01,富士通カワサキレッドスピリッツ,18,2,6,0,0,0,,,0,0,0,0,7,0,3,1,0,0,0,,0.0,0.0,-7.1,
小川直紀,2008-03,富士通カワサキレッドスピリッツ,18,3,3,0,0,0,,,0,0,0,0,3,0,1,0,3,2,0,,0.0,0.0,-8.3,66.7
小松高則,2008-01,東京ヴェルディ,3,6,22,75,43,2,57.3,54.7,0,0,0,11,77,1,1,25,3,1,0,,1.95,0.5,9.1,33.3
小松高則,2008-02,東京ヴェルディ,3,12,23,83,38,6,45.8,38.6,0,0,0,18,68,0,6,11,3,3,0,,1.65,0.78,1.8,100.0
小松高則,2008-03,東京ヴェルディ,3,18,21,69,42,1,60.9,59.4,0,0,0,8,49,0,2,12,2,1,0,,2.0,0.38,5.1,50.0
小林清紀,2008-03,FC東京,5,6,8,0,0,0,,,0,0,0,0,0,0,0,0,49,32,0,,0.0,0.0,,65.3
小林雅也,2008-01,大同特殊鋼レッドスター,15,6,22,72,48,3,66.7,62.5,0,0,0,14,66,0,5,15,0,0,0,,2.18,0.64,3.8,
小林雅也,2008-02,大同特殊鋼レッドスター,15,8,15,49,27,3,55.1,49.0,0,0,0,6,47,3,1,16,0,0,0,,1.8,0.4,14.4,
小林雅也,2008-03,大同特殊鋼レッドスター,15,24,30,110,58,9,52.7,44.5,0,0,0,22,84,1,3,27,1,1,0,,1.93,0.73,8.3,100.0
小橋口祐嗣,2008-01,つくばユナイテッドSunGAIA,8,6,16,2,0,0,0.0,0.0,0,0,0,0,2,0,1,1,0,0,0,,0.0,0.0,0.0,
小橋口祐嗣,2008-02,つくばユナイテッドSunGAIA,8,4,6,25,12,1,48.0,44.0,0,0,0,1,13,0,2,3,6,4,0,,2.0,0.17,1.9,66.7
属昌弘,2008-01,富士通カワサキレッドスピリッツ,8,1,4,0,0,0,,,0,0,0,0,5,0,0,3,0,0,0,,0.0,0.0,15.0,
属昌弘,2008-02,富士通カワサキレッドスピリッツ,8,6,8,0,0,0,,,0,0,0,0,15,0,2,5,0,0,0,,0.0,0.0,5.0,
属昌弘,2008-03,富士通カワサキレッドスピリッツ,8,3,4,0,0,0,,,0,0,0,0,6,0,1,3,0,0,0,,0.0,0.0,8.3,
山下博幸,2008-01,兵庫デルフィーノ,24,6,6,9,3,0,33.3,33.3,0,0,0,0,3,0,1,0,27,19,0,,0.5,0.0,-8.3,70.4
山下博幸,2008-02,兵庫デルフィーノ,24,4,4,12,3,2,25.0,8.3,0,0,0,0,7,0,1,1,20,11,0,,0.75,0.0,0.0,55.0
山下博幸,2008-03,兵庫デルフィーノ,24,15,3,0,0,0,,,0,0,0,0,5,0,0,2,5,2,0,,0.0,0.0,10.0,40.0
山内隆宏,2008-01,FC東京,6,6,20,8,3,0,37.5,37.5,1,0,0,9,126,5,6,41,1,0,0,0.0,0.15,0.45,10.9,0.0
山内隆宏,2008-02,FC東京,6,12,18,8,3,0,37.5,37.5,0,0,0,7,90,1,3,29,2,0,0,,0.17,0.39,8.3,0.0
山内隆宏,2008-03,FC東京,6,18,20,9,3,0,33.3,33.3,1,1,0,7,101,3,3,32,0,0,0,100.0,0.15,0.35,10.1,
山口将史,2008-01,兵庫デルフィーノ,17,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山口将史,2008-02,兵庫デルフィーノ,17,4,3,0,0,0,,,0,0,0,0,0,0,0,0,49,35,0,,0.0,0.0,,71.4
山口将史,2008-03,兵庫デルフィーノ,17,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山崎数幸,2008-01,兵庫デルフィーノ,23,6,15,54,18,9,33.3,16.7,6,1,1,0,35,1,5,9,24,15,0,16.7,1.2,0.0,5.7,62.5
山崎数幸,2008-02,兵庫デルフィーノ,23,4,2,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
山崎数幸,2008-03,兵庫デルフィーノ,23,15,12,44,18,5,40.9,29.5,0,0,0,3,25,0,3,6,3,2,0,,1.5,0.25,3.0,66.7
山本一総,2008-01,トヨタ自動車サンホークス,8,4,13,57,12,9,21.1,5.3,0,0,0,3,33,3,6,7,47,22,0,,0.92,0.23,9.8,46.8
