大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,警視庁フォートファイターズ,21,50,118,43,14,36.4,4,1,0,25.0,0.86,4,0.08,132,1,4,5,25,7.6,146,68,52,64.4,43,4,5,52
レギュラーラウンド,警視庁フォートファイターズ,21,50,118,43,14,36.4,4,1,0,25.0,0.86,4,0.08,132,1,4,5,25,7.6,146,68,52,64.4,43,4,5,52
V.LEAGUE DIVISION2 MEN 2018-19,警視庁フォートファイターズ,24,47,196,77,24,39.3,6,1,0,16.7,1.64,7,0.15,162,1,3,15,42,6.6,151,68,42,58.9,77,7,4,88
レギュラーラウンド,警視庁フォートファイターズ,24,47,196,77,24,39.3,6,1,0,16.7,1.64,7,0.15,162,1,3,15,42,6.6,151,68,42,58.9,77,7,4,88
Ｖ・チャレンジリーグⅠ男子 2017/18,警視庁フォートファイターズ,21,23,126,45,11,35.7,1,1,0,100.0,1.96,7,0.3,67,2,0,6,18,7.5,128,49,52,58.6,45,7,2,54
レギュラーラウンド,警視庁フォートファイターズ,21,23,126,45,11,35.7,1,1,0,100.0,1.96,7,0.3,67,2,0,6,18,7.5,128,49,52,58.6,45,7,2,54
Ｖ・チャレンジリーグⅠ男子 2016/17,警視庁フォートファイターズ,21,75,461,189,44,41.0,4,1,1,25.0,2.52,29,0.39,252,0,6,14,87,10.5,588,376,0,63.9,189,29,6,224
レギュラーラウンド,警視庁フォートファイターズ,21,75,461,189,44,41.0,4,1,1,25.0,2.52,29,0.39,252,0,6,14,87,10.5,588,376,0,63.9,189,29,6,224
チャレンジリーグ入替戦男子2016/17,,2,6,31,11,5,35.5,0,0,0,-,1.83,3,0.5,27,0,0,2,7,6.5,32,22,0,68.8,11,3,0,14
チャレンジマッチ,,2,6,31,11,5,35.5,0,0,0,-,1.83,3,0.5,27,0,0,2,7,6.5,32,22,0,68.8,11,3,0,14
Ｖ・チャレンジリーグⅠ男子 2015/16,警視庁フォートファイターズ,21,47,126,46,12,36.5,1,0,0,0.0,0.98,9,0.19,102,1,1,7,23,7.4,161,114,0,70.8,46,9,2,57
レギュラーラウンド,警視庁フォートファイターズ,21,47,126,46,12,36.5,1,0,0,0.0,0.98,9,0.19,102,1,1,7,23,7.4,161,114,0,70.8,46,9,2,57
Ｖ・チャレンジリーグ男子 2014/15,警視庁フォートファイターズ,20,43,254,105,29,41.3,18,3,6,16.7,2.44,14,0.33,143,0,3,6,31,7.1,254,173,0,68.1,105,14,3,122
レギュラーラウンド,警視庁フォートファイターズ,20,43,254,105,29,41.3,18,3,6,16.7,2.44,14,0.33,143,0,3,6,31,7.1,254,173,0,68.1,105,14,3,122
Ｖ・チャレンジリーグ男子 2013/14,警視庁フォートファイターズ,20,59,381,181,34,47.5,31,16,7,51.6,3.07,13,0.22,203,2,1,10,62,9.0,334,221,0,66.2,181,13,3,197
レギュラーラウンド,警視庁フォートファイターズ,20,59,381,181,34,47.5,31,16,7,51.6,3.07,13,0.22,203,2,1,10,62,9.0,334,221,0,66.2,181,13,3,197
チャレンジマッチ男子2013/14,警視庁フォートファイターズ,2,6,50,19,4,38.0,5,1,0,20.0,3.17,1,0.17,19,0,0,0,6,7.9,32,20,0,62.5,19,1,0,20
チャレンジマッチ,警視庁フォートファイターズ,2,6,50,19,4,38.0,5,1,0,20.0,3.17,1,0.17,19,0,0,0,6,7.9,32,20,0,62.5,19,1,0,20
Ｖ・チャレンジリーグ男子 2012/13,警視庁フォートファイターズ,20,74,427,202,43,47.3,19,5,7,26.3,2.73,16,0.22,268,2,3,18,93,10.3,550,356,0,64.7,202,16,5,223
レギュラーラウンド,警視庁フォートファイターズ,20,74,427,202,43,47.3,19,5,7,26.3,2.73,16,0.22,268,2,3,18,93,10.3,550,356,0,64.7,202,16,5,223
Ｖ・チャレンジリーグ男子 2011/12,警視庁フォートファイターズ,14,37,211,88,24,41.7,14,6,2,42.9,2.38,7,0.19,131,1,4,11,37,10.3,270,176,0,65.2,88,7,5,100
レギュラーラウンド,警視庁フォートファイターズ,9,17,78,33,11,42.3,10,4,1,40.0,1.94,2,0.12,69,1,3,5,19,11.8,123,87,0,70.7,33,2,4,39
上位リーグ,警視庁フォートファイターズ,5,20,133,55,13,41.4,4,2,1,50.0,2.75,5,0.25,62,0,1,6,18,8.5,147,89,0,60.5,55,5,1,61
Ｖ・チャレンジリーグ男子 2010/11,警視庁フォートファイターズ,16,65,419,187,36,44.6,21,4,6,19.0,2.88,24,0.37,269,4,2,7,65,8.1,442,326,0,73.8,187,24,6,217
レギュラーラウンド,警視庁フォートファイターズ,16,65,419,187,36,44.6,21,4,6,19.0,2.88,24,0.37,269,4,2,7,65,8.1,442,326,0,73.8,187,24,6,217
サマーリーグ男子 2010,,3,9,76,22,15,28.9,14,3,4,21.4,2.44,9,1.0,26,0,1,3,6,8.8,86,55,0,64.0,22,9,1,32
サマーリーグ,,3,9,76,22,15,28.9,14,3,4,21.4,2.44,9,1.0,26,0,1,3,6,8.8,86,55,0,64.0,22,9,1,32
Ｖ・チャレンジリーグ男子 2009/10,警視庁フォートファイターズ,14,49,374,150,53,40.1,15,4,6,26.7,3.06,23,0.47,191,2,2,15,37,6.7,355,258,0,72.7,150,23,4,177
レギュラーラウンド,警視庁フォートファイターズ,10,36,272,100,37,36.8,8,3,3,37.5,2.78,16,0.44,131,1,2,13,29,7.5,252,180,0,71.4,100,16,3,119
下位リーグ,警視庁フォートファイターズ,4,13,102,50,16,49.0,7,1,3,14.3,3.85,7,0.54,60,1,0,2,8,5.0,103,78,0,75.7,50,7,1,58
Ｖ・チャレンジリーグ男子 2008/09,警視庁フォートファイターズ,18,67,416,184,55,44.2,25,9,7,36.0,2.75,15,0.22,286,7,2,36,67,8.9,486,364,0,74.9,184,15,9,208
レギュラーラウンド,警視庁フォートファイターズ,11,41,249,111,34,44.6,20,7,5,35.0,2.71,10,0.24,190,6,2,24,49,10.4,286,228,0,79.7,111,10,8,129
ファイナルリーグ,警視庁フォートファイターズ,7,26,167,73,21,43.7,5,2,2,40.0,2.81,5,0.19,96,1,0,12,18,5.7,200,136,0,68.0,73,5,1,79
Ｖ・チャレンジリーグ男子 2007/08,警視庁フォートファイターズ,18,64,413,201,33,48.7,16,7,5,43.8,3.14,23,0.36,223,2,2,8,47,6.9,404,310,0,76.7,201,23,4,228
レギュラーラウンド,警視庁フォートファイターズ,18,64,413,201,33,48.7,16,7,5,43.8,3.14,23,0.36,223,2,2,8,47,6.9,404,310,0,76.7,201,23,4,228
Ｖ・チャレンジリーグ男子 2006/07,警視庁フォートファイターズ,16,46,209,91,27,43.5,2,1,1,50.0,1.98,15,0.33,159,0,2,7,45,8.1,283,198,0,70.0,91,15,2,108
レギュラーラウンド,警視庁フォートファイターズ,16,46,209,91,27,43.5,2,1,1,50.0,1.98,15,0.33,159,0,2,7,45,8.1,283,198,0,70.0,91,15,2,108
レギュラーシーズン通算,,248,687,3729,1611,389,43.2,161,54,42,33.5,2.34,189,0.28,2370,23,34,145,635,7.6,4102,2754,146,68.9,1611,189,57,1857
通算,,271,767,4288,1841,463,42.9,196,63,52,32.1,2.4,219,0.29,2660,25,36,170,698,7.3,4702,3154,146,68.6,1841,219,61,2121
