試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2021-02-27,JTマーヴェラス,3,,小川杏奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,4,,橘井友香,4,□,□,□,□,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,3,0,0,2,16.7,1,1,0,100.0,,,,,,,,
2021-02-27,JTマーヴェラス,5,,柴田真果,4,■,■,■,■,nan,3,3,0,100.0,100.0,0.75,0,0,0,-,1,0.25,10,0,1,2,2.5,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,6,,田中瑞稀,4,■,■,■,■,nan,46,15,2,32.6,28.3,3.75,5,1,1,20.0,1,0.25,19,1,2,7,11.8,25,10,4,48.0,,,,,,,,
2021-02-27,JTマーヴェラス,7,,ヌクジャンタットダオ,4,■,■,■,■,nan,19,11,2,57.9,47.4,2.75,0,0,0,-,5,1.25,7,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,9,,榊原菜那,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,11,L,目黒優佳,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,11,7,72.5,,,,,,,,
2021-02-27,JTマーヴェラス,12,,深萱知代,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,7,4,2,71.4,,,,,,,,
2021-02-27,JTマーヴェラス,13,,西川有喜,4,■,■,■,□,nan,38,11,4,28.9,18.4,2.75,11,3,3,27.3,2,0.50,17,3,3,5,20.6,2,2,0,100.0,,,,,,,,
2021-02-27,JTマーヴェラス,14,,ヒックマンジャスティス,4,■,■,■,■,nan,42,15,2,35.7,31.0,3.75,7,2,1,28.6,1,0.25,11,0,0,3,6.8,23,11,4,56.5,,,,,,,,
2021-02-27,JTマーヴェラス,16,,和田由紀子,4,□,□,□,■,nan,13,3,2,23.1,7.7,0.75,0,0,0,-,0,-,9,0,2,3,2.8,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,17,,神田さくら,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,18,,橋本梨紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-27,JTマーヴェラス,19,,高橋茉莉奈,4,■,■,■,■,nan,6,2,1,33.3,16.7,0.50,0,0,0,-,3,0.75,19,1,0,6,13.2,2,1,1,75.0,,,,,,,,
2021-02-27,JTマーヴェラス,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,168,61,13,36.3,28.6,15.25,23,6,5,26.1,13,3.25,99,5,8,28,10.1,80,40,18,61.3,163,53,12,32.5,12,3.00,4.8,58.4
