名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
三浦拓也,2018-11,東京ヴェルディ,10,14,46,19,2,41.3,37.0,1,0,0,2,45,2,11,7,129,48,38,0.0,1.36,0.14,2.2,51.9
三浦拓也,2018-12,東京ヴェルディ,10,3,12,5,0,41.7,41.7,0,0,0,1,5,0,0,1,28,12,11,,1.67,0.33,5.0,62.5
三浦拓也,2019-01,東京ヴェルディ,10,12,29,8,1,27.6,24.1,0,0,0,1,24,1,6,3,83,33,22,,0.67,0.08,1.0,53.0
三浦拓也,2019-02,東京ヴェルディ,10,29,0,0,0,,,0,0,0,0,0,0,0,0,146,56,40,,0.0,0.0,,52.1
三浦拓也,2019-03,東京ヴェルディ,10,8,11,3,1,27.3,18.2,0,0,0,0,15,2,5,3,46,23,9,,0.38,0.0,10.0,59.8
上坂将輝,2018-11,トヨタ自動車サンホークス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
上坂将輝,2018-12,トヨタ自動車サンホークス,18,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,,0.0,0.0,5.0,
上坂将輝,2019-01,トヨタ自動車サンホークス,18,3,0,0,0,,,0,0,0,0,3,0,2,0,0,0,0,,0.0,0.0,-16.7,
上坂将輝,2019-02,トヨタ自動車サンホークス,18,3,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,,0.0,0.0,0.0,
上坂将輝,2019-03,トヨタ自動車サンホークス,18,4,0,0,0,,,0,0,0,0,5,1,1,3,0,0,0,,0.0,0.0,30.0,
中川剛,2018-11,富士通カワサキレッドスピリッツ,1,9,58,31,3,53.4,48.3,28,13,1,3,31,0,5,9,0,0,0,46.4,3.44,0.33,3.2,
中川剛,2018-12,富士通カワサキレッドスピリッツ,1,6,40,21,3,52.5,45.0,16,10,2,0,13,1,4,2,0,0,0,62.5,3.5,0.0,3.8,
中川剛,2019-01,富士通カワサキレッドスピリッツ,1,13,100,46,7,46.0,39.0,62,29,6,6,53,0,8,10,2,1,0,46.8,3.54,0.46,0.9,50.0
中川剛,2019-02,富士通カワサキレッドスピリッツ,1,13,88,42,4,47.7,43.2,41,16,4,0,37,1,6,8,0,0,0,39.0,3.23,0.0,4.1,
中川剛,2019-03,富士通カワサキレッドスピリッツ,1,11,79,48,6,60.8,53.2,47,28,5,2,45,1,5,15,1,0,0,59.6,4.36,0.18,7.8,0.0
中村航太朗,2018-11,警視庁フォートファイターズ,13,20,174,60,14,34.5,26.4,13,5,2,13,87,3,23,21,78,39,15,38.5,3.0,0.65,2.9,59.6
中村航太朗,2018-12,警視庁フォートファイターズ,13,5,47,16,4,34.0,25.5,6,3,1,1,17,0,6,3,14,7,4,50.0,3.2,0.2,-4.4,64.3
中村航太朗,2019-01,警視庁フォートファイターズ,13,9,75,25,6,33.3,25.3,9,4,1,8,32,0,3,9,52,27,10,44.4,2.78,0.89,4.7,61.5
中村航太朗,2019-02,警視庁フォートファイターズ,13,20,144,57,11,39.6,31.9,22,8,1,6,81,7,5,18,119,57,36,36.4,2.85,0.3,12.7,63.0
中村航太朗,2019-03,警視庁フォートファイターズ,13,25,196,80,13,40.8,34.2,21,9,1,10,100,6,18,32,115,46,32,42.9,3.2,0.4,9.5,53.9
